learning_rate,weight_decay,best_epoch,val_macro_f1
0.001,0.0,5,0.10264237026273965
0.001,0.0001,3,0.046892448989920954
0.003,0.0,5,0.047809507871427376
0.003,0.0001,2,0.028603198415152232
0.01,0.0,4,0.06337302455723508
0.01,0.0001,5,0.06988242878238933
