epoch,knn_val_accuracy,knn_val_balanced_accuracy,knn_val_macro_f1,linear_val_accuracy,linear_val_balanced_accuracy,linear_val_macro_f1,feature_embedding_std,feature_effective_rank,feature_effective_rank_fraction,feature_mean_pairwise_cosine,feature_near_constant_fraction
0.0,0.3157894736842105,0.31578947368421056,0.31294360163950097,0.27125506072874495,0.27125506072874495,0.26338302158313204,0.3735973834991455,2.61398983001709,0.0034036326687783003,0.7439497709274292,0.0
10.0,0.30364372469635625,0.3036437246963563,0.2979893337014445,0.3076923076923077,0.30769230769230776,0.3040966312353539,0.35083910822868347,10.83824348449707,0.014112296514213085,0.8171155452728271,0.0
20.0,0.2874493927125506,0.2874493927125506,0.2843406657085825,0.3360323886639676,0.3360323886639676,0.33438198629815047,0.4041207432746887,16.474262237548828,0.021450862288475037,0.7324346899986267,0.0
30.0,0.30364372469635625,0.3036437246963563,0.30252765661528386,0.3441295546558704,0.3441295546558705,0.3481603187503583,0.4076929986476898,23.318937301635742,0.03036320023238659,0.6875308752059937,0.0
40.0,0.2874493927125506,0.2874493927125506,0.2839509005181228,0.30364372469635625,0.30364372469635625,0.2986791362218315,0.3718228340148926,27.446788787841797,0.035738006234169006,0.6876033544540405,0.0
50.0,0.2793522267206478,0.27935222672064786,0.28325008780781863,0.3319838056680162,0.3319838056680162,0.33368663602663756,0.3365658223628998,29.762453079223633,0.038753196597099304,0.6675559282302856,0.0
60.0,0.32388663967611336,0.32388663967611336,0.33585525170094727,0.29554655870445345,0.29554655870445345,0.2973317692499443,0.2982429563999176,29.7710018157959,0.03876432776451111,0.6368402242660522,0.0
70.0,0.2874493927125506,0.2874493927125506,0.2999492490982721,0.3117408906882591,0.3117408906882591,0.31424046122302257,0.27709585428237915,31.866703033447266,0.04149310290813446,0.6466924548149109,0.0
80.0,0.2550607287449393,0.25506072874493924,0.2736890627839122,0.27530364372469635,0.2753036437246964,0.28134527770150014,0.2646488547325134,31.500280380249023,0.04101599007844925,0.676386296749115,0.0
90.0,0.23481781376518218,0.23481781376518218,0.2453427178816121,0.30364372469635625,0.30364372469635625,0.3084165168860597,0.2666970491409302,32.00730895996094,0.04167618602514267,0.7103313207626343,0.0
