learning_rate,weight_decay,best_epoch,val_macro_f1
0.001,0.0,45,0.8014740454457309
0.001,0.0001,45,0.8014740454457309
0.003,0.0,28,0.8274844047800749
0.003,0.0001,28,0.8274844047800749
0.01,0.0,30,0.8409112870317229
0.01,0.0001,30,0.8409112870317229
