learning_rate,weight_decay,best_epoch,val_macro_f1
0.001,0.0,38,0.7389167357107898
0.001,0.0001,38,0.7389167357107898
0.003,0.0,12,0.7550886338712802
0.003,0.0001,12,0.7550886338712802
0.01,0.0,19,0.7439230423991721
0.01,0.0001,19,0.7439230423991721
