learning_rate,weight_decay,best_epoch,val_macro_f1
0.001,0.0,49,0.9162883882792349
0.001,0.0001,49,0.9162883882792349
0.003,0.0,7,0.9027156403643817
0.003,0.0001,7,0.9027156403643817
0.01,0.0,33,0.9717376775271512
0.01,0.0001,33,0.9717376775271512
