learning_rate,weight_decay,best_epoch,val_macro_f1
0.001,0.0,32,0.8425497799683621
0.001,0.0001,32,0.8425497799683621
0.003,0.0,11,0.8464464418993043
0.003,0.0001,11,0.8464464418993043
0.01,0.0,24,0.8543108653247105
0.01,0.0001,24,0.8543108653247105
