learning_rate,weight_decay,best_epoch,val_macro_f1
0.001,0.0,3,0.11518229333376373
0.001,0.0001,3,0.10932280122700995
0.003,0.0,4,0.12328290233707957
0.003,0.0001,4,0.09041029656495572
0.01,0.0,3,0.05354875357759279
0.01,0.0001,4,0.07560867879427435
