learning_rate,weight_decay,best_epoch,val_macro_f1
0.001,0.0,21,0.7240722846514163
0.001,0.0001,21,0.7240722846514163
0.003,0.0,27,0.7797291514778568
0.003,0.0001,27,0.7797291514778568
0.01,0.0,11,0.7859723220233972
0.01,0.0001,11,0.7859723220233972
