epoch,total,flow,representation,mean_t,mean_s,mean_student_tau,mean_teacher_tau,harder_token_fraction,mask_fraction,velocity_target_rms,learning_rate,weight_decay,ema_momentum,seconds,samples,samples_per_second,peak_gpu_memory_gib,trainable_parameters
37,0.8375580735092539,0.8299390306700304,0.030476156872535805,0.5053780259338908,0.5013585685778382,0.5043731645577588,0.3359296698613101,0.5022465507979031,0.25,1.140024387569401,9.983663737715682e-05,0.05333322547983865,0.9961481469497759,4.121327899978496,7901,1917.1005539358382,5.9943952560424805,94080000
38,0.8358161019277096,0.8283735898729668,0.029770032768988215,0.4993250335021768,0.49730774447550097,0.4988207126053024,0.3322074745383659,0.5006011897529956,0.25,1.1400092410793818,9.978654125771261e-05,0.054054344836581,0.9961561593870731,4.52607739798259,7901,1745.6617077564151,5.9943952560424805,94080000
39,0.8356075928778818,0.8281611559014127,0.02978574527304258,0.4994840880441237,0.5015451687904057,0.49999935898791686,0.3321895535317211,0.4981964307032934,0.25,1.1399947361257496,9.972977173226982e-05,0.054793663961343386,0.9961643740440149,4.130701009999029,7901,1912.7503977834156,5.9943952560424805,94080000
40,0.8359116131543298,0.8284886373309995,0.029691896269916206,0.5028230321209667,0.5026564890939124,0.5027813992610748,0.3354463555732568,0.4985128463959184,0.25,1.1400124173785384,9.96663364874318e-05,0.05555110177073408,0.9961727900196748,4.498506042989902,7901,1756.3608728084876,5.9943952560424805,94080000
41,0.8337460630242696,0.8265017227664233,0.028977380079825366,0.49978208113374506,0.49078459868912694,0.49753270850364445,0.33067565397844484,0.5048411590149849,0.25,1.1399659293767033,9.959624411234136e-05,0.05632657519422973,0.996181406391047,4.248224286013283,7901,1859.835890965785,5.9943952560424805,94080000
42,0.8333341741226938,0.826055145568447,0.029116107193582676,0.5045575654864266,0.5020620581236478,0.5039336903685785,0.33558746670683853,0.5008543223659384,0.25,1.1400330616483023,9.951950409751795e-05,0.05711999918328603,0.9961902222131476,4.133281992049888,7901,1911.5560020335136,5.9943952560424805,94080000
43,0.8322945933917734,0.8252144349464781,0.028320626320227568,0.4980707213088329,0.4979119345804149,0.4980310206548456,0.33107639180227344,0.5000949246025496,0.25,1.1399629242192972,9.94361268335725e-05,0.057931286720665054,0.9961992365191185,4.0821624679956585,7901,1935.4937638921047,5.9943952560424805,94080000
44,0.8317553075095276,0.824762963136681,0.027969370030433434,0.49876479799800877,0.49702827978882513,0.4983306687521853,0.3312125290221707,0.5003480570683855,0.25,1.1399910230000492,9.93461236098006e-05,0.05876034882997905,0.9962084483203331,4.472269919991959,7901,1766.664387737627,5.9943952560424805,94080000
45,0.8315308215180284,0.824670657970048,0.0274406435700583,0.4979676711734315,0.5022783252977446,0.4990453368658477,0.3302951135781427,0.49832299694941323,0.25,1.1400215289152478,9.924950661265395e-05,0.059607094585448384,0.996217856606505,4.101768878987059,7901,1926.242124580937,5.9943952560424805,94080000
46,0.8312244260028984,0.8244213275993313,0.02721238536120155,0.49564556914588315,0.5025075320321809,0.497361058989532,0.33236460655327915,0.49724718376120924,0.25,1.1400029461620096,9.914628892409025e-05,0.060471431121873864,0.9962274603457986,4.460634388029575,7901,1771.2727187870153,5.9943952560424805,94080000
47,0.8316175721066162,0.824810596021455,0.027227905306268712,0.5053780259338908,0.5013585685778382,0.5043731645577588,0.3359296698613101,0.5022465507979031,0.25,1.140024387569401,9.903648451980193e-05,0.061353263644821576,0.9962372584849425,4.123751204984728,7901,1915.973977879507,5.9943952560424805,94080000
48,0.8300539092796692,0.8234298677704573,0.026496173324290447,0.4993250335021768,0.49730774447550097,0.4988207126053024,0.3322074745383659,0.5006011897529956,0.25,1.1400092410793818,9.892010826732384e-05,0.06225249544101896,0.9962472499493447,4.117509031028021,7901,1918.878608513301,5.9943952560424805,94080000
49,0.8302660067463778,0.8236634509727301,0.026410237141401463,0.4994840880441237,0.5015451687904057,0.49999935898791686,0.3321895535317211,0.4981964307032934,0.25,1.1399947361257496,9.879717592402022e-05,0.06316902788896223,0.9962574336432107,4.346744043985382,7901,1817.6823663985151,5.9943952560424805,94080000
50,0.8301796050724116,0.8236192920180517,0.02624125555185951,0.5028230321209667,0.5026564890939124,0.5027813992610748,0.3354463555732568,0.4985128463959184,0.25,1.1400124173785384,9.86677041349511e-05,0.0641027604697319,0.9962678084496637,3.775706793006975,7901,2092.5883372706594,5.9943952560424805,94080000
51,0.8285054414125352,0.8221776294656953,0.025311238395158378,0.49978208113374506,0.49078459868912694,0.49753270850364445,0.33067565397844484,0.5048411590149849,0.25,1.1399659293767033,9.853171043061849e-05,0.06505359077801737,0.9962783732308669,4.333061760000419,7901,1823.4219675648555,5.9943952560424805,94080000
52,0.8280553479780655,0.8217737484455049,0.025126404361534144,0.5045575654864266,0.5020620581236478,0.5039336903685785,0.33558746670683853,0.5008543223659384,0.25,1.1400330616483023,9.838921322459295e-05,0.06602141453334798,0.9962891268281483,4.26494806795381,7901,1852.5430730017436,5.9943952560424805,94080000
53,0.8275048716160908,0.8214620538956454,0.02417127597393861,0.4980707213088329,0.4979119345804149,0.4980310206548456,0.33107639180227344,0.5000949246025496,0.25,1.1399629242192972,9.824023181102019e-05,0.06700612559152952,0.9963000680621281,4.160995128040668,7901,1898.8246217246663,5.9943952560424805,94080000
54,0.8269303181837999,0.8210493395666791,0.023523911835649107,0.49876479799800877,0.49702827978882513,0.4983306687521853,0.3312125290221707,0.5003480570683855,0.25,1.1399910230000492,9.808478636200873e-05,0.06800761595628568,0.9963111957328477,4.330599665991031,7901,1824.4586453114007,5.9943952560424805,94080000
55,0.8270485208481418,0.821343925810663,0.02281836926401484,0.4979676711734315,0.5022783252977446,0.4990453368658477,0.3302951135781427,0.49832299694941323,0.25,1.1400215289152478,9.79228979248986e-05,0.06902577579110236,0.9963225086199011,4.141069183009677,7901,1907.9613623498203,5.9943952560424805,94080000
56,0.8264130661871113,0.8208409654099856,0.022288402844465108,0.49564556914588315,0.5025075320321809,0.497361058989532,0.33236460655327915,0.49724718376120924,0.25,1.1400029461620096,9.775458841941145e-05,0.07006049343127341,0.9963340054825697,4.118412335054018,7901,1918.457734974798,5.9943952560424805,94080000
57,0.8266816200402519,0.8212009088900433,0.02192284143992488,0.5053780259338908,0.5013585685778382,0.5043731645577588,0.3359296698613101,0.5022465507979031,0.25,1.140024387569401,9.757988063468275e-05,0.07111165539614772,0.9963456850599572,4.446279060037341,7901,1776.9914783382142,5.9943952560424805,94080000
58,0.8252894733392986,0.8200534514921585,0.02094408545731261,0.4993250335021768,0.49730774447550097,0.4988207126053024,0.3322074745383659,0.5006011897529956,0.25,1.1400092410793818,9.739879822617599e-05,0.07217914640157447,0.9963575460711286,4.069189329980873,7901,1941.664385529375,5.9943952560424805,94080000
59,0.8257393883445748,0.8206160644038902,0.020493308051811442,0.4994840880441237,0.5015451687904057,0.49999935898791686,0.3321895535317211,0.4981964307032934,0.25,1.1399947361257496,9.721136571247983e-05,0.07326284937254723,0.9963695872152505,4.1071908620069735,7901,1923.699254662635,5.9943952560424805,94080000
60,0.8253464690040537,0.8203700914320773,0.019905530566008026,0.5028230321209667,0.5026564890939124,0.5027813992610748,0.3354463555732568,0.4985128463959184,0.25,1.1400124173785384,9.701760847198826e-05,0.0743626454560436,0.9963818071717339,4.06870699999854,7901,1941.8945625730325,5.9943952560424805,94080000
61,0.8239761178455176,0.8192749488747523,0.018804678078347136,0.49978208113374506,0.49078459868912694,0.49753270850364445,0.33067565397844484,0.5048411590149849,0.25,1.1399659293767033,9.681755273946427e-05,0.07547841403406019,0.9963942046003784,4.08471553795971,7901,1934.2840221247086,5.9943952560424805,94080000
62,0.8238123986271721,0.8192101425422081,0.018409024075818445,0.5045575654864266,0.5020620581236478,0.5039336903685785,0.33558746670683853,0.5008543223659384,0.25,1.1400330616483023,9.661122560248782e-05,0.07661003273684125,0.9964067781415205,4.1305707020219415,7901,1912.8107397199153,5.9943952560424805,94080000
63,0.8234976048922783,0.8190989857790606,0.017594482774689838,0.4980707213088329,0.4979119345804149,0.4980310206548456,0.33107639180227344,0.5000949246025496,0.25,1.1399629242192972,9.639865499778804e-05,0.07775737745629946,0.9964195264161811,4.470788747014012,7901,1767.2496839124833,5.9943952560424805,94080000
64,0.8227237853924242,0.8184735438760633,0.01700095904203868,0.49876479799800877,0.49702827978882513,0.4983306687521853,0.3312125290221707,0.5003480570683855,0.25,1.1399910230000492,9.617986970746067e-05,0.07892032235962687,0.9964324480262181,4.101522805984132,7901,1926.3576904832569,5.9943952560424805,94080000
65,0.8225903180170294,0.8184995581312823,0.016363028483577294,0.4979676711734315,0.5022783252977446,0.4990453368658477,0.3302951135781427,0.49832299694941323,0.25,1.1400215289152478,9.595489935507091e-05,0.0800987399030959,0.9964455415544788,4.099725507956464,7901,1927.2021955290143,5.9943952560424805,94080000
66,0.8223887561710707,0.8184385902518608,0.015800671137792977,0.49564556914588315,0.5025075320321809,0.497361058989532,0.33236460655327915,0.49724718376120924,0.25,1.1400029461620096,9.572377440164241e-05,0.08129250084604694,0.996458805564956,4.119884823041502,7901,1917.7720590176818,5.9943952560424805,94080000
67,0.8230253367873026,0.8191577716275659,0.015470267134276452,0.5053780259338908,0.5013585685778382,0.5043731645577588,0.3359296698613101,0.5022465507979031,0.25,1.140024387569401,9.548652614153283e-05,0.08250147426506282,0.9964722386029451,4.279165372019634,7901,1846.388095132433,5.9943952560424805,94080000
68,0.8217848486846617,0.8180695906905732,0.01486104110451744,0.4993250335021768,0.49730774447550097,0.4988207126053024,0.3322074745383659,0.5006011897529956,0.25,1.1400092410793818,9.524318669819665e-05,0.08372552756832763,0.9964858391952036,4.112442113982979,7901,1921.2428481692912,5.9943952560424805,94080000
69,0.8223141491254694,0.8186641958767426,0.014599807729239465,0.4994840880441237,0.5015451687904057,0.49999935898791686,0.3321895535317211,0.4981964307032934,0.25,1.1399947361257496,9.49937890198355e-05,0.08496452651016828,0.996499605850113,4.079995164007414,7901,1936.5219031876388,5.9943952560424805,94080000
70,0.821742580504587,0.8182054929017508,0.01414833926140636,0.5028230321209667,0.5026564890939124,0.5027813992610748,0.3354463555732568,0.4985128463959184,0.25,1.1400124173785384,9.47383668749371e-05,0.08621833520577787,0.996513537057842,4.067587940022349,7901,1942.4288095309348,5.9943952560424805,94080000
71,0.8206586148479048,0.8173050137580671,0.013414383379662585,0.49978208113374506,0.49078459868912694,0.49753270850364445,0.33067565397844484,0.5048411590149849,0.25,1.1399659293767033,9.447695484770295e-05,0.08748681614611836,0.9965276312905125,4.0575285400263965,7901,1947.2444671821333,5.9943952560424805,94080000
72,0.8204005532605092,0.8171083552748957,0.013168782022177094,0.5045575654864266,0.5020620581236478,0.5039336903685785,0.33558746670683853,0.5008543223659384,0.25,1.1400330616483023,9.42095883333656e-05,0.08876983021300178,0.9965418870023667,4.064247766975313,7901,1944.0251807974953,5.9943952560424805,94080000
73,0.8201027141388663,0.8169452924620364,0.012629696363558453,0.4980707213088329,0.4979119345804149,0.4980310206548456,0.33107639180227344,0.5000949246025496,0.25,1.1399629242192972,9.393630353339624e-05,0.09006723669434769,0.9965563026299372,4.473061197961215,7901,1766.3518673970327,5.9943952560424805,94080000
74,0.819392923749922,0.8163393266501872,0.012214375144242486,0.49876479799800877,0.49702827978882513,0.4983306687521853,0.3312125290221707,0.5003480570683855,0.25,1.1399910230000492,9.365713745060281e-05,0.09137889329961535,0.996570876592218,4.143191683979239,7901,1906.9839395921103,5.9943952560424805,94080000
75,0.820028975800221,0.8170598206558102,0.011876602494826785,0.4979676711734315,0.5022783252977446,0.4990453368658477,0.3302951135781427,0.49832299694941323,0.25,1.1400215289152478,9.337212788412004e-05,0.09270465617540957,0.9965856072908379,4.148460894008167,7901,1904.561764439389,5.9943952560424805,94080000
76,0.8197360918078599,0.8168478996870473,0.01155276005667322,0.49564556914588315,0.5025075320321809,0.497361058989532,0.33236460655327915,0.49724718376120924,0.25,1.1400029461620096,9.30813134242913e-05,0.09404437992125703,0.9966004931102362,4.127917811041698,7901,1914.0400467436023,5.9943952560424805,94080000
77,0.8199477214750467,0.8171013485342773,0.01138548157876269,0.5053780259338908,0.5013585685778382,0.5043731645577588,0.3359296698613101,0.5022465507979031,0.25,1.140024387569401,9.278473344744348e-05,0.09539791760555316,0.9966155324178395,4.4373859600164,7901,1780.5528009492327,5.9943952560424805,94080000
78,0.818856490245274,0.8161328920170169,0.01089438518803718,0.4993250335021768,0.49730774447550097,0.4988207126053024,0.3322074745383659,0.5006011897529956,0.25,1.1400092410793818,9.248242811055548e-05,0.09676512078167637,0.9966307235642409,4.1082211610046215,7901,1923.2168109634815,5.9943952560424805,94080000
79,0.8193412950832231,0.8166425527990385,0.010794972033609908,0.4994840880441237,0.5015451687904057,0.49999935898791686,0.3321895535317211,0.4981964307032934,0.25,1.1399947361257496,9.217443834582088e-05,0.09814583950426908,0.9966460648833808,4.4777413419797085,7901,1764.5056729665391,5.9943952560424805,94080000
80,0.8187513658855855,0.816153000765338,0.010393467240357094,0.5028230321209667,0.5026564890939124,0.5027813992610748,0.3354463555732568,0.4985128463959184,0.25,1.1400124173785384,9.186080585510581e-05,0.09953992234568193,0.9966615546927298,4.146560094959568,7901,1905.4348228557483,5.9943952560424805,94080000
81,0.8181413457885812,0.8156607732593584,0.009922315487151296,0.49978208113374506,0.49078459868912694,0.49753270850364445,0.33067565397844484,0.5048411590149849,0.25,1.1399659293767033,9.154157310430233e-05,0.10094721641258203,0.9966771912934731,4.5301226989831775,7901,1744.1028698347272,5.9943952560424805,94080000
82,0.8177642582745631,0.8153229085739134,0.009765381685405906,0.5045575654864266,0.5020620581236478,0.5039336903685785,0.33558746670683853,0.5008543223659384,0.25,1.1400330616483023,9.121678331757881e-05,0.10236756736272073,0.9966929729706969,4.118721208011266,7901,1918.3138651462687,5.9943952560424805,94080000
83,0.8179784248394538,0.8156119719319307,0.009465811630092592,0.4980707213088329,0.4979119345804149,0.4980310206548456,0.33107639180227344,0.5000949246025496,0.25,1.1399629242192972,9.088648047152714e-05,0.1038008194218612,0.9967088979935762,4.517513738013804,7901,1748.9708849172862,5.9943952560424805,94080000
84,0.8172558209833021,0.8149465012514143,0.009237265672853908,0.49876479799800877,0.49702827978882513,0.4983306687521853,0.3312125290221707,0.5003480570683855,0.25,1.1399910230000492,9.055070928920835e-05,0.1052468154008625,0.9967249646155651,4.1135059799999,7901,1920.7459618182424,5.9943952560424805,94080000
85,0.8172829686395882,0.815038279911609,0.008978760004073754,0.4979676711734315,0.5022783252977446,0.4990453368658477,0.3302951135781427,0.49832299694941323,0.25,1.1400215289152478,9.020951523409717e-05,0.10670539671291873,0.9967411710745879,4.167654081946239,7901,1895.7907361424627,5.9943952560424805,94080000
86,0.8173993880832335,0.8152056116119938,0.008775120105279909,0.49564556914588315,0.5025075320321809,0.497361058989532,0.33236460655327915,0.49724718376120924,0.25,1.1400029461620096,8.986294450392622e-05,0.1081764033909523,0.9967575155932328,4.240509474009741,7901,1863.219513698898,5.9943952560424805,94080000
87,0.8174501369307575,0.8152858900987654,0.008656987592006482,0.5053780259338908,0.5013585685778382,0.5043731645577588,0.3359296698613101,0.5022465507979031,0.25,1.140024387569401,8.951104402443078e-05,0.10965967410515753,0.9967739963789461,4.202522914973088,7901,1880.061134669767,5.9943952560424805,94080000
88,0.8164961989688475,0.8144003892077658,0.008383248172490117,0.4993250335021768,0.49730774447550097,0.4988207126053024,0.3322074745383659,0.5006011897529956,0.25,1.1400092410793818,8.915386144299515e-05,0.11115504618069433,0.9967906116242299,4.252213192987256,7901,1858.0912201275135,5.9943952560424805,94080000
89,0.8167053938153394,0.8146355367811281,0.008279430505641274,0.4994840880441237,0.5015451687904057,0.49999935898791686,0.3321895535317211,0.4981964307032934,0.25,1.1399947361257496,8.879144512220109e-05,0.11266235561552934,0.9968073595068392,4.104240101994947,7901,1925.0823060180041,5.9943952560424805,94080000
90,0.8165078546529841,0.8145075919371347,0.008001031113370976,0.5028230321209667,0.5026564890939124,0.5027813992610748,0.3354463555732568,0.4985128463959184,0.25,1.1400124173785384,8.842384413327956e-05,0.11418143709842243,0.9968242381899824,4.500717971008271,7901,1755.4976896786054,5.9943952560424805,94080000
91,0.8160169452538205,0.8140942647538295,0.0076906981234036885,0.49978208113374506,0.49078459868912694,0.49753270850364445,0.33067565397844484,0.5048411590149849,0.25,1.1399659293767033,8.805110824946645e-05,0.115712124027057,0.9968412458225229,4.493307091004681,7901,1758.3930588268286,5.9943952560424805,94080000
92,0.8156963789437394,0.8138006461555333,0.007582916230917611,0.5045575654864266,0.5020620581236478,0.5039336903685785,0.33558746670683853,0.5008543223659384,0.25,1.1400330616483023,8.767328793926329e-05,0.11725424852631144,0.9968583805391812,4.1176312409807,7901,1918.8216568218509,5.9943952560424805,94080000
93,0.8158579212082382,0.81399788640448,0.007440139215032657,0.4980707213088329,0.4979119345804149,0.4980310206548456,0.33107639180227344,0.5000949246025496,0.25,1.1399629242192972,8.729043435960381e-05,0.11880764146667117,0.9968756404607408,4.498775388987269,7901,1756.255717798486,5.9943952560424805,94080000
