epoch,total,flow,representation,mean_t,mean_s,mean_student_tau,mean_teacher_tau,harder_token_fraction,mask_fraction,velocity_target_rms,learning_rate,weight_decay,ema_momentum,seconds,samples,samples_per_second,peak_gpu_memory_gib,trainable_parameters
94,0.8151700603797487,0.8133572343708125,0.0072513153591935746,0.49876479799800877,0.49702827978882513,0.4983306687521853,0.3312125290221707,0.5003480570683855,0.25,1.1399910230000492,8.690259934892726e-05,0.12037213248277673,0.996893023694253,4.111844280967489,7901,1921.522183262482,5.9943952560424805,94080000
95,0.815478103143658,0.8137058784140618,0.00708890514967638,0.4979676711734315,0.5022783252977446,0.4990453368658477,0.3302951135781427,0.49832299694941323,0.25,1.1400215289152478,8.650983542015949e-05,0.12194754999210905,0.9969105283332457,4.434570500976406,7901,1781.6832539386517,5.9943952560424805,94080000
96,0.8151837996841458,0.8134556299839544,0.006912684066433527,0.49564556914588315,0.5025075320321809,0.497361058989532,0.33236460655327915,0.49724718376120924,0.25,1.1400029461620096,8.61121957536027e-05,0.1235337212138069,0.9969281524579312,4.079872736008838,7901,1936.5800139465146,5.9943952560424805,94080000
97,0.8154710637453372,0.8137557784102715,0.006861144501172264,0.5053780259338908,0.5013585685778382,0.5043731645577588,0.3359296698613101,0.5022465507979031,0.25,1.140024387569401,8.570973418973482e-05,0.12513047218761653,0.996945894135418,4.059769198996946,7901,1946.1697482586235,5.9943952560424805,94080000
98,0.8146608386623936,0.8129970068162702,0.00665532255637436,0.4993250335021768,0.49730774447550097,0.4988207126053024,0.3322074745383659,0.5006011897529956,0.25,1.1400092410793818,8.530250522191947e-05,0.12673762779297054,0.9969637514199219,4.063618966960348,7901,1944.3259971566856,5.9943952560424805,94080000
99,0.8150065812170166,0.8133397129363251,0.0066674625009030515,0.4994840880441237,0.5015451687904057,0.49999935898791686,0.3321895535317211,0.4981964307032934,0.25,1.1399947361257496,8.489056398902754e-05,0.12835501176819353,0.9969817223529799,4.00792616099352,7901,1971.3437031088993,5.9943952560424805,94080000
100,0.8149082645738054,0.8132867925665889,0.006485872842921228,0.5028230321209667,0.5026564890939124,0.5027813992610748,0.3354463555732568,0.4985128463959184,0.25,1.1400124173785384,8.447396626797144e-05,0.1299824467298336,0.9969998049636648,4.288485609984491,7901,1842.3753088047727,5.9943952560424805,94080000
101,0.8143005201883248,0.8127346191733958,0.006263604761301574,0.49978208113374506,0.49078459868912694,0.49753270850364445,0.33067565397844484,0.5048411590149849,0.25,1.1399659293767033,8.405276846615291e-05,0.1316197541921164,0.9970179972688012,4.1357448199996725,7901,1910.4176741737722,5.9943952560424805,94080000
102,0.8141703448360773,0.8125996708175892,0.006282685452089357,0.5045575654864266,0.5020620581236478,0.5039336903685785,0.33558746670683853,0.5008543223659384,0.25,1.1400330616483023,8.36270276138253e-05,0.13326675458652004,0.9970362972731835,4.12940155796241,7901,1913.352307615883,5.9943952560424805,94080000
103,0.8140020500993506,0.8124800701863162,0.006087909467822916,0.4980707213088329,0.4979119345804149,0.4980310206548456,0.33107639180227344,0.5000949246025496,0.25,1.1399629242192972,8.319680135637188e-05,0.1349232672814693,0.9970547029697941,4.359885254001711,7901,1812.203656678369,5.9943952560424805,94080000
104,0.8135180747700619,0.8120156411369637,0.006009744188631958,0.49876479799800877,0.49702827978882513,0.4983306687521853,0.3312125290221707,0.5003480570683855,0.25,1.1399910230000492,8.27621479465004e-05,0.13658911060214574,0.9970732123400239,4.110134369984735,7901,1922.3215809436772,5.9943952560424805,94080000
105,0.813801027531715,0.8123231255288457,0.005911614069258498,0.4979676711734315,0.5022783252977446,0.4990453368658477,0.3302951135781427,0.49832299694941323,0.25,1.1400215289152478,8.232312623635589e-05,0.1382641018504126,0.9970918233538935,4.135523625998758,7901,1910.5198554129536,5.9943952560424805,94080000
106,0.8134579367840415,0.8120173284138718,0.005762440504084477,0.49564556914588315,0.5025075320321809,0.497361058989532,0.33236460655327915,0.49724718376120924,0.25,1.1400029461620096,8.187979566955194e-05,0.139948057324852,0.9971105339702762,4.126623846997973,7901,1914.6402223570249,5.9943952560424805,94080000
107,0.8137808299837135,0.8123486503787077,0.005728732904381819,0.5053780259338908,0.5013585685778382,0.5043731645577588,0.3359296698613101,0.5022465507979031,0.25,1.140024387569401,8.143221627312207e-05,0.14164079234091187,0.9971293421371212,4.5444834340014495,7901,1738.5914405332344,5.9943952560424805,94080000
108,0.81303158059571,0.8116381169874266,0.005573849340976454,0.4993250335021768,0.49730774447550097,0.4988207126053024,0.3322074745383659,0.5006011897529956,0.25,1.1400092410793818,8.098044864939205e-05,0.14334212125116091,0.9971482457916796,4.161301246960647,7901,1898.684937979622,5.9943952560424805,94080000
109,0.8134088587600994,0.8120059664906346,0.005611556260710411,0.4994840880441237,0.5015451687904057,0.49999935898791686,0.3321895535317211,0.4981964307032934,0.25,1.1399947361257496,8.052455396777431e-05,0.14505185746564925,0.9971672428607294,4.498605575994588,7901,1756.3220127946386,5.9943952560424805,94080000
110,0.8133980665398827,0.8120291655146009,0.005475611826118496,0.5028230321209667,0.5026564890939124,0.5027813992610748,0.3354463555732568,0.4985128463959184,0.25,1.1400124173785384,8.006459395648564e-05,0.14676981347237206,0.9971863312608041,4.154504579026252,7901,1901.791140124791,5.9943952560424805,94080000
111,0.812859802800724,0.8115290058985374,0.005323187080671057,0.49978208113374506,0.49078459868912694,0.49753270850364445,0.33067565397844484,0.5048411590149849,0.25,1.1399659293767033,7.960063089418913e-05,0.1484958008578347,0.9972055088984204,4.5857900060364045,7901,1722.9310521414393,5.9943952560424805,94080000
112,0.8127497790614467,0.8114169611234995,0.005331271751789092,0.5045575654864266,0.5020620581236478,0.5039336903685785,0.33558746670683853,0.5008543223659384,0.25,1.1400330616483023,7.913272760156166e-05,0.15022963032771697,0.9972247736703079,4.108755424036644,7901,1922.9667343493684,5.9943952560424805,94080000
113,0.8125452466470322,0.8112455556293392,0.0051987541504953955,0.4980707213088329,0.4979119345804149,0.4980310206548456,0.33107639180227344,0.5000949246025496,0.25,1.1399629242192972,7.866094743278798e-05,0.15197111172763295,0.9972441234636403,4.183635952009354,7901,1888.5486430063872,5.9943952560424805,94080000
114,0.812101839584816,0.8108165150065314,0.005141293485018894,0.49876479799800877,0.49702827978882513,0.4983306687521853,0.3312125290221707,0.5003480570683855,0.25,1.1399910230000492,7.81853542669825e-05,0.1537200540639862,0.9972635561562665,4.276521317020524,7901,1847.5296658885054,5.9943952560424805,94080000
115,0.8123132078545922,0.8110425869296916,0.00508248133080592,0.4979676711734315,0.5022783252977446,0.4990453368658477,0.3302951135781427,0.49832299694941323,0.25,1.1400215289152478,7.770601249954009e-05,0.1554762655249166,0.9972830696169435,4.084234134992585,7901,1934.5120134779797,5.9943952560424805,94080000
116,0.8121435795082591,0.8109037525939603,0.004959311957239214,0.49564556914588315,0.5025075320321809,0.497361058989532,0.33236460655327915,0.49724718376120924,0.25,1.1400029461620096,7.722298703341689e-05,0.15723955350133678,0.9973026617055704,4.0655258420156315,7901,1943.4140396664639,5.9943952560424805,94080000
117,0.8125391037852504,0.8112947502448248,0.004977418552273633,0.5053780259338908,0.5013585685778382,0.5043731645577588,0.3359296698613101,0.5022465507979031,0.25,1.140024387569401,7.673634327034247e-05,0.15900972460805643,0.9973223302734229,4.519925611966755,7901,1748.0376179381497,5.9943952560424805,94080000
118,0.8118360519952343,0.8106206126898666,0.004861763716800169,0.4993250335021768,0.49730774447550097,0.4988207126053024,0.3322074745383659,0.5006011897529956,0.25,1.1400092410793818,7.624614710196445e-05,0.16078658470499108,0.9973420731633887,4.138600709964521,7901,1909.099368048901,5.9943952560424805,94080000
119,0.812223426474301,0.8109905723453609,0.004931414320474636,0.4994840880441237,0.5015451687904057,0.49999935898791686,0.3321895535317211,0.4981964307032934,0.25,1.1399947361257496,7.575246490092668e-05,0.16256993891845428,0.997361888210205,4.116462269972544,7901,1919.366553565593,5.9943952560424805,94080000
120,0.8123936267717475,0.8111785811090029,0.0048601794900690175,0.5028230321209667,0.5026564890939124,0.5027813992610748,0.3354463555732568,0.4985128463959184,0.25,1.1400124173785384,7.525536351188244e-05,0.16435959166253,0.9973817732406948,4.374120021995623,7901,1806.3061736461668,5.9943952560424805,94080000
121,0.8119592934360295,0.8107542654047011,0.004820102733111867,0.49978208113374506,0.49078459868912694,0.49753270850364445,0.33067565397844484,0.5048411590149849,0.25,1.1399659293767033,7.475491024244364e-05,0.166155346660523,0.9974017260740058,4.08139864198165,7901,1935.855987878658,5.9943952560424805,94080000
122,0.8112968010036964,0.8101238878433229,0.004691666424266901,0.5045575654864266,0.5020620581236478,0.5039336903685785,0.33558746670683853,0.5008543223659384,0.25,1.1400330616483023,7.425117285406741e-05,0.16795700696648533,0.9974217445218498,4.509492923039943,7901,1752.0816940707762,5.9943952560424805,94080000
123,0.8112227428624817,0.8100699430673187,0.004611196019742749,0.4980707213088329,0.4979119345804149,0.4980310206548456,0.33107639180227344,0.5000949246025496,0.25,1.1399629242192972,7.374421955288103e-05,0.16976437498681562,0.9974418263887423,4.138948617037386,7901,1908.938895128263,5.9943952560424805,94080000
124,0.8107491577822805,0.8096066005485538,0.0045702176114574685,0.49876479799800877,0.49702827978882513,0.4983306687521853,0.3312125290221707,0.5003480570683855,0.25,1.1399910230000492,7.323411898044702e-05,0.17157725250193012,0.9974619694722436,4.140045425971039,7901,1908.433166079775,5.9943952560424805,94080000
125,0.8110673411286884,0.8099285782914933,0.004555042922202582,0.4979676711734315,0.5022783252977446,0.4990453368658477,0.3302951135781427,0.49832299694941323,0.25,1.1400215289152478,7.27209402044689e-05,0.17339544068800175,0.9974821715632001,4.3758589350036345,7901,1805.5883695879327,5.9943952560424805,94080000
126,0.8107233451010531,0.8096202377005025,0.004412445316222963,0.49564556914588315,0.5025075320321809,0.497361058989532,0.33236460655327915,0.49724718376120924,0.25,1.1400029461620096,7.220475270943948e-05,0.17521874013876626,0.9975024304459863,4.138597752025817,7901,1909.1007325204562,5.9943952560424805,94080000
127,0.8115012648889889,0.8103876806726759,0.004454337129289931,0.5053780259338908,0.5013585685778382,0.5043731645577588,0.3359296698613101,0.5022465507979031,0.25,1.140024387569401,7.168562638723265e-05,0.17704695088739095,0.9975227438987487,4.465045049961191,7901,1769.523019721531,5.9943952560424805,94080000
128,0.810982846924058,0.8098741573648293,0.004434755340043148,0.4993250335021768,0.49730774447550097,0.4988207126053024,0.3322074745383659,0.5006011897529956,0.25,1.1400092410793818,7.116363152764002e-05,0.1788798724284063,0.997543109693649,4.130684111034498,7901,1912.7582230008036,5.9943952560424805,94080000
129,0.8111896926188014,0.8100700809629398,0.004478469270344792,0.4994840880441237,0.5015451687904057,0.49999935898791686,0.3321895535317211,0.4981964307032934,0.25,1.1399947361257496,7.063883880885356e-05,0.18071730373969566,0.9975635255971077,4.1469466389971785,7901,1905.2572139945917,5.9943952560424805,94080000
130,0.8112200749341393,0.8101171356426766,0.004411764453293598,0.5028230321209667,0.5026564890939124,0.5027813992610748,0.3354463555732568,0.4985128463959184,0.25,1.1400124173785384,7.011131928789593e-05,0.18255904330454212,0.9975839893700504,4.488709951983765,7901,1760.1939275466416,5.9943952560424805,94080000
131,0.8103888869934363,0.8093176515717067,0.004284922638477788,0.49978208113374506,0.49078459868912694,0.49753270850364445,0.33067565397844484,0.5048411590149849,0.25,1.1399659293767033,6.958114439099925e-05,0.18440488913372935,0.9976044987681525,4.505727597977966,7901,1753.5458653882515,5.9943952560424805,94080000
132,0.8100308548527538,0.8089662714255579,0.004258335904069617,0.5045575654864266,0.5020620581236478,0.5039336903685785,0.33558746670683853,0.5008543223659384,0.25,1.1400330616483023,6.904838590393394e-05,0.18625463878769444,0.9976250515420855,4.130245350999758,7901,1912.961417192202,5.9943952560424805,94080000
133,0.8099753575722729,0.8089302785486198,0.00418033540709051,0.4980707213088329,0.4979119345804149,0.4980310206548456,0.33107639180227344,0.5000949246025496,0.25,1.1399629242192972,6.851311596228902e-05,0.18810808939873025,0.9976456454377637,4.525704195955768,7901,1745.8056598264736,5.9943952560424805,94080000
134,0.8094460883633635,0.808408071928093,0.0041520563488805645,0.49876479799800877,0.49702827978882513,0.4983306687521853,0.3312125290221707,0.5003480570683855,0.25,1.1399910230000492,6.797540704170485e-05,0.189965037693234,0.9976662781965915,4.1077101600239985,7901,1923.4560599947101,5.9943952560424805,94080000
135,0.8098969907568099,0.8088566611241939,0.004161330819537316,0.4979676711734315,0.5022783252977446,0.4990453368658477,0.3302951135781427,0.49832299694941323,0.25,1.1400215289152478,6.743533194805999e-05,0.19182528001400162,0.9976869475557111,4.424157955974806,7901,1785.876561963556,5.9943952560424805,94080000
136,0.8097061696210672,0.8086799201656333,0.004105020031085906,0.49564556914588315,0.5025075320321809,0.497361058989532,0.33236460655327915,0.49724718376120924,0.25,1.1400029461620096,6.689296380761317e-05,0.19368861234256285,0.9977076512482507,4.100026471016463,7901,1927.0607289618827,5.9943952560424805,94080000
137,0.8102573129274079,0.8092309224682508,0.0041055470882314865,0.5053780259338908,0.5013585685778382,0.5043731645577588,0.3359296698613101,0.5022465507979031,0.25,1.140024387569401,6.63483760571021e-05,0.195554830321557,0.9977283870035728,4.136975717963651,7901,1909.8492567147869,5.9943952560424805,94080000
138,0.8103744933581355,0.8093290830500411,0.0041816427260769305,0.4993250335021768,0.49730774447550097,0.4988207126053024,0.3322074745383659,0.5006011897529956,0.25,1.1400092410793818,6.580164243380003e-05,0.19742372927714505,0.9977491525475238,4.532381606986746,7901,1743.2336208893948,5.9943952560424805,94080000
139,0.8100398803282322,0.8089974067464929,0.0041699001207002855,0.4994840880441237,0.5015451687904057,0.49999935898791686,0.3321895535317211,0.4981964307032934,0.25,1.1399947361257496,6.525283696553177e-05,0.19929510424145716,0.9977699456026828,4.086285215977114,7901,1933.5409993183039,5.9943952560424805,94080000
140,0.809699377414924,0.8086904005572216,0.00403590119951753,0.5028230321209667,0.5026564890939124,0.5027813992610748,0.3354463555732568,0.4985128463959184,0.25,1.1400124173785384,6.47020339606503e-05,0.20116874997507214,0.9977907638886119,4.465252022957429,7901,1769.4409989353755,5.9943952560424805,94080000
141,0.8091024990821697,0.8081096357113952,0.003971452517473853,0.49978208113374506,0.49078459868912694,0.49753270850364445,0.33067565397844484,0.5048411590149849,0.25,1.1399659293767033,6.414930799797535e-05,0.20304446098952647,0.9978116051221059,4.324993817019276,7901,1826.8234208587276,5.9943952560424805,94080000
142,0.8092217191897259,0.8082105176627764,0.004044808039045412,0.5045575654864266,0.5020620581236478,0.5039336903685785,0.33558746670683853,0.5008543223659384,0.25,1.1400330616483023,6.359473391669548e-05,0.20492203156985095,0.9978324670174428,4.125631326052826,7901,1915.1008356239229,5.9943952560424805,94080000
143,0.8088622733680919,0.8078793402925774,0.003931741694259788,0.4980707213088329,0.4979119345804149,0.4980310206548456,0.33107639180227344,0.5000949246025496,0.25,1.1399629242192972,6.303838680623484e-05,0.2068012557971322,0.9978533472866348,4.1354414349771105,7901,1910.557826589976,5.9943952560424805,94080000
144,0.8084563255279883,0.8074796300510141,0.0039067900704365865,0.49876479799800877,0.49702827978882513,0.4983306687521853,0.3312125290221707,0.5003480570683855,0.25,1.1399910230000492,6.248034199608602e-05,0.20868192757109616,0.9978742436396788,4.488582240999676,7901,1760.2440093066728,5.9943952560424805,94080000
145,0.8086071215223894,0.8076394881014431,0.003870523763508634,0.4979676711734315,0.5022783252977446,0.4990453368658477,0.3302951135781427,0.49832299694941323,0.25,1.1400215289152478,6.192067504561042e-05,0.21056384063271205,0.9978951537848079,4.128207101952285,7901,1913.9059172354775,5.9943952560424805,94080000
146,0.8087983683473987,0.8078268724986986,0.003885966277608327,0.49564556914588315,0.5025075320321809,0.497361058989532,0.33236460655327915,0.49724718376120924,0.25,1.1400029461620096,6.135946173380754e-05,0.21244678858681312,0.9979160754287424,3.8075119860004634,7901,2075.108372357213,5.9943952560424805,94080000
147,0.8093060456775529,0.8083291113142755,0.0039077292000428135,0.5053780259338908,0.5013585685778382,0.5043731645577588,0.3359296698613101,0.5022465507979031,0.25,1.140024387569401,6.07967780490544e-05,0.21433056492473299,0.9979370062769415,4.296342318993993,7901,1839.0061623046026,5.9943952560424805,94080000
148,0.8090939277290559,0.808118018896093,0.0039036391943470614,0.4993250335021768,0.49730774447550097,0.4988207126053024,0.3322074745383659,0.5006011897529956,0.25,1.1400092410793818,6.023270017881686e-05,0.21621496304695365,0.9979579440338551,4.282519072003197,7901,1844.9421630489594,5.9943952560424805,94080000
149,0.8087796688441943,0.8077941093093578,0.003942243669051458,0.4994840880441237,0.5015451687904057,0.49999935898791686,0.3321895535317211,0.4981964307032934,0.25,1.1399947361257496,5.966730449933367e-05,0.21809977628576424,0.9979788864031751,4.174871039984282,7901,1892.513546964494,5.9943952560424805,94080000
150,0.8087396720605113,0.8077831271780758,0.0038261952437625446,0.5028230321209667,0.5026564890939124,0.5027813992610748,0.3354463555732568,0.4985128463959184,0.25,1.1400124173785384,5.910066756527519e-05,0.2199847979279269,0.9979998310880881,4.111656325054355,7901,1921.6100216974119,5.9943952560424805,94080000
151,0.808316574000419,0.8073663540225047,0.003800871485080195,0.49978208113374506,0.49078459868912694,0.49753270850364445,0.33067565397844484,0.5048411590149849,0.25,1.1399659293767033,5.853286609937785e-05,0.22186982123734733,0.998020775791526,4.093116145988461,7901,1930.3141465319843,5.9943952560424805,94080000
152,0.8083209479674405,0.8073646288750338,0.0038252698742970684,0.5045575654864266,0.5020620581236478,0.5039336903685785,0.33558746670683853,0.5008543223659384,0.25,1.1400330616483023,5.7963976982055905e-05,0.22375463947774854,0.9980417182164194,4.406674587982707,7901,1792.9619812514748,5.9943952560424805,94080000
153,0.808082258108371,0.8071405026614251,0.0037670107283723185,0.4980707213088329,0.4979119345804149,0.4980310206548456,0.33107639180227344,0.5000949246025496,0.25,1.1399629242192972,5.739407724099177e-05,0.2256390459353438,0.9980626560659482,4.110645922017284,7901,1922.0823563715296,5.9943952560424805,94080000
154,0.807408438500174,0.8064786408116826,0.0037191982149187637,0.49876479799800877,0.49702827978882513,0.4983306687521853,0.3312125290221707,0.5003480570683855,0.25,1.1399910230000492,5.68232440407065e-05,0.22752283394150838,0.9980835870437945,4.311945619003382,7901,1832.3514946893406,5.9943952560424805,94080000
155,0.8076714451230639,0.8067409727652154,0.0037219101470447073,0.4979676711734315,0.5022783252977446,0.4990453368658477,0.3302951135781427,0.49832299694941323,0.25,1.1400215289152478,5.6251554672111695e-05,0.2294057968954444,0.9981045088543938,4.1330311939818785,7901,1911.671997904268,5.9943952560424805,94080000
156,0.8078214324904218,0.8069021192219812,0.0036772443831472393,0.49564556914588315,0.5025075320321809,0.497361058989532,0.33236460655327915,0.49724718376120924,0.25,1.1400029461620096,5.567908654204427e-05,0.23128772828684047,0.9981254192031871,4.103011119994335,7901,1925.6589292428994,5.9943952560424805,94080000
157,0.8080697900025909,0.8071357759927258,0.003736051211340822,0.5053780259338908,0.5013585685778382,0.5043731645577588,0.3359296698613101,0.5022465507979031,0.25,1.140024387569401,5.510591716278559e-05,0.23316842171851968,0.9981463157968724,4.53210965602193,7901,1743.3382242862854,5.9943952560424805,94080000
158,0.8076327700899185,0.8067167829281318,0.0036639592690100296,0.4993250335021768,0.49730774447550097,0.4988207126053024,0.3322074745383659,0.5006011897529956,0.25,1.1400092410793818,5.4532124141566275e-05,0.23504767092907577,0.9981671963436564,4.137509007006884,7901,1909.6030937019432,5.9943952560424805,94080000
159,0.8076006404328476,0.8066664331096016,0.0037368167398730617,0.4994840880441237,0.5015451687904057,0.49999935898791686,0.3321895535317211,0.4981964307032934,0.25,1.1399947361257496,5.395778517005816e-05,0.2369252698154949,0.9981880585535055,4.1524595959926955,7901,1902.7277249427807,5.9943952560424805,94080000
160,0.8076359643662765,0.8067267482272584,0.0036368652576586067,0.5028230321209667,0.5026564890939124,0.5027813992610748,0.3354463555732568,0.4985128463959184,0.25,1.1400124173785384,5.3382978013854864e-05,0.23880101245575902,0.9982089001383974,4.365191567980219,7901,1810.0007472652123,5.9943952560424805,94080000
161,0.8074025484734344,0.8064997812763466,0.003611059396150157,0.49978208113374506,0.49078459868912694,0.49753270850364445,0.33067565397844484,0.5048411590149849,0.25,1.1399659293767033,5.280778050194227e-05,0.24067469313143058,0.9982297188125715,4.063137674005702,7901,1944.5563094126433,5.9943952560424805,94080000
162,0.8074041075939439,0.8064825433203727,0.0036862577958705076,0.5045575654864266,0.5020620581236478,0.5039336903685785,0.33558746670683853,0.5008543223659384,0.25,1.1400330616483023,5.2232270516160495e-05,0.24254610635021398,0.9982505122927802,4.410361562971957,7901,1791.4631005163778,5.9943952560424805,94080000
163,0.8071978790611274,0.8062964605087118,0.003605653494011826,0.4980707213088329,0.4979119345804149,0.4980310206548456,0.33107639180227344,0.5000949246025496,0.25,1.1399629242192972,5.16565259806587e-05,0.24441504686849225,0.9982712782985388,4.106554266996682,7901,1923.9974651006808,5.9943952560424805,94080000
164,0.8065528246197968,0.8056591777481047,0.0035745985461796193,0.49876479799800877,0.49702827978882513,0.4983306687521853,0.3312125290221707,0.5003480570683855,0.25,1.1399910230000492,5.108062485134405e-05,0.24628130971383744,0.9982920145523759,4.117011714959517,7901,1919.1104002184486,5.9943952560424805,94080000
165,0.8068777546145134,0.8059762952418558,0.003605841617164182,0.4979676711734315,0.5022783252977446,0.4990453368658477,0.3302951135781427,0.49832299694941323,0.25,1.1400215289152478,5.0504645105326616e-05,0.24814469020748994,0.9983127187800832,4.109727670962457,7901,1922.5118140613113,5.9943952560424805,94080000
166,0.8067829256162751,0.8058999154918058,0.003532055246273244,0.49564556914588315,0.5025075320321809,0.497361058989532,0.33236460655327915,0.49724718376120924,0.25,1.1400029461620096,4.992866473036115e-05,0.2500049839868065,0.9983333887109646,4.160690743010491,7901,1898.9635346661662,5.9943952560424805,94080000
167,0.8072243701384167,0.8063213774002499,0.003611953835474692,0.5053780259338908,0.5013585685778382,0.5043731645577588,0.3359296698613101,0.5022465507979031,0.25,1.140024387569401,4.935276171428753e-05,0.25186198702767343,0.9983540220780852,4.283032520965207,7901,1844.7209918031306,5.9943952560424805,94080000
168,0.8065351108073766,0.8056661055716,0.0034760238399778403,0.4993250335021768,0.49730774447550097,0.4988207126053024,0.3322074745383659,0.5006011897529956,0.25,1.1400092410793818,4.877701403447128e-05,0.2537154956668821,0.9983746166185209,4.150485651043709,7901,1903.6326503172372,5.9943952560424805,94080000
169,0.806594067262013,0.805701281809834,0.0035711466368354284,0.4994840880441237,0.5015451687904057,0.49999935898791686,0.3321895535317211,0.4981964307032934,0.25,1.1399947361257496,4.8201499647245366e-05,0.2555653066244662,0.9983951700736052,4.477259597973898,7901,1764.6955301799908,5.9943952560424805,94080000
170,0.8069325430289717,0.806048646092098,0.0035355974037335532,0.5028230321209667,0.5026564890939124,0.5027813992610748,0.3354463555732568,0.4985128463959184,0.25,1.1400124173785384,4.762629647735485e-05,0.25741121702599457,0.9984156801891777,4.111227763991337,7901,1921.8103334487619,5.9943952560424805,94080000
171,0.8065771738300895,0.8056970145970624,0.003520638599318502,0.49978208113374506,0.49078459868912694,0.49753270850364445,0.33067565397844484,0.5048411590149849,0.25,1.1399659293767033,4.705148240740595e-05,0.2592530244248229,0.9984361447158313,4.0834363080211915,7901,1934.8899808917986,5.9943952560424805,94080000
172,0.8068237519689699,0.8059216651670873,0.0036083317575477647,0.5045575654864266,0.5020620581236478,0.5039336903685785,0.33558746670683853,0.5008543223659384,0.25,1.1400330616483023,4.647713526732069e-05,0.2610905268242951,0.9984565614091588,4.332588995981496,7901,1823.620935964207,5.9943952560424805,94080000
173,0.8065385020031173,0.8056587213550153,0.0035191384799389005,0.4980707213088329,0.4979119345804149,0.4980310206548456,0.33107639180227344,0.5000949246025496,0.25,1.1399629242192972,4.5903332823798704e-05,0.26292352269989794,0.9984769280299989,4.148676247976255,7901,1904.4629003900095,5.9943952560424805,94080000
174,0.8057931256949065,0.8049192246327354,0.0034955981909029245,0.49876479799800877,0.49702827978882513,0.4983306687521853,0.3312125290221707,0.5003480570683855,0.25,1.1399910230000492,4.53301527697876e-05,0.26475181102136214,0.9984972423446818,4.101896594977006,7901,1926.1821494172234,5.9943952560424805,94080000
175,0.8059829571114026,0.8051123458846372,0.0034824473663849585,0.4979676711734315,0.5022783252977446,0.4990453368658477,0.3302951135781427,0.49832299694941323,0.25,1.1400215289152478,4.475767271396339e-05,0.2665751912747106,0.9985175021252746,4.056589950982016,7901,1947.6950087319851,5.9943952560424805,94080000
176,0.8058217880982657,0.804965799140894,0.0034239224701980266,0.49564556914588315,0.5025075320321809,0.497361058989532,0.33236460655327915,0.49724718376120924,0.25,1.1400029461620096,4.418597017022215e-05,0.26839346348424875,0.998537705149825,4.452439881977625,7901,1774.5326628622865,5.9943952560424805,94080000
177,0.8064986074774978,0.8056137441095107,0.0035394501375285996,0.5053780259338908,0.5013585685778382,0.5043731645577588,0.3359296698613101,0.5022465507979031,0.25,1.140024387569401,4.361512254718474e-05,0.27020642823449714,0.9985578492026055,4.0809508609818295,7901,1936.0683990444106,5.9943952560424805,94080000
178,0.8058200303458999,0.8049676194551277,0.003409626445895795,0.4993250335021768,0.49730774447550097,0.4988207126053024,0.3322074745383659,0.5006011897529956,0.25,1.1400092410793818,4.304520713771559e-05,0.27201388669206145,0.9985779320743562,4.511871427996084,7901,1751.158056272267,5.9943952560424805,94080000
179,0.806081306804601,0.8052027188906291,0.003514352621511332,0.4994840880441237,0.5015451687904057,0.49999935898791686,0.3321895535317211,0.4981964307032934,0.25,1.1399947361257496,4.247630110845725e-05,0.27381564062743935,0.9985979515625271,4.1386393760330975,7901,1909.081531905092,5.9943952560424805,94080000
180,0.8062128511626062,0.805343510146202,0.0034773693312845446,0.5028230321209667,0.5026564890939124,0.5027813992610748,0.3354463555732568,0.4985128463959184,0.25,1.1400124173785384,4.190848148938206e-05,0.27561149243676103,0.9986179054715195,4.312523306987714,7901,1832.1060403772815,5.9943952560424805,94080000
181,0.8059430584064421,0.8050732369921416,0.0034792588837704104,0.49978208113374506,0.49078459868912694,0.49753270850364445,0.33067565397844484,0.5048411590149849,0.25,1.1399659293767033,4.134182516336216e-05,0.27740124516346065,0.9986377916129273,4.434819181042258,7901,1781.5833470223088,5.9943952560424805,94080000
182,0.8058580363978164,0.8049741620248578,0.0035354909965047776,0.5045575654864266,0.5020620581236478,0.5039336903685785,0.33558746670683853,0.5008543223659384,0.25,1.1400330616483023,4.077640885575969e-05,0.27918470251987776,0.9986576078057764,4.129783337004483,7901,1913.1754271958853,5.9943952560424805,94080000
183,0.8058671198710808,0.8050057755408596,0.003445366699021763,0.4980707213088329,0.4979119345804149,0.4980310206548456,0.33107639180227344,0.5000949246025496,0.25,1.1399629242192972,4.021230912403806e-05,0.28096166890878416,0.9986773518767643,4.102977278002072,7901,1925.67481237609,5.9943952560424805,94080000
184,0.8053192829213676,0.8044526300057929,0.003466620880989255,0.49876479799800877,0.49702827978882513,0.4983306687521853,0.3312125290221707,0.5003480570683855,0.25,1.1399910230000492,3.964960234739607e-05,0.28273194944483615,0.9986970216604982,4.401585293991957,7901,1795.0350776536463,5.9943952560424805,94080000
185,0.805576451223661,0.804707844820736,0.003474432371067346,0.4979676711734315,0.5022783252977446,0.4990453368658477,0.3302951135781427,0.49832299694941323,0.25,1.1400215289152478,3.908836471642619e-05,0.28449534997594794,0.9987166149997327,4.073535487987101,7901,1939.592774703972,5.9943952560424805,94080000
186,0.8052213396426772,0.804375648988891,0.003382774904217543,0.49564556914588315,0.5025075320321809,0.497361058989532,0.33236460655327915,0.49724718376120924,0.25,1.1400029461620096,3.8528672222798294e-05,0.28625167710458477,0.9987361297456065,4.133484936959576,7901,1911.4621488887426,5.9943952560424805,94080000
