learning_rate,weight_decay,best_epoch,val_macro_f1
0.001,0.0,16,0.5203383018371577
0.001,0.0001,16,0.5203383018371577
0.003,0.0,24,0.5568688950358641
0.003,0.0001,24,0.5568688950358641
0.01,0.0,15,0.5156760244096146
0.01,0.0001,15,0.5156760244096146
