learning_rate,weight_decay,best_epoch,val_macro_f1
0.001,0.0,3,0.07715816038917757
0.001,0.0001,3,0.09513709341919512
0.003,0.0,4,0.08574999306741465
0.003,0.0001,5,0.07564023730324614
0.01,0.0,2,0.05896023481162801
0.01,0.0001,5,0.07118812437255602
