epoch,samples,seconds,samples_per_second,learning_rate,weight_decay,peak_gpu_memory_gib,loss,gradient_norm,context_tokens,target_tokens_per_block,ema_momentum
1,7901,7.333199193002656,1077.4287990893715,0.0004953995157384989,0.04214878683664375,3.8310680389404297,0.13480847250821545,0.14286398030737354,12.74370332869257,10.506644728515377,0.9961969330104923
2,7901,6.580598153988831,1200.6507334307912,0.0007956416464891041,0.048683339517163415,3.7698163986206055,0.06300436277845406,0.07425380113052878,12.458043285660043,10.833565371471966,0.9963970944309928
3,7901,6.635578921006527,1190.7024381832725,0.000999162147879255,0.05944307499669321,3.8310680389404297,0.06302128403194493,0.05424379477735457,12.481584609543097,10.798253385647387,0.9965972558514932
4,7901,6.74379499204224,1171.5955199295465,0.0009857638932723423,0.07416262591900591,3.8381481170654297,0.07698406070214316,0.05234909014805346,12.927857233261612,10.444753828629288,0.9967974172719936
5,7901,5.924915389041416,1333.521152827516,0.0009564427017260782,0.09247896399957373,3.8381481170654297,0.08907716886602826,0.044884587718352326,12.481584609543097,10.701050499936716,0.996997578692494
6,7901,6.674014544987585,1183.8451874417808,0.0009121606878557279,0.11394035339215297,3.7694501876831055,0.0970793314011259,0.0482617976074882,12.678901404885458,10.701050499936716,0.9971977401129943
7,7901,6.715400435961783,1176.5493473314245,0.000854370874901183,0.13801749184996365,3.8381481170654297,0.10187812904672763,0.04837720991458724,12.988229338058474,10.396152385773952,0.9973979015334947
8,7901,6.679366651980672,1182.896584612116,0.0007849695167568081,0.16411656490700705,3.922104835510254,0.10236399304963353,0.04746791811153309,12.539045690418934,10.687761042905962,0.9975980629539951
9,7901,6.698961839021649,1179.4364843185765,0.0007062338762986564,0.19159389112424535,3.8416881561279297,0.09794536780732416,0.04675940938747513,12.587647133274269,10.78496392861663,0.9977982243744956
10,7901,6.621320337057114,1193.2665386661608,0.0006207475016853193,0.21977179720493875,3.7694501876831055,0.09036297142626348,0.04850743728251476,12.421212504746235,10.833565371471966,0.997998385794996
11,7901,6.631634167977609,1191.4107141421973,0.000531315452536961,0.2479553314511688,3.8381481170654297,0.08400461452435186,0.044976607724173646,12.798253385647387,10.78496392861663,0.9981985472154964
12,7901,6.601742272032425,1196.805278732516,0.00044087225767117707,0.27544940335757034,3.8388805389404297,0.07533591918655776,0.03795857983314226,12.603847614226048,10.736362485761296,0.9983987086359968
13,7901,6.763779370987322,1168.1339036413121,0.00035238562457333195,0.3015759266284715,3.8357067108154297,0.06579058425878893,0.033193502735939226,12.967599038096443,10.312238957094038,0.9985988700564972
14,7901,6.711970189004205,1177.1506394566095,0.0002687590601771297,0.32569054282021,3.8357067108154297,0.05952066233587437,0.02922621236164243,12.991140361979497,10.458043285660043,0.9987990314769976
15,7901,6.612658807018306,1194.829527816303,0.00019273659825428942,0.3471985131534347,3.7691450119018555,0.05504884716152104,0.031919724640005406,12.516896595367674,10.701050499936716,0.998999192897498
16,7901,6.725709485006519,1174.7459532133423,0.0001268127595881503,0.3655693865556262,3.830392837524414,0.050076118278708615,0.024912093424081138,12.571446652322491,10.78496392861663,0.9991993543179983
17,7901,6.66380770097021,1185.6584635312424,7.31506994029804e-05,0.38035008217590316,3.8381481170654297,0.04701873101883411,0.020638545511844204,12.74370332869257,10.555246171370712,0.9993995157384988
18,7901,6.6603373200050555,1186.276253046295,3.351122787281131e-05,0.3911760637180513,3.8381481170654297,0.04496325393899409,0.021790625673075513,12.39324136185293,10.78496392861663,0.9995996771589992
19,7901,6.607222313003149,1195.8126464809077,9.195032755860115e-06,0.3977803299992005,3.8381481170654297,0.04328772033555434,0.019200048845889838,12.631818757119351,10.78496392861663,0.9997998385794996
20,7901,6.687529577000532,1181.4527186799717,1e-06,0.4,3.7698163986206055,0.042429370829903196,0.019036910915222745,12.814453866599164,10.347550942918618,1.0
