epoch,prediction,learning_rate,weight_decay,ema_momentum,seconds,samples,samples_per_second,mean_context_tokens,mean_tokens_per_target,peak_gpu_memory_gib
19,0.08384764519066407,6.333333333333333e-05,0.04354556178239066,0.9960393951309154,2.5487844220001534,7901,3099.9090907028167,18.845462599670928,10.622959119098848,4.216861724853516
20,0.08528798613204577,6.666666666666667e-05,0.04392753410401784,0.9960436392678225,2.5038073739997344,7901,3155.594189092295,17.453486900392356,10.846854828502721,4.215396881103516
21,0.08401199582992,7.000000000000001e-05,0.044328816831999796,0.9960480979648,2.5383583179996094,7901,3112.6417196396837,19.29907606632072,10.60675863814707,4.46807861328125
22,0.08511411839686622,7.333333333333333e-05,0.044749365956431364,0.9960527707328493,2.525711061000038,7901,3128.2279758760897,17.95570180989748,10.733451461840273,4.4678955078125
23,0.08321433024849413,7.666666666666667e-05,0.045189135354402554,0.9960576570594933,2.550358025999685,7901,3097.996406564517,17.701050499936716,11.07657258574864,4.215641021728516
24,0.08187397666357542,8e-05,0.045648076795057335,0.996062756408834,2.537835955999981,7901,3113.2823937340654,18.605366409315277,10.830654347550944,4.4696044921875
25,0.0814738130050058,8.333333333333333e-05,0.04612613994488268,0.9960680682216098,2.4967049350002526,7901,3164.57098683918,18.381470699911404,10.78496392861663,4.216800689697266
26,0.08319748383698591,8.666666666666667e-05,0.04662327237322972,0.9960735919152581,2.5173513029999413,7901,3138.616366569233,17.749651942792052,10.979369700037969,4.215152740478516
27,0.08168191580534917,9e-05,0.047139419558062945,0.9960793268839785,2.5491769289997137,7901,3099.4317852626727,18.862928743197063,10.701050499936716,4.215396881103516
28,0.0783562025545881,9.333333333333333e-05,0.04767452489194052,0.9960852724987993,2.5240566060001584,7901,3130.278449864331,19.952917352233893,10.428553347677509,4.46807861328125
29,0.07978822232526159,9.666666666666668e-05,0.04822852968822233,0.996091428107647,2.557373994000045,7901,3089.497280623344,17.809897481331475,10.879255790406278,4.46807861328125
30,0.08029695309263862,0.0001,0.048801373187506436,0.9960977930354168,2.55956407199983,7901,3086.8537679647993,17.279837995190483,10.963169219086192,4.459228515625
31,0.07841249946313876,9.999675607461392e-05,0.04939299256429247,0.9961043665840477,2.554355900000246,7901,3093.14766982911,18.78648272370586,10.671560561954182,4.47198486328125
32,0.07991160782224513,9.998681115190574e-05,0.050003322933872385,0.9961111480325986,2.5973577780000596,7901,3041.937490061032,18.668522971775726,10.992659157068726,4.215702056884766
33,0.07867662006428748,9.997016570662151e-05,0.050632297359445966,0.9961181366373272,2.5371858450002946,7901,3114.0801197395467,18.673079357043413,10.736362485761296,4.216861724853516
34,0.08254236270884685,9.994682199255739e-05,0.05127984685946252,0.9961253316317717,2.582519994999984,7901,3059.4148410456155,16.680420199974687,11.319579800025313,4.215702056884766
35,0.0808883323792098,9.991678317045618e-05,0.051945900415185986,0.9961327322268354,2.5704257109996433,7901,3073.8099009005346,18.764460194912036,10.865966333375521,4.4603271484375
36,0.08220049384979036,9.988005330757945e-05,0.05263038497848388,0.9961403376108721,2.522988800999883,7901,3131.603278171018,17.895456271358057,10.78496392861663,4.216861724853516
37,0.08249679502392551,9.983663737715682e-05,0.05333322547983865,0.9961481469497759,2.56868459899988,7901,3075.893398152604,17.939501328945703,10.895456271358055,4.215641021728516
38,0.08323449488324224,9.978654125771261e-05,0.054054344836581,0.9961561593870731,2.5279648480000105,7901,3125.439029047752,18.78648272370586,10.768763447664853,4.4588623046875
39,0.08377207646097146,9.972977173226982e-05,0.054793663961343386,0.9961643740440149,2.5532417419999547,7901,3094.4974265582646,17.328439438045816,10.914567776230857,4.46051025390625
40,0.08525222074723729,9.96663364874318e-05,0.05555110177073408,0.9961727900196748,2.5448844990000907,7901,3104.65956435523,17.94405771421339,10.979369700037969,4.215030670166016
41,0.08472324754354879,9.959624411234136e-05,0.05632657519422973,0.996181406391047,2.5496800000000803,7901,3098.820244108967,18.894064042526264,10.639159600050627,4.215396881103516
42,0.08802097870034366,9.951950409751795e-05,0.05711999918328603,0.9961902222131476,2.538595344999976,7901,3112.351094301748,17.290216428300216,10.979369700037969,4.216861724853516
43,0.0876101052824447,9.94361268335725e-05,0.057931286720665054,0.9961992365191185,2.5558930910001436,7901,3091.2873577620057,16.967472471839006,10.944057714213391,4.215396881103516
44,0.09021319614914516,9.93461236098006e-05,0.05876034882997905,0.9962084483203331,2.514919387000191,7901,3141.6513948084653,16.547905328439438,11.04126059992406,4.215152740478516
45,0.08833088252517547,9.924950661265395e-05,0.059607094585448384,0.996217856606505,2.5240059709999514,7901,3130.3412475168634,17.89089988609037,10.652449057081382,4.215152740478516
46,0.08753982681199698,9.914628892409025e-05,0.060471431121873864,0.9962274603457986,2.556660563999685,7901,3090.3593974319124,18.7158587520567,10.752562966713075,4.468994140625
47,0.08843225884110908,9.903648451980193e-05,0.061353263644821576,0.9962372584849425,2.5762576440001794,7901,3066.851647544088,19.00746740918871,10.865966333375521,4.46807861328125
48,0.08817255037175811,9.892010826732384e-05,0.06225249544101896,0.9962472499493447,2.618111341999793,7901,3017.8242893080997,19.446146057461082,10.944057714213391,4.216861724853516
49,0.08932518310266845,9.879717592402022e-05,0.06316902788896223,0.9962574336432107,2.560563337000076,7901,3085.649117063713,19.499303885584105,10.639159600050627,4.216861724853516
50,0.09427492787695854,9.86677041349511e-05,0.0641027604697319,0.9962678084496637,2.546184207999886,7901,3103.074779576338,17.603847614226048,10.8821668143273,4.215396881103516
51,0.09295714884306144,9.853171043061849e-05,0.06505359077801737,0.9962783732308669,2.530656664000162,7901,3122.1145532681767,19.36514365270219,10.539045690418934,4.468994140625
52,0.09670422078895201,9.838921322459295e-05,0.06602141453334798,0.9962891268281483,2.5404452259999744,7901,3110.084767480076,17.231236552335147,11.011770661941526,4.459228515625
53,0.09508486832150809,9.824023181102019e-05,0.06700612559152952,0.9963000680621281,2.590463808000095,7901,3050.032961510385,18.5891659283635,10.927857233261612,4.215702056884766
54,0.09922476522006833,9.808478636200873e-05,0.06800761595628568,0.9963111957328477,2.5570080279999274,7901,3089.9394579453483,18.089862042779394,10.963169219086192,4.215702056884766
55,0.10094759367908983,9.79228979248986e-05,0.06902577579110236,0.9963225086199011,2.5201414240000304,7901,3135.1415141850803,17.11327680040501,10.944057714213391,4.215396881103516
56,0.09941574507175466,9.775458841941145e-05,0.07006049343127341,0.9963340054825697,2.560990522999873,7901,3085.1344153921304,18.10315149981015,10.749651942792052,4.215702056884766
57,0.1038803365338514,9.757988063468275e-05,0.07111165539614772,0.9963456850599572,2.580001535000065,7901,3062.4012787650536,17.550689786103025,11.13846348563473,4.215641021728516
58,0.10425397767200302,9.739879822617599e-05,0.07217914640157447,0.9963575460711286,2.5598500240002977,7901,3086.508946197186,17.76585242374383,10.963169219086192,4.46807861328125
59,0.10489646040884819,9.721136571247983e-05,0.07326284937254723,0.9963695872152505,2.518059763999645,7901,3137.7333107655004,18.310846728262245,10.687761042905962,4.216861724853516
60,0.10485649566332188,9.701760847198826e-05,0.0743626454560436,0.9963818071717339,2.5940541489999305,7901,3045.811515941571,18.148841918744463,10.898367295279078,4.46966552734375
61,0.1067256979581118,9.681755273946427e-05,0.07547841403406019,0.9963942046003784,2.5377222879997134,7901,3113.4218418469013,17.779141880774585,10.976458676116946,4.46978759765625
62,0.10758033008375374,9.661122560248782e-05,0.07661003273684125,0.9964067781415205,2.554152114000317,7901,3093.394460216953,17.581825085432225,10.8821668143273,4.215396881103516
63,0.10971832843731964,9.639865499778804e-05,0.07775737745629946,0.9964195264161811,2.54638887100009,7901,3102.825373603245,17.66573851411214,10.895456271358055,4.216861724853516
64,0.1091610756492316,9.617986970746067e-05,0.07892032235962687,0.9964324480262181,2.5338273080001272,7901,3118.207770140428,17.895456271358057,10.833565371471966,4.215030670166016
65,0.11231407492036473,9.595489935507091e-05,0.0800987399030959,0.9964455415544788,2.5490858530001788,7901,3099.5425245096467,17.57144665232249,10.865966333375521,4.468994140625
66,0.1094495720869981,9.572377440164241e-05,0.08129250084604694,0.996458805564956,2.573743940999975,7901,3069.846954911229,19.304898114162764,10.622959119098848,4.215396881103516
67,0.11176345402787659,9.548652614153283e-05,0.08250147426506282,0.9964722386029451,2.5238096200000655,7901,3130.5847863436684,18.71712441463106,10.555246171370712,4.216861724853516
68,0.11178297543262412,9.524318669819665e-05,0.08372552756832763,0.9964858391952036,2.5314253510000526,7901,3121.1664988970224,18.5389191241615,10.620048095177825,4.4600830078125
69,0.11599166004616404,9.49937890198355e-05,0.08496452651016828,0.996499605850113,2.5203234609998617,7901,3134.9150703320906,18.117706619415262,10.814453866599164,4.46966552734375
70,0.11698919888305266,9.47383668749371e-05,0.08621833520577787,0.996513537057842,2.5711748809999335,7901,3072.91427681002,17.566890267054802,10.927857233261612,4.46685791015625
71,0.1163144591559701,9.447695484770295e-05,0.08748681614611836,0.9965276312905125,2.5630339350000213,7901,3082.674752021937,18.673079357043413,10.78496392861663,4.215396881103516
72,0.11285500555811856,9.42095883333656e-05,0.08876983021300178,0.9965418870023667,2.5492394379998586,7901,3099.3557851902488,20.228325528414125,10.493355271484623,4.215396881103516
73,0.11912906199312712,9.393630353339624e-05,0.09006723669434769,0.9965563026299372,2.5669002849999742,7901,3078.0315254825255,18.592076952284522,10.768763447664853,4.46807861328125
74,0.11734259117820446,9.365713745060281e-05,0.09137889329961535,0.996570876592218,2.55030322399989,7901,3098.06297762824,18.636122009872167,10.636248576129605,4.4609375
75,0.12061931793938074,9.337212788412004e-05,0.09270465617540957,0.9965856072908379,2.591074813000432,7901,3049.313728942755,17.500822680673334,11.108973547652196,4.459228515625
76,0.11986808887525022,9.30813134242913e-05,0.09404437992125703,0.9966004931102362,2.5819243070000084,7901,3060.120693150891,18.284267814200735,10.8821668143273,4.215396881103516
77,0.11871272095708572,9.278473344744348e-05,0.09539791760555316,0.9966155324178395,2.534986909000054,7901,3116.7813813747125,18.9115301860524,10.458043285660043,4.216861724853516
78,0.1199138044609388,9.248242811055548e-05,0.09676512078167637,0.9966307235642409,2.5330858180000178,7901,3119.120538220922,19.478547019364637,10.522845209467157,4.468994140625
79,0.12335669824992866,9.217443834582088e-05,0.09814583950426908,0.9966460648833808,2.5356080349997683,7901,3116.0178903600618,17.57144665232249,10.963169219086192,4.46685791015625
80,0.11972690677208292,9.186080585510581e-05,0.09953992234568193,0.9966615546927298,2.576850166999975,7901,3066.146453209779,20.131122642703456,10.639159600050627,4.215702056884766
81,0.12548199351822753,9.154157310430233e-05,0.10094721641258203,0.9966771912934731,2.5186172399999123,7901,3137.0387983210485,17.064675357549678,10.749651942792052,4.215702056884766
82,0.12183576014230951,9.121678331757881e-05,0.10236756736272073,0.9966929729706969,2.584867433999989,7901,3056.636443352721,19.175294266548537,10.720162004809518,4.46978759765625
83,0.12294490959218538,9.088648047152714e-05,0.1038008194218612,0.9967088979935762,2.571897578000062,7901,3072.0507953290703,19.126692823693205,10.720162004809518,4.4609375
84,0.12271046751459223,9.055070928920835e-05,0.1052468154008625,0.9967249646155651,2.5680940459997146,7901,3076.600723523845,18.376914314643717,10.749651942792052,4.216861724853516
85,0.1271287967790276,9.020951523409717e-05,0.10670539671291873,0.9967411710745879,2.5770962419996977,7901,3065.8536810675023,18.300468295152513,10.865966333375521,4.4603271484375
86,0.1254055675841965,8.986294450392622e-05,0.1081764033909523,0.9967575155932328,2.5283740959998795,7901,3124.933138850026,18.474117200354385,10.684850018984939,4.215641021728516
87,0.12880414867684775,8.951104402443078e-05,0.10965967410515753,0.9967739963789461,2.5397078709997913,7901,3110.9877203670912,17.620048095177825,10.914567776230857,4.46807861328125
88,0.13227435689027695,8.915386144299515e-05,0.11115504618069433,0.9967906116242299,2.507792919000167,7901,3150.579116855491,16.680420199974687,10.8821668143273,4.215396881103516
89,0.1284657417237947,8.879144512220109e-05,0.11266235561552934,0.9968073595068392,2.524211221999849,7901,3130.086710311152,18.133907100367043,10.587647133274269,4.215396881103516
90,0.12888765857500634,8.842384413327956e-05,0.11418143709842243,0.9968242381899824,2.5508463920000395,7901,3097.4032873085202,18.39476015694216,10.846854828502721,4.215396881103516
91,0.13200135342517452,8.805110824946645e-05,0.115712124027057,0.9968412458225229,2.583742859999802,7901,3057.966844270488,17.58309074800658,11.05746108087584,4.46807861328125
92,0.13239484520245015,8.767328793926329e-05,0.11725424852631144,0.9968583805391812,2.542885517999821,7901,3107.100160063343,17.59929122895836,10.846854828502721,4.215396881103516
93,0.1295258262903234,8.729043435960381e-05,0.11880764146667117,0.9968756404607408,2.6121703349999734,7901,3024.687898080766,18.11935198076193,11.025060118972283,4.4691162109375
94,0.12881514508691622,8.690259934892726e-05,0.12037213248277673,0.996893023694253,2.5510096069997417,7901,3097.2051137402086,19.79091254271611,10.541956714339957,4.215396881103516
95,0.13254909884807445,8.650983542015949e-05,0.12194754999210905,0.9969105283332457,2.587349047000316,7901,3053.7047211160584,18.673079357043413,10.979369700037969,4.216861724853516
96,0.13125877200976277,8.61121957536027e-05,0.1235337212138069,0.9969281524579312,2.5828992219999236,7901,3058.96565096423,18.818883685609418,10.8821668143273,4.216861724853516
97,0.134684739798711,8.570973418973482e-05,0.12513047218761653,0.996945894135418,2.554761475000305,7901,3092.656624626398,17.210479686115683,10.846854828502721,4.215396881103516
98,0.1329241423305266,8.530250522191947e-05,0.12673762779297054,0.9969637514199219,2.5479372029999467,7901,3100.939846828778,18.381470699911404,10.930768257182635,4.215152740478516
99,0.13387276834814538,8.489056398902754e-05,0.12835501176819353,0.9969817223529799,2.5563732659998095,7901,3090.7067074611587,18.39767118086318,10.622959119098848,4.46026611328125
100,0.1349750599511408,8.447396626797144e-05,0.1299824467298336,0.9969998049636648,2.563330373000099,7901,3082.3182541050064,17.568535628401467,11.04126059992406,4.215030670166016
101,0.13441288458397233,8.405276846615291e-05,0.1316197541921164,0.9970179972688012,2.579361463999703,7901,3063.1612165548386,19.382989495000633,10.782052904695608,4.46929931640625
102,0.13868291468020408,8.36270276138253e-05,0.13326675458652004,0.9970362972731835,2.521940531999917,7901,3132.9049593942846,17.161878243260347,10.944057714213391,4.215702056884766
103,0.13858328448294266,8.319680135637188e-05,0.1349232672814693,0.9970547029697941,2.5409751479996885,7901,3109.4361573035617,17.646627009239335,11.011770661941526,4.46051025390625
104,0.1393836576719327,8.27621479465004e-05,0.13658911060214574,0.9970732123400239,2.5485054689997924,7901,3100.2483989570924,17.98810277180104,10.944057714213391,4.215396881103516
105,0.14016758985963595,8.232312623635589e-05,0.1382641018504126,0.9970918233538935,2.549271200000021,7901,3099.3171695502365,18.004303252752816,10.879255790406278,4.468994140625
106,0.13769940367311997,8.187979566955194e-05,0.139948057324852,0.9971105339702762,2.566271054000026,7901,3078.786236428445,18.540564485508163,10.846854828502721,4.46966552734375
107,0.13994105473875532,8.143221627312207e-05,0.14164079234091187,0.9971293421371212,2.57295577900004,7901,3070.787327355725,18.42551575749905,10.798253385647387,4.215702056884766
108,0.13976007496563034,8.098044864939205e-05,0.14334212125116091,0.9971482457916796,2.5200897119998444,7901,3135.205846989501,17.550689786103025,10.652449057081382,4.215396881103516
109,0.14393125368837856,8.052455396777431e-05,0.14505185746564925,0.9971672428607294,2.5639542509998137,7901,3081.5682444095896,17.360840399949375,10.930768257182635,4.215152740478516
110,0.14272265820288382,8.006459395648564e-05,0.14676981347237206,0.9971863312608041,2.580871421000211,7901,3061.369092512941,17.519934185546134,11.04126059992406,4.215702056884766
111,0.14307228326722046,7.960063089418913e-05,0.1484958008578347,0.9972055088984204,2.549696893000146,7901,3098.7997128957354,17.842298443235034,10.798253385647387,4.215702056884766
112,0.13792088460811344,7.913272760156166e-05,0.15022963032771697,0.9972247736703079,2.5994496270000127,7901,3039.489558841127,19.154537400329072,10.846854828502721,4.215702056884766
113,0.1465915424369465,7.866094743278798e-05,0.15197111172763295,0.9972441234636403,2.539735013000154,7901,3110.9544734222713,16.0,11.222376914314644,4.215396881103516
114,0.14103304064133518,7.81853542669825e-05,0.1537200540639862,0.9972635561562665,2.5448816109997097,7901,3104.6630876067507,19.013289457030755,10.493355271484623,4.215030670166016
115,0.14465396904580247,7.770601249954009e-05,0.1554762655249166,0.9972830696169435,2.569845077000082,7901,3074.5044013405127,17.65244905708138,11.07657258574864,4.215396881103516
116,0.14246840116332987,7.722298703341689e-05,0.15723955350133678,0.9973026617055704,2.592808948000311,7901,3047.274272211071,18.9115301860524,10.879255790406278,4.216861724853516
117,0.1457858027864628,7.673634327034247e-05,0.15900972460805643,0.9973223302734229,2.597999508000157,7901,3041.1861032575384,18.054550056954817,11.13846348563473,4.215702056884766
118,0.1453282900334702,7.624614710196445e-05,0.16078658470499108,0.9973420731633887,2.5359278010000708,7901,3115.6249783152953,17.57144665232249,10.720162004809518,4.4600830078125
119,0.14560070809096176,7.575246490092668e-05,0.16256993891845428,0.997361888210205,2.5727925850001157,7901,3070.982109504037,17.71433995696747,10.944057714213391,4.215030670166016
120,0.14913853325318452,7.525536351188244e-05,0.16435959166253,0.9973817732406948,2.5391723810002986,7901,3111.643801389895,17.166434628528034,10.930768257182635,4.215030670166016
121,0.14612529154948503,7.475491024244364e-05,0.166155346660523,0.9974017260740058,2.5698602630000096,7901,3074.4862332617695,18.182508543222376,10.944057714213391,4.216861724853516
122,0.14416676817808163,7.425117285406741e-05,0.16795700696648533,0.9974217445218498,2.5604482049998296,7901,3085.7878650197204,19.07809138083787,10.720162004809518,4.45904541015625
123,0.14591051302232586,7.374421955288103e-05,0.16976437498681562,0.9974418263887423,2.575104127999566,7901,3068.2254414844892,17.907100367042148,10.830654347550944,4.460205078125
124,0.1483470336962555,7.323411898044702e-05,0.17157725250193012,0.9974619694722436,2.5687955059997876,7901,3075.760597348481,18.376914314643717,10.749651942792052,4.215702056884766
125,0.14423769468024566,7.27209402044689e-05,0.17339544068800175,0.9974821715632001,2.593103873000018,7901,3046.9276924333776,19.851158081255537,10.684850018984939,4.46685791015625
126,0.1498794436903637,7.220475270943948e-05,0.17521874013876626,0.9975024304459863,2.5765792689999216,7901,3066.4688236301417,18.041260599924062,10.979369700037969,4.215641021728516
127,0.14642037323020315,7.168562638723265e-05,0.17704695088739095,0.9975227438987487,2.575544880000052,7901,3067.700377249819,19.32109859511454,10.817364890520187,4.4603271484375
128,0.15372681026857965,7.116363152764002e-05,0.1788798724284063,0.997543109693649,2.5838814969997657,7901,3057.8027704343735,17.43602075686622,11.15757499050753,4.215702056884766
129,0.15099633487436293,7.063883880885356e-05,0.18071730373969566,0.9975635255971077,2.518888521000008,7901,3136.700943344358,18.86748512846475,10.639159600050627,4.216861724853516
130,0.15631290912673437,7.011131928789593e-05,0.18255904330454212,0.9975839893700504,2.525608243000079,7901,3128.3553266419053,16.55081635236046,11.108973547652196,4.46954345703125
131,0.14921145280121761,6.958114439099925e-05,0.18440488913372935,0.9976044987681525,2.619372163999742,7901,3016.3716743233963,19.175294266548537,10.865966333375521,4.47198486328125
132,0.15020558933391856,6.904838590393394e-05,0.18625463878769444,0.9976250515420855,2.567304998000054,7901,3077.546300947852,17.798253385647385,10.8821668143273,4.216861724853516
133,0.1499067265660593,6.851311596228902e-05,0.18810808939873025,0.9976456454377637,2.5826082249996034,7901,3059.310321836063,19.478547019364637,10.76585242374383,4.47198486328125
134,0.15407944690832653,6.797540704170485e-05,0.189965037693234,0.9976662781965915,2.576232590000018,7901,3066.8814728409075,18.896975066447286,10.684850018984939,4.460205078125
135,0.15571832220443607,6.743533194805999e-05,0.19182528001400162,0.9976869475557111,2.5362909109999237,7901,3115.1789275170563,17.47424376661182,10.720162004809518,4.46954345703125
136,0.15673366635981248,6.689296380761317e-05,0.19368861234256285,0.9977076512482507,2.5857384969999657,7901,3055.606748001364,17.458043285660043,11.060372104796862,4.215030670166016
137,0.15183969555874594,6.63483760571021e-05,0.195554830321557,0.9977283870035728,2.5930519329999697,7901,3046.9887237696494,19.154537400329072,10.684850018984939,4.215396881103516
138,0.15437888796609228,6.580164243380003e-05,0.19742372927714505,0.9977491525475238,2.575771412999984,7901,3067.4305802616846,18.26515630932793,10.733451461840273,4.4691162109375
139,0.15249738795570808,6.525283696553177e-05,0.19929510424145716,0.9977699456026828,2.594989931999862,7901,3044.71316153084,18.958865966333377,10.817364890520187,4.4691162109375
140,0.1587747959977629,6.47020339606503e-05,0.20116874997507214,0.9977907638886119,2.5051819489999616,7901,3153.8627376562345,17.085432223769143,10.865966333375521,4.46038818359375
141,0.15997874372036544,6.414930799797535e-05,0.20304446098952647,0.9978116051221059,2.59694813599981,7901,3042.4173245793995,17.21503607138337,11.222376914314644,4.215641021728516
142,0.15494644232051855,6.359473391669548e-05,0.20492203156985095,0.9978324670174428,2.5633282989997497,7901,3082.320748022441,19.013289457030755,10.720162004809518,4.216861724853516
143,0.15864754001138603,6.303838680623484e-05,0.2068012557971322,0.9978533472866348,2.5719480279999516,7901,3071.9905355724195,17.387419314010884,11.027971142893305,4.215152740478516
144,0.15711171302504515,6.248034199608602e-05,0.20868192757109616,0.9978742436396788,2.576342163999925,7901,3066.751035791467,18.13846348563473,10.8821668143273,4.216861724853516
145,0.15649632500208052,6.192067504561042e-05,0.21056384063271205,0.9978951537848079,2.565408492000188,7901,3079.821410367196,18.916086571320086,10.78496392861663,4.216861724853516
146,0.15643530568055392,6.135946173380754e-05,0.21244678858681312,0.9979160754287424,2.558744696999838,7901,3087.842256894182,18.9617769902544,10.66864953803316,4.46966552734375
147,0.15892605567081053,6.07967780490544e-05,0.21433056492473299,0.9979370062769415,2.5735525439999947,7901,3070.075261692429,18.022149095051258,10.879255790406278,4.47198486328125
148,0.158111041436511,6.023270017881686e-05,0.21621496304695365,0.9979579440338551,2.5658966150003835,7901,3079.235520952125,17.94405771421339,11.07657258574864,4.215702056884766
149,0.1602296942609003,5.966730449933367e-05,0.21809977628576424,0.9979788864031751,2.5329269509998085,7901,3119.3161717045496,18.312112390836603,10.717250980888496,4.46685791015625
150,0.16122143471290787,5.910066756527519e-05,0.2199847979279269,0.9979998310880881,2.5544605059999412,7901,3093.0210044124997,17.841032780660676,10.80116440956841,4.46820068359375
151,0.16432386268589894,5.853286609937785e-05,0.22186982123734733,0.998020775791526,2.588029904999985,7901,3052.901353549099,16.787748386280217,11.25629667130743,4.4691162109375
152,0.16155954781642007,5.7963976982055905e-05,0.22375463947774854,0.9980417182164194,2.552625482000167,7901,3095.244506377408,17.842298443235034,10.895456271358055,4.215030670166016
153,0.15786159927973853,5.739407724099177e-05,0.2256390459353438,0.9980626560659482,2.599810295000225,7901,3039.067894759343,18.49487406657385,10.817364890520187,4.46185302734375
154,0.1634587088750444,5.68232440407065e-05,0.22752283394150838,0.9980835870437945,2.545149476000006,7901,3104.3363364329102,17.02063029996203,10.930768257182635,4.215030670166016
155,0.15674120641338601,5.6251554672111695e-05,0.2294057968954444,0.9981045088543938,2.5634290539996982,7901,3082.1995981016644,20.077964814580433,10.555246171370712,4.215030670166016
156,0.1658953903555312,5.567908654204427e-05,0.23128772828684047,0.9981254192031871,2.5703078540000206,7901,3073.9508451114652,16.237185166434628,11.206176433362865,4.46807861328125
157,0.16520425138473813,5.510591716278559e-05,0.23316842171851968,0.9981463157968724,2.544331069999771,7901,3105.334872949813,17.17972408555879,10.846854828502721,4.215396881103516
158,0.1644715693174714,5.4532124141566275e-05,0.23504767092907577,0.9981671963436564,2.5646874760000173,7901,3080.687247056977,17.68485001898494,10.736362485761296,4.46820068359375
159,0.163369498229407,5.395778517005816e-05,0.2369252698154949,0.9981880585535055,2.563232520999918,7901,3082.435922324291,18.381470699911404,10.78496392861663,4.216861724853516
160,0.16216957029353635,5.3382978013854864e-05,0.23880101245575902,0.9982089001383974,2.5951122799997393,7901,3044.5696168494082,18.94557650930262,10.830654347550944,4.4603271484375
161,0.16377465285850226,5.280778050194227e-05,0.24067469313143058,0.9982297188125715,2.5371033789997455,7901,3114.1813397903297,18.187064928490063,10.78496392861663,4.215641021728516
162,0.164744662187655,5.2232270516160495e-05,0.24254610635021398,0.9982505122927802,2.5494034879998253,7901,3099.156346647527,18.151752942665485,10.846854828502721,4.215641021728516
163,0.1582454050674331,5.16565259806587e-05,0.24441504686849225,0.9982712782985388,2.563832134000222,7901,3081.7150215183765,20.66118212884445,10.21503607138337,4.216861724853516
164,0.16353265692947513,5.108062485134405e-05,0.24628130971383744,0.9982920145523759,2.536037479999777,7901,3115.490233212442,18.506518162257944,10.47424376661182,4.4691162109375
165,0.16520005645985514,5.0504645105326616e-05,0.24814469020748994,0.9983127187800832,2.5789371759997266,7901,3063.665169329754,18.42551575749905,10.895456271358055,4.215702056884766
