epoch,samples,seconds,samples_per_second,learning_rate,weight_decay,peak_gpu_memory_gib,loss,gradient_norm,invariance_loss,sigreg_loss,logical_views
1,6305,19.13613606686704,329.4813528691768,0.00024524524524524523,0.05,12.248558521270752,3.131131429014274,8.390501378340725,0.5269941075939115,130.20915939730372,8.0
2,6305,18.304573169909418,344.44944121202917,0.0004954954954954955,0.05,12.248558521270752,1.7603232644267919,3.1874308108338094,0.7339986684301559,51.32011300555115,8.0
3,6305,18.832569082966074,334.79234682339904,0.0004963334574577291,0.05,12.248558521270752,1.492009478159881,2.5357256403619766,0.7286097359789637,38.16402656621729,8.0
4,6305,18.94201499200426,332.8579352651471,0.0004851760899288076,0.05,12.248558521270752,1.2978109538980556,2.228005664089575,0.6816034154415509,30.810448057097542,8.0
5,6305,18.762804262107238,336.0371888936334,0.00046686635075750147,0.05,12.248558521270752,1.1997609722718277,2.0007233992443494,0.655869254302071,27.180521411578113,8.0
6,6305,18.643447736045346,338.18852013138525,0.00044196168360308223,0.05,12.248558521270752,1.1401076231751528,1.9061982575151108,0.6393434107445423,25.050683980967484,8.0
7,6305,18.894425314851105,333.6963096223012,0.00041122031602202225,0.05,12.248558521270752,1.0893308675828006,1.8092342228855434,0.6321495296650704,22.8632979777954,8.0
8,6305,18.731683590915054,336.5954784255459,0.00037557817507887837,0.05,12.248558521270752,1.0471456852912147,1.6578700616660333,0.6217223101622712,21.272343378271213,8.0
9,6305,18.9441732079722,332.82001440668273,0.00033612039286022675,0.05,12.248558521270752,1.0198552855322232,1.5868750516995846,0.6114549918083989,20.416494845360823,8.0
10,6305,18.698755712015554,337.18821172408263,0.00029404826941195665,0.05,12.248558521270752,0.984564774836178,1.4773321599075475,0.600386175175303,19.21396708961142,8.0
11,6305,18.610823004040867,338.78136386719865,0.0002506426989198843,0.05,12.248558521270752,0.960413308487725,1.3848323154695255,0.5923649465725783,18.403390166534496,8.0
12,6305,18.442917675944045,341.86564787543915,0.0002072251726309082,0.05,12.248558521270752,0.9347523578379856,1.3330833118742746,0.5814874174385011,17.66583068992863,8.0
13,6305,18.95293498598039,332.6661545910356,0.0001651175457885472,0.05,12.248558521270752,0.9159861420658635,1.2560111040354343,0.5753430977310102,17.029609436954797,8.0
14,6305,18.613185848109424,338.7383573908929,0.00012560179348652836,0.05,12.248558521270752,0.8952377336446866,1.194351107312232,0.5653259572767247,16.495271609833466,8.0
15,6305,18.646831846795976,338.1271441605973,8.988098068148606e-05,0.05,12.248558521270752,0.873584449801721,1.1452452695719502,0.5521515747273753,16.06857652656622,8.0
16,6305,18.886793680954725,333.83114712360657,5.904263464051566e-05,0.05,12.248558521270752,0.8612322695098351,1.0877141725156725,0.5489856646327533,15.612450436161776,8.0
17,6305,18.631422773003578,338.4067914091764,3.40256349567196e-05,0.05,12.248558521270752,0.8496572745971317,1.0524566870658385,0.543288011611406,15.320821768437748,8.0
18,6305,18.940965831046924,332.8763726327626,1.5591629172821512e-05,0.05,12.248558521270752,0.8388273647340113,1.018588748184298,0.539274213107969,14.978975019825535,8.0
19,6305,18.82765429583378,334.87974130665776,4.3018442698870294e-06,0.05,12.248558521270752,0.8316416019584147,1.0034693270047255,0.5331539185722133,14.923473433782712,8.0
20,6305,19.048297674860805,331.00070712991277,5e-07,0.05,12.248558521270752,0.8287746781304561,0.9812872474104709,0.5309111893318835,14.898587430610627,8.0
