epoch,train_loss,train_accuracy,train_macro_f1,val_loss,val_accuracy,val_macro_f1
1,3.327778768818281,0.18031189083820662,0.16793988211094013,3.3136401176452637,0.13360323886639677,0.11369263239069333
2,3.5502315115975125,0.1983430799220273,0.17864104823465526,3.0054397583007812,0.291497975708502,0.26750366343584436
3,3.149770269152249,0.25,0.23243243639995936,2.714186906814575,0.2145748987854251,0.19532755449104375
4,2.9630540453667296,0.2222222222222222,0.2232486470669856,2.8895933628082275,0.3117408906882591,0.2817570637513404
5,2.7961216623555383,0.27923976608187134,0.2658319297406662,2.814546585083008,0.27125506072874495,0.2574366860336685
6,3.346227089099252,0.25048732943469787,0.24209923712396855,2.9066853523254395,0.25101214574898784,0.23736780677424033
7,3.2320824952153435,0.2553606237816764,0.24097621433375865,3.2219948768615723,0.2550607287449393,0.22467615687011935
8,3.312942230678209,0.2665692007797271,0.25157446588199966,2.898869276046753,0.24696356275303644,0.23833094997470133
9,2.9168322918243113,0.28118908382066277,0.2717437353229811,2.7011001110076904,0.29554655870445345,0.28448047527869846
10,2.8064911841881437,0.28411306042884993,0.27461154172472946,2.6750497817993164,0.2834008097165992,0.27732549594159156
11,2.555673196301823,0.3226120857699805,0.3109899938192384,2.41119647026062,0.29554655870445345,0.2928489142204356
12,2.30850129982649,0.3226120857699805,0.33477619804116376,2.6782190799713135,0.23481781376518218,0.21256847596304987
13,2.818050308766653,0.30165692007797273,0.31279040452558243,2.362081527709961,0.30364372469635625,0.29925947705726097
14,2.6168379472245484,0.3216374269005848,0.3288539110769153,2.3683040142059326,0.32388663967611336,0.3208914617186488
15,2.4167361789279513,0.35233918128654973,0.3444370445700488,2.5592949390411377,0.27530364372469635,0.2756655509113852
16,3.1369202522738866,0.27387914230019494,0.2779787183551145,2.8494224548339844,0.2793522267206478,0.25491271809521104
17,2.977783567956549,0.30458089668615984,0.30040984254371983,2.782644510269165,0.2631578947368421,0.25517801815330093
18,3.698700476343404,0.26900584795321636,0.2591275023792348,2.745525598526001,0.27530364372469635,0.2741737468803263
19,2.936000950852333,0.29580896686159847,0.284901576308248,2.7952332496643066,0.30364372469635625,0.27538296777775956
20,2.4691280124247887,0.3503898635477583,0.3510099287689932,2.439072370529175,0.2874493927125506,0.25712233308345206
21,2.8544483649568018,0.3182261208576998,0.3175489313677221,2.4832253456115723,0.3643724696356275,0.3552368725941182
22,2.506833418303298,0.351364522417154,0.346002240708316,2.624051332473755,0.30364372469635625,0.29908233610258483
23,2.224025536234151,0.3961988304093567,0.39719933153278586,2.2324113845825195,0.3319838056680162,0.3169808123325393
24,2.1724948548434075,0.34746588693957114,0.3447526796424661,2.4644927978515625,0.3481781376518219,0.33094258803218596
25,2.501085435670254,0.351364522417154,0.35623413583708574,2.3666610717773438,0.39271255060728744,0.37663037464903476
26,2.3829390282287,0.3684210526315789,0.36018899666300824,2.3961660861968994,0.3360323886639676,0.3088421071613025
27,2.4188485949592518,0.3347953216374269,0.34017348624175886,2.309586524963379,0.3724696356275304,0.36260065980302236
28,2.1837420579750404,0.38791423001949316,0.3854091759816159,2.1444883346557617,0.3684210526315789,0.36759011812829845
29,2.0394575475019785,0.40058479532163743,0.3960445857988666,2.10734224319458,0.3805668016194332,0.3801817596910477
30,2.1733719301037855,0.3840155945419103,0.3854756817854821,2.400329113006592,0.3805668016194332,0.37462954619317107
31,2.07762003037897,0.40545808966861596,0.4092206860995492,2.33284330368042,0.3481781376518219,0.3515977796893441
32,2.1673259549205994,0.398635477582846,0.40150347272218373,2.396106719970703,0.38461538461538464,0.3855119922489868
33,2.445175320084332,0.3533138401559454,0.3662745150316173,2.4039008617401123,0.3319838056680162,0.31335740283108704
34,2.3218240026842083,0.3708576998050682,0.3681947608505341,2.5134451389312744,0.3603238866396761,0.37487373021094694
35,2.597066532566301,0.3732943469785575,0.38385361164413495,2.465735673904419,0.3522267206477733,0.3395157850507086
36,2.618587384214643,0.34649122807017546,0.3522342753828715,2.6490325927734375,0.3157894736842105,0.29684281000172313
37,2.3578499311592145,0.37816764132553604,0.3773036581355693,2.687854051589966,0.3076923076923077,0.30668765702273465
38,2.376524298279374,0.3503898635477583,0.35455204059615214,2.3202576637268066,0.3724696356275304,0.34516544862150833
39,1.9937012908983882,0.4361598440545809,0.43342598661476844,1.9673694372177124,0.44129554655870445,0.4322835146155318
40,2.0058185294357656,0.4191033138401559,0.4216781028100092,2.155249834060669,0.4008097165991903,0.3952953509671845
41,1.871646400315952,0.4551656920077973,0.4537114846546753,2.043010711669922,0.38866396761133604,0.3821221736715994
42,1.9063847236930742,0.44883040935672514,0.4584797427183623,2.3178658485412598,0.3684210526315789,0.37790117225502023
43,2.0998783557735687,0.4039961013645224,0.4085277221776059,2.0672378540039062,0.44534412955465585,0.43114206025766005
44,2.0475968385068066,0.42543859649122806,0.43105900477491693,2.3954083919525146,0.3724696356275304,0.36015585529875976
45,3.46708750399465,0.3611111111111111,0.36782357180355146,2.519625425338745,0.3805668016194332,0.37170188683776856
46,2.719475003710964,0.3416179337231969,0.34737757836462396,2.442444324493408,0.41295546558704455,0.3893003172734259
47,2.5763081816437183,0.3845029239766082,0.3744550098205725,2.3249874114990234,0.4048582995951417,0.4026177572139218
