learning_rate,weight_decay,best_epoch,val_macro_f1
0.001,0.0,30,0.3683716117924384
0.001,0.0001,30,0.3683716117924384
0.003,0.0,12,0.3361105999259148
0.003,0.0001,12,0.3361105999259148
0.01,0.0,39,0.4322835146155318
0.01,0.0001,39,0.4322835146155318
