learning_rate,weight_decay,best_epoch,val_macro_f1
0.001,0.0,37,0.7143997893733554
0.001,0.0001,37,0.7143997893733554
0.003,0.0,37,0.786628097091484
0.003,0.0001,37,0.786628097091484
0.01,0.0,5,0.6970273318305397
0.01,0.0001,5,0.6970273318305397
