learning_rate,weight_decay,best_epoch,val_macro_f1
0.001,0.0,16,0.7031447479761468
0.001,0.0001,16,0.7031447479761468
0.003,0.0,12,0.7249125558614001
0.003,0.0001,12,0.7249125558614001
0.01,0.0,26,0.7629981329348157
0.01,0.0001,26,0.7629981329348157
