learning_rate,weight_decay,best_epoch,val_macro_f1
0.001,0.0,32,0.8562053270206791
0.001,0.0001,32,0.8562053270206791
0.003,0.0,20,0.8655871946356446
0.003,0.0001,20,0.8655871946356446
0.01,0.0,10,0.8569151021726238
0.01,0.0001,10,0.8569151021726238
