learning_rate,weight_decay,epoch,train_loss,train_accuracy,train_macro_f1,val_loss,val_accuracy,val_macro_f1
0.001,0.0,18,1.7845231255127905,0.44298245614035087,0.43727777382416994,2.299753189086914,0.3441295546558704,0.34099798878331056
0.001,0.0,19,1.770391581351297,0.4551656920077973,0.44966829082164234,2.3065640926361084,0.3319838056680162,0.32269268000389506
0.001,0.0,20,1.760913889775267,0.4546783625730994,0.44957074405655706,2.3217813968658447,0.31983805668016196,0.31288183180209306
0.001,0.0,21,1.753997262458355,0.45419103313840153,0.45004549836009017,2.3276188373565674,0.3157894736842105,0.30544178715890774
0.001,0.0,22,1.7440906582984776,0.4644249512670565,0.461283471191027,2.333348274230957,0.3117408906882591,0.29906184359125976
0.001,0.0,23,1.737546752070823,0.4644249512670565,0.46133517546333674,2.3308186531066895,0.3319838056680162,0.3217988909169804
0.001,0.0,24,1.7359795068439685,0.46101364522417154,0.4578414425738996,2.3306965827941895,0.3076923076923077,0.31142478591385714
0.001,0.0,25,1.7341881210808634,0.45321637426900585,0.44820188571571506,2.3720757961273193,0.3117408906882591,0.31470061849825914
0.001,0.0001,1,2.8775573362383926,0.10916179337231968,0.10716377570139074,2.5720179080963135,0.22267206477732793,0.21648710665498325
0.001,0.0001,2,2.4003841358783418,0.28898635477582846,0.28311505750359683,2.4126110076904297,0.2388663967611336,0.22769047897713618
0.001,0.0001,3,2.2089048180199042,0.33771929824561403,0.3271047741363409,2.354727029800415,0.27530364372469635,0.2589982252025573
0.001,0.0001,4,2.1071850275203268,0.3601364522417154,0.34880142593233504,2.3366599082946777,0.2874493927125506,0.28081101524896307
0.001,0.0001,5,2.0483033829032795,0.3776803118908382,0.3697365145645691,2.3225185871124268,0.3076923076923077,0.29957446790149556
0.001,0.0001,6,2.0035247951455517,0.38742690058479534,0.38196693743838156,2.297738790512085,0.29554655870445345,0.28638082821760347
0.001,0.0001,7,1.9622819446913216,0.3961988304093567,0.39149015372950907,2.2876782417297363,0.30364372469635625,0.2942417282535741
0.001,0.0001,8,1.938020098279094,0.4074074074074074,0.40285378946028433,2.2870500087738037,0.3157894736842105,0.3041111758755508
0.001,0.0001,9,1.926194949456823,0.41130604288499023,0.4054673009841078,2.296976327896118,0.3319838056680162,0.31472264910997366
0.001,0.0001,10,1.9039746550788657,0.41569200779727095,0.40906067174326255,2.311098575592041,0.3319838056680162,0.313325497894417
0.001,0.0001,11,1.8812714468898364,0.42007797270955166,0.4151778109649806,2.3016574382781982,0.3117408906882591,0.29518118116189385
0.001,0.0001,12,1.8609192747818797,0.4249512670565302,0.4205131856744822,2.2996935844421387,0.32793522267206476,0.31401402881380003
0.001,0.0001,13,1.8433154400793896,0.43226120857699807,0.42742269095476443,2.301701068878174,0.3319838056680162,0.32082112308722166
0.001,0.0001,14,1.83196870671843,0.4342105263157895,0.4298008759966353,2.302976131439209,0.3441295546558704,0.3382875074640099
0.001,0.0001,15,1.8204839029739708,0.4395711500974659,0.43520947402675314,2.316009283065796,0.32793522267206476,0.3280244195000229
0.001,0.0001,16,1.8126299906427632,0.4351851851851852,0.4304337998918692,2.3004517555236816,0.3319838056680162,0.3314211174026113
0.001,0.0001,17,1.7972718650369848,0.442495126705653,0.43768658561579904,2.295139789581299,0.3522267206477733,0.34887676774493553
0.001,0.0001,18,1.7845254957559746,0.44298245614035087,0.43727777382416994,2.2997515201568604,0.3441295546558704,0.34099798878331056
0.001,0.0001,19,1.7703939534534952,0.4551656920077973,0.44966829082164234,2.3065614700317383,0.3319838056680162,0.32269268000389506
0.001,0.0001,20,1.7609164398780808,0.4546783625730994,0.44957074405655706,2.3217790126800537,0.31983805668016196,0.31288183180209306
0.001,0.0001,21,1.7540000256506787,0.45419103313840153,0.45004549836009017,2.3276166915893555,0.3157894736842105,0.30544178715890774
0.001,0.0001,22,1.7440934834192139,0.4644249512670565,0.461283471191027,2.333345651626587,0.3117408906882591,0.29906184359125976
0.001,0.0001,23,1.737549696749414,0.4644249512670565,0.46133517546333674,2.3308160305023193,0.3319838056680162,0.3217988909169804
0.001,0.0001,24,1.7359825797945436,0.46101364522417154,0.4578414425738996,2.330693483352661,0.3076923076923077,0.31142478591385714
0.001,0.0001,25,1.7341912767575731,0.45321637426900585,0.44820188571571506,2.372072458267212,0.3117408906882591,0.31470061849825914
0.003,0.0,1,2.681335809867517,0.17007797270955166,0.16651703895687536,2.3158161640167236,0.29959514170040485,0.2852624604354898
0.003,0.0,2,2.0581525357378387,0.3654970760233918,0.3530954998279624,2.355165481567383,0.2834008097165992,0.2657541021186798
0.003,0.0,3,1.972410271739402,0.38011695906432746,0.36939867480859717,2.4247474670410156,0.29959514170040485,0.29350453664590226
0.003,0.0,4,1.9394921759183412,0.3991228070175439,0.39411509286175966,2.4680941104888916,0.29959514170040485,0.2958853904362202
0.003,0.0,5,1.938813476302238,0.40009746588693956,0.39893842743366514,2.4881417751312256,0.29554655870445345,0.2955416307990679
0.003,0.0,6,1.897701285038775,0.40497076023391815,0.40500222703703226,2.4621646404266357,0.27530364372469635,0.2716450306076383
0.003,0.0,7,1.8741848315411842,0.4186159844054581,0.41705840647395287,2.4782373905181885,0.3319838056680162,0.3244409359681406
0.003,0.0,8,1.9067420692239356,0.4137426900584795,0.41112932440077155,2.4942548274993896,0.3117408906882591,0.3011816494499139
0.003,0.0,9,1.8888993202826665,0.4191033138401559,0.4161211997518125,2.5138256549835205,0.3117408906882591,0.29161713404591966
0.003,0.0,10,1.827084472537273,0.43128654970760233,0.4282881935870233,2.5557634830474854,0.291497975708502,0.2782285869927662
0.003,0.0,11,1.800810568513926,0.4317738791423002,0.4303822909595914,2.521531820297241,0.27530364372469635,0.26635876578641005
0.003,0.0,12,1.7662507302579824,0.44639376218323584,0.44650799040317146,2.5163064002990723,0.3117408906882591,0.3043447512828643
0.003,0.0,13,1.7653254119508681,0.44346978557504874,0.445354941852999,2.5295913219451904,0.30364372469635625,0.29850868671140324
0.003,0.0,14,1.7880015380201284,0.4512670565302144,0.4524705125423402,2.5424869060516357,0.3117408906882591,0.30847581992698603
0.003,0.0,15,1.7842968137640702,0.45077972709551656,0.45296534327704263,2.566500425338745,0.291497975708502,0.28933418954945916
0.003,0.0001,1,2.6813356281488727,0.17007797270955166,0.16651703895687536,2.3158161640167236,0.29959514170040485,0.2852624604354898
0.003,0.0001,2,2.058152689571269,0.3654970760233918,0.3530954998279624,2.3551647663116455,0.2834008097165992,0.2657541021186798
0.003,0.0001,3,1.9724103990818789,0.38011695906432746,0.36939867480859717,2.4247453212738037,0.29959514170040485,0.29350453664590226
0.003,0.0001,4,1.9394924203787165,0.3991228070175439,0.39411509286175966,2.4680914878845215,0.29959514170040485,0.2958853904362202
0.003,0.0001,5,1.9388136533733464,0.40009746588693956,0.39893842743366514,2.488137722015381,0.29554655870445345,0.2955416307990679
0.003,0.0001,6,1.897701439104582,0.40497076023391815,0.40500222703703226,2.4621593952178955,0.27530364372469635,0.2716450306076383
0.003,0.0001,7,1.8741851780149672,0.4186159844054581,0.41705840647395287,2.478231430053711,0.3319838056680162,0.3244409359681406
0.003,0.0001,8,1.9067426508630227,0.4137426900584795,0.41112932440077155,2.494248390197754,0.3117408906882591,0.3011816494499139
0.003,0.0001,9,1.8888997906132747,0.4191033138401559,0.4161211997518125,2.513817310333252,0.3117408906882591,0.29161713404591966
0.003,0.0001,10,1.8270852424015542,0.43128654970760233,0.4282881935870233,2.5557541847229004,0.291497975708502,0.2782285869927662
0.003,0.0001,11,1.8008118400796813,0.4317738791423002,0.4303822909595914,2.5215213298797607,0.27530364372469635,0.26635876578641005
0.003,0.0001,12,1.7662525585985092,0.44639376218323584,0.44650799040317146,2.5162949562072754,0.3117408906882591,0.3043447512828643
0.003,0.0001,13,1.7653275091513323,0.44346978557504874,0.445354941852999,2.5295796394348145,0.30364372469635625,0.29850868671140324
0.003,0.0001,14,1.788003765351591,0.4512670565302144,0.4524705125423402,2.5424745082855225,0.3117408906882591,0.30847581992698603
0.003,0.0001,15,1.7842997932991786,0.45077972709551656,0.45296534327704263,2.566488742828369,0.291497975708502,0.28933418954945916
0.01,0.0,1,2.8155207699037668,0.20175438596491227,0.1957677865743428,2.757279634475708,0.3117408906882591,0.2935031622477373
0.01,0.0,2,2.35272430304663,0.3382066276803119,0.33365944987519136,2.949566125869751,0.30364372469635625,0.30393007815779804
0.01,0.0,3,2.349107683750621,0.3791423001949318,0.3767922272894689,3.1879377365112305,0.27530364372469635,0.27022143311847846
0.01,0.0,4,2.4486502494960734,0.3713450292397661,0.3703883523151261,3.4926090240478516,0.23481781376518218,0.22721906579005824
0.01,0.0,5,2.6620234504313034,0.3635477582846004,0.3649929246343396,3.582033395767212,0.22267206477732793,0.22078365900270733
0.01,0.0,6,2.4769860011095193,0.37183235867446396,0.3756267724683669,3.495623826980591,0.26720647773279355,0.2571793474904865
0.01,0.0,7,2.5261466198729727,0.37719298245614036,0.3747302717431005,3.5986108779907227,0.27125506072874495,0.2632346193587994
0.01,0.0,8,2.5823958238430653,0.37962962962962965,0.3779247244522896,3.567997694015503,0.27125506072874495,0.2630540397568261
0.01,0.0,9,2.3928760180928785,0.41276803118908384,0.41343348911784306,3.3405652046203613,0.2793522267206478,0.2662728884957244
0.01,0.0,10,2.1765506871727243,0.42884990253411304,0.4298069795809771,3.4484758377075195,0.291497975708502,0.28703573099543195
0.01,0.0001,1,2.8155187036094147,0.20175438596491227,0.1957677865743428,2.7572743892669678,0.3117408906882591,0.2935031622477373
0.01,0.0001,2,2.3527206719270226,0.3382066276803119,0.33365944987519136,2.9495527744293213,0.30364372469635625,0.30393007815779804
0.01,0.0001,3,2.349101083320484,0.3791423001949318,0.3767922272894689,3.1879165172576904,0.27530364372469635,0.27022143311847846
0.01,0.0001,4,2.4486419248302083,0.3713450292397661,0.3703883523151261,3.4925754070281982,0.23481781376518218,0.22721906579005824
0.01,0.0001,5,2.662008145166884,0.3635477582846004,0.3649929246343396,3.581984281539917,0.22267206477732793,0.22078365900270733
0.01,0.0001,6,2.476968530093485,0.37183235867446396,0.3756267724683669,3.4955668449401855,0.26720647773279355,0.2571793474904865
0.01,0.0001,7,2.5261284426638952,0.37719298245614036,0.3747302717431005,3.5985491275787354,0.27125506072874495,0.2632346193587994
0.01,0.0001,8,2.582376581825476,0.37962962962962965,0.3779247244522896,3.567925214767456,0.27125506072874495,0.2630540397568261
0.01,0.0001,9,2.3928536048874287,0.41228070175438597,0.41294119456723205,3.3404791355133057,0.2793522267206478,0.2662728884957244
0.01,0.0001,10,2.1765283957327086,0.42884990253411304,0.4298069795809771,3.4483895301818848,0.291497975708502,0.28703573099543195
