learning_rate,weight_decay,best_epoch,val_macro_f1
0.001,0.0,22,0.1733946172790993
0.001,0.0001,22,0.1733946172790993
0.003,0.0,22,0.18988687420213549
0.003,0.0001,22,0.18988687420213549
0.01,0.0,21,0.19160770258293475
0.01,0.0001,21,0.19160770258293475
