lr,weight_decay,epoch,train_loss,train_accuracy,train_macro_f1,val_loss,val_accuracy,val_macro_f1
0.001,0.0,1,2.878277954302336,0.12378167641325535,0.0950441512920999,2.729726552963257,0.13360323886639677,0.08887114935406579
0.001,0.0,2,2.736352708604601,0.14619883040935672,0.1012256837491232,2.7652854919433594,0.12550607287449392,0.0705217398048614
0.001,0.0,3,2.6965113769033033,0.16130604288499026,0.11032333182719072,2.7393763065338135,0.1659919028340081,0.11011281107315646
0.001,0.0,4,2.6623146427072744,0.16910331384015595,0.13241989248396552,2.6584112644195557,0.13360323886639677,0.088800876243318
0.001,0.0,5,2.6508065171641446,0.1827485380116959,0.1462585847698318,2.643453598022461,0.14979757085020243,0.10521845767639279
0.001,0.0,6,2.62357595231798,0.1783625730994152,0.13636467756644247,2.6971030235290527,0.12955465587044535,0.08060121940902328
0.001,0.0,7,2.6650993289538527,0.14278752436647174,0.10498693396570005,2.700291872024536,0.1417004048582996,0.08703374121099734
0.001,0.0,8,2.6463176207235684,0.16764132553606237,0.1211897704919126,2.6719892024993896,0.1417004048582996,0.09843607939972826
0.001,0.0,9,2.6005841282143694,0.17348927875243664,0.12294365103755062,2.634136438369751,0.145748987854251,0.09600691705954864
0.001,0.0,10,2.5573788339863976,0.19980506822612085,0.1537133059283349,2.623965263366699,0.1862348178137652,0.13009023808459616
0.001,0.0,11,2.5322266600982486,0.2124756335282651,0.16891559752178784,2.56003737449646,0.15384615384615385,0.11298412869531742
0.001,0.0,12,2.5402036424268757,0.1983430799220273,0.15957230313061535,2.5946333408355713,0.17813765182186234,0.11433034551406669
0.001,0.0,13,2.519376257474427,0.19298245614035087,0.16004793465816167,2.605741024017334,0.16194331983805668,0.11428452263698831
0.001,0.0,14,2.5596797991449605,0.20662768031189083,0.1684689900399494,2.6400516033172607,0.15384615384615385,0.1061933293593243
0.001,0.0,15,2.572130201388056,0.20565302144249512,0.17054431027166486,2.6261961460113525,0.14979757085020243,0.09720491086186961
0.001,0.0,16,2.5736736386840104,0.1817738791423002,0.15381033135392488,2.5885531902313232,0.1700404858299595,0.1250791068369821
0.001,0.0,17,2.541394351751019,0.199317738791423,0.15659026122185055,2.5702784061431885,0.1862348178137652,0.13832343522972537
0.001,0.0,18,2.558729948820891,0.20126705653021443,0.17969859886846984,2.6529111862182617,0.13360323886639677,0.0932341397124679
0.001,0.0,19,2.542276319239804,0.1968810916179337,0.1726834610838138,2.618378162384033,0.1659919028340081,0.12116065498988027
0.001,0.0,20,2.493559917278922,0.23489278752436646,0.1984546953052483,2.5996897220611572,0.18218623481781376,0.1445512516882753
0.001,0.0,21,2.491520369494403,0.23391812865497075,0.20190837002402012,2.550300121307373,0.19433198380566802,0.1565259502543253
0.001,0.0,22,2.4495014939856574,0.24074074074074073,0.21378360132658455,2.5811471939086914,0.20647773279352227,0.1733946172790993
0.001,0.0,23,2.483852196390401,0.22855750487329435,0.20427663343137994,2.5331215858459473,0.19433198380566802,0.16350556289339238
0.001,0.0,24,2.463091587694997,0.2387914230019493,0.2045912913396892,2.54827618598938,0.14979757085020243,0.11616368488818511
0.001,0.0,25,2.497424768193191,0.21052631578947367,0.1797508238347337,2.663052558898926,0.1659919028340081,0.12707563736765057
0.001,0.0,26,2.4510879730388204,0.21637426900584794,0.18271043484383118,2.5666651725769043,0.20242914979757085,0.15426041402959803
0.001,0.0,27,2.470939447540521,0.22514619883040934,0.18782439109726856,2.563206911087036,0.145748987854251,0.11621610245092576
0.001,0.0,28,2.479503735231842,0.2158869395711501,0.1897272156936321,2.520531415939331,0.1700404858299595,0.13531862289926314
0.001,0.0,29,2.4177586507146587,0.2378167641325536,0.20832474864588998,2.5448086261749268,0.16194331983805668,0.12523866904284206
0.001,0.0,30,2.424422495081643,0.2412280701754386,0.21511554733452767,2.5436341762542725,0.21862348178137653,0.17188009709530683
0.001,0.0001,1,2.8782778655344052,0.12378167641325535,0.0950441512920999,2.729726552963257,0.13360323886639677,0.08887114935406579
0.001,0.0001,2,2.7363525905571953,0.14619883040935672,0.1012256837491232,2.765285015106201,0.12550607287449392,0.0705217398048614
0.001,0.0001,3,2.69651125653213,0.16130604288499026,0.11032333182719072,2.7393760681152344,0.1659919028340081,0.11011281107315646
0.001,0.0001,4,2.662314583218818,0.16910331384015595,0.13241989248396552,2.6584107875823975,0.13360323886639677,0.088800876243318
0.001,0.0001,5,2.650806485096149,0.1827485380116959,0.1462585847698318,2.643453359603882,0.14979757085020243,0.10521845767639279
0.001,0.0001,6,2.623576010876929,0.1783625730994152,0.13636467756644247,2.6971030235290527,0.12955465587044535,0.08060121940902328
0.001,0.0001,7,2.665099451648794,0.14278752436647174,0.10498693396570005,2.700291633605957,0.1417004048582996,0.08703374121099734
0.001,0.0001,8,2.646317741791872,0.16764132553606237,0.1211897704919126,2.6719892024993896,0.1417004048582996,0.09843607939972826
0.001,0.0001,9,2.6005842169823006,0.17348927875243664,0.12294365103755062,2.634136438369751,0.145748987854251,0.09600691705954864
0.001,0.0001,10,2.5573790761230053,0.19980506822612085,0.1537133059283349,2.623965263366699,0.1862348178137652,0.13009023808459616
0.001,0.0001,11,2.532227228956613,0.2124756335282651,0.16891559752178784,2.56003737449646,0.15384615384615385,0.11298412869531742
0.001,0.0001,12,2.540204297729403,0.1983430799220273,0.15957230313061535,2.5946335792541504,0.17813765182186234,0.11433034551406669
0.001,0.0001,13,2.5193768858212477,0.19298245614035087,0.16004793465816167,2.605741500854492,0.16194331983805668,0.11428452263698831
0.001,0.0001,14,2.559680549721969,0.20662768031189083,0.1684689900399494,2.6400516033172607,0.15384615384615385,0.1061933293593243
0.001,0.0001,15,2.572130879928262,0.20565302144249512,0.17054431027166486,2.6261961460113525,0.14979757085020243,0.09720491086186961
0.001,0.0001,16,2.5736746513820297,0.1817738791423002,0.15381033135392488,2.5885531902313232,0.1700404858299595,0.1250791068369821
0.001,0.0001,17,2.541395374208863,0.199317738791423,0.15659026122185055,2.5702784061431885,0.1862348178137652,0.13832343522972537
0.001,0.0001,18,2.5587310530753626,0.20126705653021443,0.17969859886846984,2.6529111862182617,0.13360323886639677,0.0932341397124679
0.001,0.0001,19,2.5422776289153517,0.1968810916179337,0.1726834610838138,2.618378162384033,0.1659919028340081,0.12116065498988027
0.001,0.0001,20,2.493561288766694,0.23489278752436646,0.1984546953052483,2.5996899604797363,0.18218623481781376,0.1445512516882753
0.001,0.0001,21,2.49152186553613,0.23391812865497075,0.20190837002402012,2.550300359725952,0.19433198380566802,0.1565259502543253
0.001,0.0001,22,2.449503281892624,0.24074074074074073,0.21378360132658455,2.5811476707458496,0.20647773279352227,0.1733946172790993
