epoch,samples,seconds,samples_per_second,learning_rate,weight_decay,peak_gpu_memory_gib,loss,gradient_norm,invariance_loss,sigreg_loss,logical_views
1,6305,18.889871316961944,333.77675761816846,4.904904904904905e-05,0.05,12.240990161895752,3.8716337363177304,11.742390781768629,0.3745292043799356,174.87733941316415,8.0
2,6305,18.200705369003117,346.4151455765989,9.90990990990991e-05,0.05,12.240990161895752,1.9407162049760145,4.500186119374541,0.662223805764854,63.938372323552734,8.0
3,6305,18.42607944016345,342.178053691495,9.926669149154581e-05,0.05,12.240990161895752,1.643763192062998,3.346719773679759,0.7154840770834122,46.40702815226011,8.0
4,6305,19.00686170789413,331.72230623329784,9.703521798576152e-05,0.05,12.240990161895752,1.4455532411182805,2.646892916995509,0.694874990969589,37.549425059476604,8.0
5,6305,18.807504242984578,335.2385259916578,9.337327015150029e-05,0.05,12.240990161895752,1.3381874397196154,2.4800915038935445,0.680755650741916,32.86161776367962,8.0
6,6305,18.858546177856624,334.3311801735396,8.839233672061644e-05,0.05,12.240990161895752,1.252512002747556,2.2865238369692893,0.6669944038096163,29.277532712133226,8.0
7,6305,18.771394161041826,335.8834163253257,8.224406320440445e-05,0.05,12.240990161895752,1.1939668998275836,2.1417102481333816,0.6521869075099784,27.09375,8.0
8,6305,18.603541074786335,338.91397205800047,7.511563501577567e-05,0.05,12.240990161895752,1.144160031468787,2.120097721199683,0.6437514419975402,25.022194686756542,8.0
9,6305,18.62083659484051,338.59917989651433,6.722407857204535e-05,0.05,12.240990161895752,1.0952992958742698,1.966036775223704,0.631221309594934,23.197120340999206,8.0
10,6305,18.592770751100034,339.110296383715,5.8809653882391326e-05,0.05,12.240990161895752,1.0627184499737576,1.9753673817788109,0.6236269909460141,21.951209357652658,8.0
11,6305,18.473366644000635,341.30216335242807,5.012853978397685e-05,0.05,12.240990161895752,1.0260112813594888,1.8757536001001247,0.6082609946249403,20.88817406819984,8.0
12,6305,18.48890810715966,341.0152705317653,4.144503452618164e-05,0.05,12.240990161895752,1.0034790008432992,1.8416995627080326,0.597285072355399,20.308604282315624,8.0
13,6305,18.881783791119233,333.919722296866,3.3023509157709435e-05,0.05,12.240990161895752,0.9873704753822036,1.792108302736547,0.5945312895631147,19.636612807295798,8.0
14,6305,18.572197117144242,339.4859509745226,2.512035869730567e-05,0.05,12.240990161895752,0.9659642326463129,1.7209743678617062,0.5826272078396119,19.163297977795402,8.0
15,6305,18.714719804003835,336.90058232403277,1.797619613629721e-05,0.05,12.240990161895752,0.9538948272732304,1.7525329593247028,0.5786286539732701,18.769389373513086,8.0
16,6305,19.142030692193657,329.379891892622,1.1808526928103131e-05,0.05,12.240990161895752,0.9427164195550046,1.701616130548276,0.5738673693220545,18.441782315622522,8.0
17,6305,18.77041159104556,335.9009987297138,6.8051269913439196e-06,0.05,12.240990161895752,0.9334084071685737,1.6963036479881886,0.5685602428892319,18.247120340999206,8.0
18,6305,18.74667135090567,336.3263739989446,3.118325834564302e-06,0.05,12.240990161895752,0.931530385344488,1.6666367131882864,0.5687389654644324,18.140865384615385,8.0
19,6305,18.65209545311518,338.031724952757,8.603688539774059e-07,0.05,12.240990161895752,0.9228544347159546,1.6036372071310796,0.5645960150589364,17.919433980967487,8.0
20,6305,18.296038350090384,344.61012156595376,1.0000000000000001e-07,0.05,12.240990161895752,0.9259696723165066,1.625231666946865,0.5644867377655549,18.077423671689136,8.0
