sample_id,fold,sample_index,degradation,strength,target_side,vif
fold2_2244,2,2244,defocus,27.0,,0.1319040954
fold3_2456,3,2456,defocus,27.0,,0.0811554268
fold2_2311,2,2311,defocus,27.0,,0.1363383383
fold2_1128,2,1128,defocus,27.0,,0.1612260491
fold2_1082,2,1082,defocus,27.0,,0.1998848319
fold1_1292,1,1292,defocus,27.0,,0.1150541529
fold3_2164,3,2164,defocus,27.0,,0.1327876747
fold1_0651,1,651,defocus,27.0,,0.09645661712
fold1_1332,1,1332,defocus,27.0,,0.1547511965
fold2_1205,2,1205,defocus,27.0,,0.1031981632
fold2_2322,2,2322,defocus,27.0,,0.09231189638
fold3_2544,3,2544,defocus,27.0,,0.1001418233
fold1_1049,1,1049,defocus,27.0,,0.1155431718
fold2_2102,2,2102,defocus,27.0,,0.1146948487
fold3_1696,3,1696,defocus,27.0,,0.1702534407
fold3_0930,3,930,defocus,27.0,,0.09557743371
fold1_1346,1,1346,defocus,27.0,,0.07429157943
fold1_2225,1,2225,defocus,27.0,,0.0991903916
fold1_0722,1,722,defocus,27.0,,0.1488310844
fold3_0852,3,852,defocus,27.0,,0.1427803487
fold2_2117,2,2117,defocus,27.0,,0.122923404
fold1_2483,1,2483,defocus,27.0,,0.1007607356
fold3_1523,3,1523,defocus,27.0,,0.3690900803
fold2_2122,2,2122,defocus,27.0,,0.1250711083
fold3_2230,3,2230,defocus,27.0,,0.1096962988
fold2_2126,2,2126,defocus,27.0,,0.08768333495
fold3_2069,3,2069,defocus,27.0,,0.138127923
fold3_2437,3,2437,defocus,27.0,,0.1446704715
fold2_1869,2,1869,defocus,27.0,,0.09537095577
fold2_0928,2,928,defocus,27.0,,0.1164518669
fold3_1500,3,1500,defocus,27.0,,0.1268812865
fold3_0006,3,6,defocus,27.0,,0.2353339791
fold2_2382,2,2382,defocus,27.0,,0.1332076043
fold1_1564,1,1564,defocus,27.0,,0.1110259593
fold3_2590,3,2590,defocus,27.0,,0.1190294474
fold1_1633,1,1633,defocus,27.0,,0.09780371189
fold2_0798,2,798,defocus,27.0,,0.1160317734
fold2_1088,2,1088,defocus,27.0,,0.164455384
fold1_1095,1,1095,defocus,27.0,,0.1132243499
fold2_2266,2,2266,defocus,27.0,,0.08557551354
fold2_2240,2,2240,defocus,27.0,,0.1141863465
fold3_1267,3,1267,defocus,27.0,,0.137496084
fold2_1367,2,1367,defocus,27.0,,0.1343292743
fold3_2059,3,2059,defocus,27.0,,0.4709101915
fold1_1770,1,1770,defocus,27.0,,0.1243768409
fold2_1997,2,1997,defocus,27.0,,0.08972214162
fold1_2148,1,2148,defocus,27.0,,0.1024277061
fold2_2028,2,2028,defocus,27.0,,0.2201577127
fold3_0882,3,882,defocus,27.0,,0.1380786151
fold3_2389,3,2389,defocus,27.0,,0.1159259379
fold3_2519,3,2519,defocus,27.0,,0.1255046576
fold3_1446,3,1446,defocus,27.0,,0.09460602701
fold1_2561,1,2561,defocus,27.0,,0.1842561364
fold2_0823,2,823,defocus,27.0,,0.105148159
fold1_1769,1,1769,defocus,27.0,,0.1138115004
fold3_1298,3,1298,defocus,27.0,,0.1142269224
fold3_2022,3,2022,defocus,27.0,,0.1394685358
fold3_2024,3,2024,defocus,27.0,,0.2488742918
fold1_2577,1,2577,defocus,27.0,,0.1436619163
fold2_1479,2,1479,defocus,27.0,,0.2153721303
fold3_2452,3,2452,defocus,27.0,,0.05808953941
fold3_2206,3,2206,defocus,27.0,,0.09862125665
fold3_2629,3,2629,defocus,27.0,,0.1325391382
fold1_0440,1,440,defocus,27.0,,0.1492827982
fold1_1336,1,1336,defocus,27.0,,0.2018489391
fold3_1282,3,1282,defocus,27.0,,0.08593870699
fold1_2431,1,2431,defocus,27.0,,0.1104368865
fold3_2254,3,2254,defocus,27.0,,0.1096682549
fold3_1406,3,1406,defocus,27.0,,0.1425858438
fold2_1849,2,1849,defocus,27.0,,0.1860352308
fold3_2257,3,2257,defocus,27.0,,0.09002994746
fold2_0832,2,832,defocus,27.0,,0.0962035954
fold2_0923,2,923,defocus,27.0,,0.1219691783
fold1_1699,1,1699,defocus,27.0,,0.1457094103
fold3_0863,3,863,defocus,27.0,,0.1169426218
fold1_1619,1,1619,defocus,27.0,,0.160330534
fold2_1978,2,1978,defocus,27.0,,0.1250334233
fold2_1137,2,1137,defocus,27.0,,0.156935513
fold3_2615,3,2615,defocus,27.0,,0.1281208992
fold1_2470,1,2470,defocus,27.0,,0.3967835903
fold1_2332,1,2332,defocus,27.0,,0.1374678612
fold1_1298,1,1298,defocus,27.0,,0.122230567
fold3_1058,3,1058,defocus,27.0,,0.1032747626
fold3_2595,3,2595,defocus,27.0,,0.09485691786
fold3_0825,3,825,defocus,27.0,,0.1887579709
fold2_1286,2,1286,defocus,27.0,,0.1215334386
fold2_1905,2,1905,defocus,27.0,,0.1072927341
fold1_1296,1,1296,defocus,27.0,,0.1380937546
fold3_2228,3,2228,defocus,27.0,,0.1459580958
fold2_0917,2,917,defocus,27.0,,0.1525372863
fold2_2260,2,2260,defocus,27.0,,0.09582066536
fold2_0920,2,920,defocus,27.0,,0.1557546854
fold3_2596,3,2596,defocus,27.0,,0.1283953041
fold3_2144,3,2144,defocus,27.0,,0.2527665794
fold2_2329,2,2329,defocus,27.0,,0.1041069403
fold3_2434,3,2434,defocus,27.0,,0.1193500683
fold1_0083,1,83,defocus,27.0,,0.1519109309
fold3_0950,3,950,defocus,27.0,,0.1122813597
fold3_2152,3,2152,defocus,27.0,,0.08306341618
fold3_0936,3,936,defocus,27.0,,0.1082002223
fold3_1601,3,1601,defocus,27.0,,0.1384085417
fold3_2427,3,2427,defocus,27.0,,0.08346965909
fold3_2349,3,2349,defocus,27.0,,0.1420228779
fold3_0182,3,182,defocus,27.0,,0.1413824409
fold1_2112,1,2112,defocus,27.0,,0.2002084553
fold3_0949,3,949,defocus,27.0,,0.1755265445
fold1_1039,1,1039,defocus,27.0,,0.1355473548
fold1_2427,1,2427,defocus,27.0,,0.08377518505
fold1_1091,1,1091,defocus,27.0,,0.2839049101
fold3_2176,3,2176,defocus,27.0,,0.09860057384
fold2_0023,2,23,defocus,27.0,,0.1283168644
fold1_1012,1,1012,defocus,27.0,,0.1613037884
fold3_2424,3,2424,defocus,27.0,,0.125393033
fold1_2291,1,2291,defocus,27.0,,0.09182780236
fold1_2216,1,2216,defocus,27.0,,0.1140112057
fold1_2354,1,2354,defocus,27.0,,0.1142302528
fold3_1206,3,1206,defocus,27.0,,0.09713898599
fold2_2125,2,2125,defocus,27.0,,0.1339137852
fold2_0673,2,673,defocus,27.0,,0.2226366997
fold3_1013,3,1013,defocus,27.0,,0.1140260696
fold1_2254,1,2254,defocus,27.0,,0.09317828715
fold2_2245,2,2245,defocus,27.0,,0.205146715
fold3_2465,3,2465,defocus,27.0,,0.1561064422
fold2_2020,2,2020,defocus,27.0,,0.06166081131
fold3_2139,3,2139,defocus,27.0,,0.06942670047
fold2_1583,2,1583,defocus,27.0,,0.2897655666
fold3_2055,3,2055,defocus,27.0,,0.1143242121
fold3_1600,3,1600,defocus,27.0,,0.1303441077
fold2_1225,2,1225,defocus,27.0,,0.09816634655
fold3_2195,3,2195,defocus,27.0,,0.1098608747
fold3_1755,3,1755,defocus,27.0,,0.1696085185
fold1_2449,1,2449,defocus,27.0,,0.1760130525
fold1_1447,1,1447,defocus,27.0,,0.2081788629
fold1_1787,1,1787,defocus,27.0,,0.1113691777
fold3_1372,3,1372,defocus,27.0,,0.1667060703
fold3_2561,3,2561,defocus,27.0,,0.1841827184
fold3_0978,3,978,defocus,27.0,,0.1007424518
fold3_0915,3,915,defocus,27.0,,0.1018326879
fold2_2276,2,2276,defocus,27.0,,0.06842304766
fold1_1425,1,1425,defocus,27.0,,0.1074711457
fold2_1337,2,1337,defocus,27.0,,0.1349130124
fold2_2120,2,2120,defocus,27.0,,0.1505583227
fold1_0881,1,881,defocus,27.0,,0.1281746328
fold3_1405,3,1405,defocus,27.0,,0.2017220855
fold3_0143,3,143,defocus,27.0,,0.1893263757
fold2_0873,2,873,defocus,27.0,,0.1199858338
fold1_2484,1,2484,defocus,27.0,,0.09317553788
fold2_2370,2,2370,defocus,27.0,,0.1178484559
fold2_2296,2,2296,defocus,27.0,,0.143935442
fold1_2329,1,2329,defocus,27.0,,0.09713765979
fold1_2507,1,2507,defocus,27.0,,0.09844584763
fold2_1224,2,1224,defocus,27.0,,0.1136726066
fold1_1089,1,1089,defocus,27.0,,0.1389874071
fold3_2392,3,2392,defocus,27.0,,0.1112751663
fold3_1030,3,1030,defocus,27.0,,0.1204152629
fold2_2288,2,2288,defocus,27.0,,0.2369573116
fold2_2284,2,2284,defocus,27.0,,0.1073345616
fold3_2495,3,2495,defocus,27.0,,0.1147932783
fold3_2487,3,2487,defocus,27.0,,0.1625805199
fold1_1083,1,1083,defocus,27.0,,0.1025197804
fold3_2270,3,2270,defocus,27.0,,0.1012292877
fold1_0879,1,879,defocus,27.0,,0.1046337932
fold3_0766,3,766,defocus,27.0,,0.1019131988
fold3_1273,3,1273,defocus,27.0,,0.0963716954
fold3_2565,3,2565,defocus,27.0,,0.1632352173
fold3_2409,3,2409,defocus,27.0,,0.1037335694
fold3_1209,3,1209,defocus,27.0,,0.1822001189
fold3_0976,3,976,defocus,27.0,,0.1093315482
fold3_1608,3,1608,defocus,27.0,,0.08072322607
fold3_2582,3,2582,defocus,27.0,,0.1131655201
fold1_2510,1,2510,defocus,27.0,,0.0721308738
fold2_1841,2,1841,defocus,27.0,,0.1130587459
fold1_2328,1,2328,defocus,27.0,,0.1064095646
fold2_2014,2,2014,defocus,27.0,,0.1315228343
fold2_2241,2,2241,defocus,27.0,,0.1408502012
fold2_1376,2,1376,defocus,27.0,,0.0912828818
fold1_2544,1,2544,defocus,27.0,,0.1936459839
fold1_0917,1,917,defocus,27.0,,0.1012563333
fold2_1478,2,1478,defocus,27.0,,0.1493991464
fold2_1473,2,1473,defocus,27.0,,1.391468883
fold3_2599,3,2599,defocus,27.0,,0.1447343081
fold3_1979,3,1979,defocus,27.0,,0.08138342202
fold1_2102,1,2102,defocus,27.0,,0.1512577534
fold1_2218,1,2218,defocus,27.0,,0.09602177888
fold2_1381,2,1381,defocus,27.0,,0.08531025797
fold2_1935,2,1935,defocus,27.0,,0.1495762318
fold1_1341,1,1341,defocus,27.0,,0.145192638
fold1_0703,1,703,defocus,27.0,,0.1823574156
fold1_2404,1,2404,defocus,27.0,,0.1286823601
fold2_0925,2,925,defocus,27.0,,0.1198810413
fold2_1243,2,1243,defocus,27.0,,0.1298616976
fold3_2630,3,2630,defocus,27.0,,0.1338469237
fold1_1928,1,1928,defocus,27.0,,0.224208504
fold2_0922,2,922,defocus,27.0,,0.1600673348
fold2_1838,2,1838,defocus,27.0,,0.1093863249
fold1_2588,1,2588,defocus,27.0,,0.1077688858
fold3_0869,3,869,defocus,27.0,,0.1360674351
fold1_0972,1,972,defocus,27.0,,0.111228697
fold1_2439,1,2439,defocus,27.0,,0.09329435974
fold3_2515,3,2515,defocus,27.0,,0.1451111585
fold3_2379,3,2379,defocus,27.0,,0.2063311189
fold1_2575,1,2575,defocus,27.0,,0.1401309818
fold2_0865,2,865,defocus,27.0,,0.09153150022
fold2_1918,2,1918,defocus,27.0,,0.1493710279
fold3_2421,3,2421,defocus,27.0,,0.1048518866
fold1_0919,1,919,defocus,27.0,,0.1022629291
fold1_2359,1,2359,defocus,27.0,,0.124478817
fold1_2117,1,2117,defocus,27.0,,0.3520229757
fold1_0937,1,937,defocus,27.0,,0.1098876595
fold1_1789,1,1789,defocus,27.0,,0.1285504699
fold2_0772,2,772,defocus,27.0,,0.2543458939
fold2_0747,2,747,defocus,27.0,,0.0659994483
fold1_2261,1,2261,defocus,27.0,,0.1010989547
fold3_0826,3,826,defocus,27.0,,0.1812264919
fold3_2425,3,2425,defocus,27.0,,0.1006885916
fold3_2453,3,2453,defocus,27.0,,0.09209104627
fold3_1584,3,1584,defocus,27.0,,0.1153827831
fold2_0957,2,957,defocus,27.0,,0.145034492
fold2_0811,2,811,defocus,27.0,,0.1086462885
fold2_2477,2,2477,defocus,27.0,,0.2161263824
fold1_2385,1,2385,defocus,27.0,,0.1025567427
fold1_1623,1,1623,defocus,27.0,,0.094258219
fold3_2219,3,2219,defocus,27.0,,0.1740421951
fold2_1050,2,1050,defocus,27.0,,0.09366315603
fold2_0215,2,215,defocus,27.0,,0.1074804664
fold1_1351,1,1351,defocus,27.0,,0.1076510027
fold1_0955,1,955,defocus,27.0,,0.1042435616
fold1_0853,1,853,defocus,27.0,,0.101538673
fold2_1476,2,1476,defocus,27.0,,0.1414839029
fold3_2399,3,2399,defocus,27.0,,0.2758773267
fold2_2251,2,2251,defocus,27.0,,0.1158693284
fold3_1104,3,1104,defocus,27.0,,0.1157004982
fold3_2410,3,2410,defocus,27.0,,0.1344359964
fold2_0985,2,985,defocus,27.0,,0.133191824
fold3_0816,3,816,defocus,27.0,,0.1881035566
fold1_2571,1,2571,defocus,27.0,,0.1385609061
fold1_2365,1,2365,defocus,27.0,,0.1629420519
fold1_1654,1,1654,defocus,27.0,,0.117034249
fold1_1947,1,1947,defocus,27.0,,0.145643726
fold2_1955,2,1955,defocus,27.0,,0.1193992347
fold2_2137,2,2137,defocus,27.0,,0.09255376458
fold2_1861,2,1861,defocus,27.0,,0.2594717145
fold2_0608,2,608,defocus,27.0,,0.1474838555
fold2_1510,2,1510,defocus,27.0,,0.1245380044
fold3_2597,3,2597,defocus,27.0,,0.1292715371
fold2_1187,2,1187,defocus,27.0,,0.1569955796
fold2_2169,2,2169,defocus,27.0,,0.1023450568
fold1_0475,1,475,defocus,27.0,,0.1155912131
fold3_2540,3,2540,defocus,27.0,,0.0947002396
fold3_1320,3,1320,defocus,27.0,,0.1700457036
fold3_1050,3,1050,defocus,27.0,,0.182159096
fold1_2308,1,2308,defocus,27.0,,0.1743825674
fold1_2227,1,2227,defocus,27.0,,0.150016889
fold3_0984,3,984,defocus,27.0,,0.09417013824
fold1_2304,1,2304,defocus,27.0,,0.1680723429
fold2_1862,2,1862,defocus,27.0,,0.1270162016
fold2_2165,2,2165,defocus,27.0,,0.1011350155
fold1_1310,1,1310,defocus,27.0,,0.08866963536
fold3_0933,3,933,defocus,27.0,,0.1069063693
fold1_1105,1,1105,defocus,27.0,,0.162122488
fold1_2444,1,2444,defocus,27.0,,0.108018674
fold3_0961,3,961,defocus,27.0,,0.0993212685
fold1_1786,1,1786,defocus,27.0,,0.1398915797
fold1_2257,1,2257,defocus,27.0,,0.09983251989
fold1_1427,1,1427,defocus,27.0,,0.1238744408
fold1_0443,1,443,defocus,27.0,,0.2004265785
fold2_2337,2,2337,defocus,27.0,,0.1309131086
fold3_2600,3,2600,defocus,27.0,,0.1689747572
fold2_2421,2,2421,defocus,27.0,,0.1719079167
fold2_0807,2,807,defocus,27.0,,0.09204545617
fold2_1807,2,1807,defocus,27.0,,0.2730050087
fold1_1273,1,1273,defocus,27.0,,0.1066218987
fold3_2678,3,2678,defocus,27.0,,0.1134834141
fold2_1596,2,1596,defocus,27.0,,0.3794410825
fold2_2247,2,2247,defocus,27.0,,0.3022755682
fold1_2315,1,2315,defocus,27.0,,0.1202423945
fold3_2236,3,2236,defocus,27.0,,0.115801312
fold1_1575,1,1575,defocus,27.0,,0.1560945064
fold3_1526,3,1526,defocus,27.0,,0.09795898199
fold1_2452,1,2452,defocus,27.0,,0.1794281453
fold2_0812,2,812,defocus,27.0,,0.1233735979
fold1_2493,1,2493,defocus,27.0,,0.140515238
fold3_0828,3,828,defocus,27.0,,0.09580763429
fold2_1501,2,1501,defocus,27.0,,0.1039077342
fold1_2124,1,2124,defocus,27.0,,0.1126547754
fold3_2167,3,2167,defocus,27.0,,0.1226660088
fold2_2282,2,2282,defocus,27.0,,0.1628464162
fold3_1424,3,1424,defocus,27.0,,0.08761812001
fold3_2233,3,2233,defocus,27.0,,0.1339606345
fold3_2557,3,2557,defocus,27.0,,0.2687061131
fold2_0791,2,791,defocus,27.0,,0.08437909931
fold3_2359,3,2359,defocus,27.0,,0.1078064591
fold3_2393,3,2393,defocus,27.0,,0.0990639478
fold1_2496,1,2496,defocus,27.0,,0.07388584316
fold1_1286,1,1286,defocus,27.0,,0.1329214424
fold2_2035,2,2035,defocus,27.0,,0.09775380045
fold2_1986,2,1986,defocus,27.0,,0.1192615405
fold2_0182,2,182,defocus,27.0,,0.1015370041
fold2_2422,2,2422,defocus,27.0,,0.1228222996
fold1_1221,1,1221,defocus,27.0,,0.1814033091
fold1_2487,1,2487,defocus,27.0,,0.1624471247
fold1_0024,1,24,defocus,27.0,,0.1790852249
fold2_2420,2,2420,defocus,27.0,,0.09650668502
fold3_0389,3,389,defocus,27.0,,0.2175251842
fold2_1784,2,1784,defocus,27.0,,0.2377060503
fold3_1412,3,1412,defocus,27.0,,0.1384727061
fold1_2437,1,2437,defocus,27.0,,0.08310461044
fold2_0956,2,956,defocus,27.0,,0.1284827143
fold2_2052,2,2052,defocus,27.0,,0.1180010512
fold3_2130,3,2130,defocus,27.0,,0.182743907
fold2_0824,2,824,defocus,27.0,,0.1563084275
fold1_2300,1,2300,defocus,27.0,,0.1032654867
fold3_1597,3,1597,defocus,27.0,,0.1777506471
fold1_2529,1,2529,defocus,27.0,,0.1178094521
fold3_1452,3,1452,defocus,27.0,,0.1331040114
fold2_0856,2,856,defocus,27.0,,0.08469522744
fold2_1179,2,1179,defocus,27.0,,0.1543473154
fold1_1213,1,1213,defocus,27.0,,0.1384433359
fold1_2364,1,2364,defocus,27.0,,0.1164369956
fold1_0094,1,94,defocus,27.0,,0.1321711242
fold1_2440,1,2440,defocus,27.0,,0.07179860771
fold3_0939,3,939,defocus,27.0,,0.09148728102
fold2_0863,2,863,defocus,27.0,,0.1076375917
fold1_1661,1,1661,defocus,27.0,,0.1578722894
fold2_0495,2,495,defocus,27.0,,0.13484402
fold3_1433,3,1433,defocus,27.0,,0.1250656992
fold2_0847,2,847,defocus,27.0,,0.08578325808
fold2_2328,2,2328,defocus,27.0,,0.1037058607
fold2_1009,2,1009,defocus,27.0,,0.1260564625
fold3_2448,3,2448,defocus,27.0,,0.1805942953
fold1_2495,1,2495,defocus,27.0,,0.09721489251
fold1_2195,1,2195,defocus,27.0,,0.1068916693
fold1_0974,1,974,defocus,27.0,,0.1191179454
fold2_0046,2,46,defocus,27.0,,0.1504797339
fold2_2064,2,2064,defocus,27.0,,0.1065273359
fold3_2646,3,2646,defocus,27.0,,0.1234532222
fold1_2327,1,2327,defocus,27.0,,0.1087261587
fold2_2217,2,2217,defocus,27.0,,0.1254935116
fold2_2134,2,2134,defocus,27.0,,0.1129101291
fold2_1251,2,1251,defocus,27.0,,0.1035751402
fold1_0046,1,46,defocus,27.0,,0.1140606254
fold1_2589,1,2589,defocus,27.0,,0.1005794406
fold2_1363,2,1363,defocus,27.0,,0.1985454261
fold3_1127,3,1127,defocus,27.0,,0.1122899503
fold2_1156,2,1156,defocus,27.0,,0.1263098121
fold1_2341,1,2341,defocus,27.0,,0.1916899085
fold3_0997,3,997,defocus,27.0,,0.110944964
fold2_2263,2,2263,defocus,27.0,,0.1320564151
fold3_1196,3,1196,defocus,27.0,,0.08948842436
fold3_1651,3,1651,defocus,27.0,,0.1120983586
fold1_2481,1,2481,defocus,27.0,,0.08896400779
fold2_1892,2,1892,defocus,27.0,,0.242211014
fold1_1062,1,1062,defocus,27.0,,0.09764475375
fold2_0904,2,904,defocus,27.0,,0.1146869883
fold3_1570,3,1570,defocus,27.0,,0.290681839
fold2_0866,2,866,defocus,27.0,,0.1045634821
fold3_2223,3,2223,defocus,27.0,,0.1410829276
fold3_2336,3,2336,defocus,27.0,,0.09590253979
fold3_2627,3,2627,defocus,27.0,,0.1534987688
fold1_1806,1,1806,defocus,27.0,,0.1073191836
fold3_1097,3,1097,defocus,27.0,,0.08814561367
fold3_2212,3,2212,defocus,27.0,,0.1148407087
fold3_2153,3,2153,defocus,27.0,,0.07706106454
fold2_2270,2,2270,defocus,27.0,,0.104684718
fold1_1899,1,1899,defocus,27.0,,0.1815088391
fold1_2223,1,2223,defocus,27.0,,0.1021820977
fold2_1412,2,1412,defocus,27.0,,0.112538144
fold1_0211,1,211,defocus,27.0,,0.1677967608
fold3_1573,3,1573,defocus,27.0,,0.1672110558
fold2_2343,2,2343,defocus,27.0,,0.1190910563
fold2_1891,2,1891,defocus,27.0,,0.1912093908
fold2_1011,2,1011,defocus,27.0,,0.1141816229
fold2_1494,2,1494,defocus,27.0,,0.1402885765
fold2_2164,2,2164,defocus,27.0,,0.109040156
fold1_2569,1,2569,defocus,27.0,,0.1542381942
fold3_0983,3,983,defocus,27.0,,0.09815099835
fold3_2345,3,2345,defocus,27.0,,0.1564167291
fold1_0956,1,956,defocus,27.0,,0.096260719
fold3_2138,3,2138,defocus,27.0,,0.07105044276
fold1_2323,1,2323,defocus,27.0,,0.1437464207
fold3_1862,3,1862,defocus,27.0,,1.995789051
fold3_1072,3,1072,defocus,27.0,,0.09234012663
fold1_2177,1,2177,defocus,27.0,,0.2051502913
fold1_1898,1,1898,defocus,27.0,,0.1973444372
fold1_1179,1,1179,defocus,27.0,,0.08334410936
fold1_2425,1,2425,defocus,27.0,,0.09411209822
fold3_2504,3,2504,defocus,27.0,,0.1520044357
fold3_2545,3,2545,defocus,27.0,,0.09316968173
fold3_0086,3,86,defocus,27.0,,0.2444033325
fold3_2542,3,2542,defocus,27.0,,0.09952576458
fold3_2239,3,2239,defocus,27.0,,0.1383502036
fold3_2004,3,2004,defocus,27.0,,0.1071627736
fold1_2383,1,2383,defocus,27.0,,0.1303081065
fold3_1670,3,1670,defocus,27.0,,0.211750716
fold3_2121,3,2121,defocus,27.0,,0.1790670156
fold1_1551,1,1551,defocus,27.0,,0.1572589427
fold1_2501,1,2501,defocus,27.0,,0.1756985784
fold3_1083,3,1083,defocus,27.0,,0.09904982895
fold2_1238,2,1238,defocus,27.0,,0.1115459278
fold2_2034,2,2034,defocus,27.0,,0.1171055213
fold3_2271,3,2271,defocus,27.0,,0.1087709144
fold2_2203,2,2203,defocus,27.0,,0.3603748679
fold1_2461,1,2461,defocus,27.0,,0.1212616339
fold3_1556,3,1556,defocus,27.0,,0.1123748124
fold2_2299,2,2299,defocus,27.0,,0.1679225564
fold2_2030,2,2030,defocus,27.0,,0.08684463054
fold3_0947,3,947,defocus,27.0,,0.1265205145
fold3_1538,3,1538,defocus,27.0,,0.1424507797
fold3_2569,3,2569,defocus,27.0,,0.07406684756
fold1_1099,1,1099,defocus,27.0,,0.1147507504
fold3_2358,3,2358,defocus,27.0,,0.1320267618
fold1_1909,1,1909,defocus,27.0,,0.216411218
fold1_0971,1,971,defocus,27.0,,0.1495739669
fold3_2623,3,2623,defocus,27.0,,0.128162235
fold1_0666,1,666,defocus,27.0,,0.2096539736
fold3_0963,3,963,defocus,27.0,,0.09444715828
fold3_0871,3,871,defocus,27.0,,0.1220970452
fold3_1207,3,1207,defocus,27.0,,0.1410102844
fold3_2344,3,2344,defocus,27.0,,0.155220896
fold2_2308,2,2308,defocus,27.0,,0.1350307018
fold3_2443,3,2443,defocus,27.0,,0.1023328602
fold3_1054,3,1054,defocus,27.0,,0.2129041553
fold1_0991,1,991,defocus,27.0,,0.1212820858
fold1_2088,1,2088,defocus,27.0,,0.09577504545
fold1_2267,1,2267,defocus,27.0,,1.59002316
fold2_2357,2,2357,defocus,27.0,,0.1415113211
fold2_1468,2,1468,defocus,27.0,,0.1393681318
fold2_1748,2,1748,defocus,27.0,,0.1858532578
fold3_0878,3,878,defocus,27.0,,0.1371137649
fold2_1561,2,1561,defocus,27.0,,0.122927025
fold2_0880,2,880,defocus,28.0,,0.1422285885
fold2_2119,2,2119,defocus,28.0,,0.1249037385
fold2_1263,2,1263,defocus,28.0,,0.1372379959
fold3_2310,3,2310,defocus,28.0,,0.2044433653
fold3_1332,3,1332,defocus,28.0,,0.1431608945
fold1_2361,1,2361,defocus,28.0,,0.1610631198
fold2_2313,2,2313,defocus,28.0,,0.1183508858
fold1_2402,1,2402,defocus,28.0,,0.1443098634
fold2_1948,2,1948,defocus,28.0,,0.2046550512
fold1_1277,1,1277,defocus,28.0,,0.08265068382
fold2_2338,2,2338,defocus,28.0,,0.1486112028
fold2_1335,2,1335,defocus,28.0,,0.0949241817
fold2_0848,2,848,defocus,28.0,,0.09094480425
fold1_2188,1,2188,defocus,28.0,,0.108143732
fold3_1308,3,1308,defocus,28.0,,0.118556045
fold2_0901,2,901,defocus,28.0,,0.1113738269
fold1_0890,1,890,defocus,28.0,,0.168478325
fold2_1008,2,1008,defocus,28.0,,0.1113415286
fold2_1920,2,1920,defocus,28.0,,0.2260543555
fold1_2141,1,2141,defocus,28.0,,0.2809653878
fold1_1159,1,1159,defocus,28.0,,0.1192337275
fold2_2331,2,2331,defocus,28.0,,0.09126827121
fold2_1449,2,1449,defocus,28.0,,0.1391251981
fold2_1289,2,1289,defocus,28.0,,0.1444594562
fold2_1215,2,1215,defocus,28.0,,0.1251895577
fold3_1154,3,1154,defocus,28.0,,0.1951110661
fold3_0200,3,200,defocus,28.0,,0.1546144783
fold1_0941,1,941,defocus,28.0,,0.09483897686
fold1_1851,1,1851,defocus,28.0,,0.2604322433
fold1_2478,1,2478,defocus,28.0,,0.09182897955
fold2_1209,2,1209,defocus,28.0,,0.1041819751
fold2_0906,2,906,defocus,28.0,,0.09458977729
fold2_1301,2,1301,defocus,28.0,,0.1157341152
fold1_1652,1,1652,defocus,28.0,,0.1469455957
fold1_2475,1,2475,defocus,28.0,,0.1350806504
fold3_2517,3,2517,defocus,28.0,,0.1763442308
fold3_2201,3,2201,defocus,28.0,,0.09510726482
fold2_0859,2,859,defocus,28.0,,0.07400597632
fold1_1334,1,1334,defocus,28.0,,0.1564544439
fold3_2710,3,2710,defocus,28.0,,0.08811348677
fold2_2369,2,2369,defocus,28.0,,0.1326495558
fold1_0998,1,998,defocus,28.0,,0.2354414314
fold1_0064,1,64,defocus,28.0,,0.09034026414
fold1_2136,1,2136,defocus,28.0,,0.167760849
fold3_1134,3,1134,defocus,28.0,,0.1293935925
fold3_1493,3,1493,defocus,28.0,,0.1061128378
fold2_0907,2,907,defocus,28.0,,0.1266489476
fold1_2014,1,2014,defocus,28.0,,0.2211478651
fold2_0575,2,575,defocus,28.0,,0.172381565
fold3_2541,3,2541,defocus,28.0,,0.1002876461
fold3_1990,3,1990,defocus,28.0,,0.4616204798
fold1_2372,1,2372,defocus,28.0,,0.1359444708
fold3_1043,3,1043,defocus,28.0,,0.2059843391
fold2_1405,2,1405,defocus,28.0,,0.1316551864
fold3_2235,3,2235,defocus,28.0,,0.1425529271
fold3_1477,3,1477,defocus,28.0,,0.1667851061
fold2_2321,2,2321,defocus,28.0,,0.1182696
fold2_0535,2,535,defocus,28.0,,0.1287048459
fold2_0006,2,6,defocus,28.0,,0.2083032429
fold1_1212,1,1212,defocus,28.0,,0.1518968195
fold3_1982,3,1982,defocus,28.0,,0.2870604992
fold1_2321,1,2321,defocus,28.0,,0.1442754567
fold1_2502,1,2502,defocus,28.0,,0.1754721403
fold1_2293,1,2293,defocus,28.0,,0.1211854741
fold1_0973,1,973,defocus,28.0,,0.1325876862
fold3_2075,3,2075,defocus,28.0,,0.2237264067
fold1_1767,1,1767,defocus,28.0,,0.1449960768
fold2_0741,2,741,defocus,28.0,,0.09272331744
fold3_2184,3,2184,defocus,28.0,,0.1301523298
fold1_2083,1,2083,defocus,28.0,,0.1383121014
fold1_0183,1,183,defocus,28.0,,0.1440780014
fold3_2549,3,2549,defocus,28.0,,0.1050319821
fold1_2533,1,2533,defocus,28.0,,0.1098543704
fold1_2582,1,2582,defocus,28.0,,0.1377308518
