sample_id,fold,sample_index,degradation,strength,target_side,vif
fold1_2372,1,2372,defocus,16.0,,0.1395572722
fold3_1043,3,1043,defocus,16.0,,0.1999614239
fold2_1405,2,1405,defocus,16.0,,0.1346197575
fold3_2235,3,2235,defocus,16.0,,0.1005599722
fold3_1477,3,1477,defocus,16.0,,0.1416810602
fold2_2321,2,2321,defocus,16.0,,0.1230022684
fold2_0535,2,535,defocus,16.0,,0.1567088515
fold2_0006,2,6,defocus,16.0,,0.2045682818
fold1_1212,1,1212,defocus,16.0,,0.1402266026
fold3_1982,3,1982,defocus,16.0,,0.2732061148
fold1_2321,1,2321,defocus,16.0,,0.142655462
fold1_2502,1,2502,defocus,16.0,,0.1768693179
fold1_2293,1,2293,defocus,16.0,,0.1405613273
fold1_0973,1,973,defocus,16.0,,0.1173988134
fold3_2075,3,2075,defocus,16.0,,0.2260074168
fold1_1767,1,1767,defocus,16.0,,0.15061149
fold2_0741,2,741,defocus,16.0,,0.09426753223
fold3_2184,3,2184,defocus,16.0,,0.1067992598
fold1_2083,1,2083,defocus,16.0,,0.1376853734
fold1_0183,1,183,defocus,16.0,,0.1803170145
fold3_2549,3,2549,defocus,16.0,,0.08397111297
fold1_2533,1,2533,defocus,16.0,,0.1309611201
fold1_2582,1,2582,defocus,16.0,,0.1873840392
fold3_2418,3,2418,defocus,16.0,,0.1743662059
fold3_2095,3,2095,defocus,16.0,,0.1517094374
fold1_1185,1,1185,defocus,16.0,,0.1072749794
fold3_1335,3,1335,defocus,16.0,,0.1351116151
fold2_1141,2,1141,defocus,16.0,,0.1757730246
fold3_1028,3,1028,defocus,16.0,,0.125734359
fold2_2050,2,2050,defocus,16.0,,0.07794196904
fold3_1238,3,1238,defocus,16.0,,0.1267620474
fold1_1326,1,1326,defocus,16.0,,0.1251443028
fold3_0727,3,727,defocus,16.0,,0.1076275036
fold1_0026,1,26,defocus,16.0,,0.1677166373
fold1_1525,1,1525,defocus,16.0,,0.1031410918
fold3_2085,3,2085,defocus,16.0,,0.1735131145
fold1_2419,1,2419,defocus,16.0,,0.08917795122
fold3_2621,3,2621,defocus,16.0,,0.1241260543
fold2_2297,2,2297,defocus,16.0,,0.187017262
fold1_1040,1,1040,defocus,16.0,,0.0860786736
fold2_1498,2,1498,defocus,16.0,,0.09676582366
fold1_1803,1,1803,defocus,16.0,,0.1852189451
fold3_2598,3,2598,defocus,16.0,,0.14263089
fold3_1079,3,1079,defocus,16.0,,0.1428820789
fold1_2260,1,2260,defocus,16.0,,0.1063342467
fold2_2423,2,2423,defocus,16.0,,0.1632373333
fold3_2196,3,2196,defocus,16.0,,0.1014818326
fold1_0387,1,387,defocus,16.0,,0.1890254617
fold3_2100,3,2100,defocus,16.0,,0.1549860984
fold2_1814,2,1814,defocus,16.0,,0.160976544
fold1_2543,1,2543,defocus,16.0,,0.1740098596
fold2_1144,2,1144,defocus,16.0,,0.1223170906
fold3_2526,3,2526,defocus,16.0,,0.1115515307
fold2_1578,2,1578,defocus,16.0,,0.2010268867
fold2_2255,2,2255,defocus,16.0,,0.08876121044
fold3_1198,3,1198,defocus,16.0,,0.09047529846
fold2_2072,2,2072,defocus,16.0,,0.1193912327
fold1_1354,1,1354,defocus,16.0,,0.1025390252
fold2_1467,2,1467,defocus,16.0,,0.1298132986
fold1_1437,1,1437,defocus,16.0,,0.1567134857
fold2_1974,2,1974,defocus,16.0,,0.1339147091
fold1_2265,1,2265,defocus,16.0,,1.066591978
fold3_1032,3,1032,defocus,16.0,,0.1196237504
fold3_1936,3,1936,defocus,16.0,,0.1313366443
fold1_2549,1,2549,defocus,16.0,,0.1767231822
fold1_1117,1,1117,defocus,16.0,,0.1953988522
fold3_0732,3,732,defocus,16.0,,0.1434019953
fold3_2442,3,2442,defocus,16.0,,0.1307309717
fold1_2266,1,2266,defocus,16.0,,0.0954990238
fold3_1255,3,1255,defocus,16.0,,0.1168477982
fold1_1355,1,1355,defocus,16.0,,0.1041181535
fold2_1455,2,1455,defocus,16.0,,0.1294413656
fold1_0893,1,893,defocus,16.0,,0.1114290729
fold2_1572,2,1572,defocus,16.0,,0.1852100939
fold2_2032,2,2032,defocus,16.0,,0.09498824924
fold1_0903,1,903,defocus,16.0,,0.1393922865
fold1_2259,1,2259,defocus,16.0,,0.1118184477
fold1_1530,1,1530,defocus,16.0,,0.2259279341
fold1_0869,1,869,defocus,16.0,,0.2308776677
fold1_2350,1,2350,defocus,16.0,,0.1973513812
fold2_1226,2,1226,defocus,16.0,,0.1212930381
fold1_1191,1,1191,defocus,16.0,,0.1086583436
fold2_2258,2,2258,defocus,16.0,,0.07868417352
fold2_1893,2,1893,defocus,16.0,,0.2802011371
fold2_2024,2,2024,defocus,16.0,,0.1156131327
fold2_2106,2,2106,defocus,16.0,,0.1051495895
fold3_0992,3,992,defocus,16.0,,0.08154129982
fold2_1867,2,1867,defocus,16.0,,0.09020185471
fold2_2111,2,2111,defocus,16.0,,0.1054887474
fold3_0030,3,30,defocus,16.0,,0.1418635994
fold1_0810,1,810,defocus,16.0,,0.2034030259
fold3_0808,3,808,defocus,16.0,,0.1070108637
fold3_1085,3,1085,defocus,16.0,,0.0894447118
fold2_1858,2,1858,defocus,16.0,,0.07570654154
fold2_2073,2,2073,defocus,16.0,,0.1017435044
fold3_2355,3,2355,defocus,16.0,,0.1352710724
fold2_0862,2,862,defocus,16.0,,0.09793911874
fold3_2083,3,2083,defocus,16.0,,0.1898109317
fold3_0740,3,740,defocus,16.0,,0.1154310405
fold3_2281,3,2281,defocus,16.0,,0.1303945184
fold2_0441,2,441,defocus,16.0,,0.1560735404
fold3_2046,3,2046,defocus,16.0,,0.1040199101
fold2_1139,2,1139,defocus,16.0,,0.1443734616
fold3_2352,3,2352,defocus,16.0,,0.1259179264
fold3_1970,3,1970,defocus,16.0,,0.1279930472
fold2_0619,2,619,defocus,16.0,,0.1397696882
fold1_1124,1,1124,defocus,16.0,,0.190052554
fold3_0874,3,874,defocus,16.0,,0.1242594868
fold1_2286,1,2286,defocus,16.0,,0.09963542223
fold1_0787,1,787,defocus,16.0,,0.1153272167
fold1_1172,1,1172,defocus,16.0,,0.09827521443
fold3_2007,3,2007,defocus,16.0,,0.07858775556
fold1_1138,1,1138,defocus,16.0,,0.1120952889
fold3_2041,3,2041,defocus,16.0,,0.08397646993
fold1_1497,1,1497,defocus,16.0,,0.1711881608
fold3_0893,3,893,defocus,16.0,,0.09580074251
fold3_1287,3,1287,defocus,16.0,,0.1189177856
fold2_1227,2,1227,defocus,16.0,,0.1105984896
fold2_1486,2,1486,defocus,16.0,,0.156610921
fold3_2585,3,2585,defocus,16.0,,0.09131354839
fold3_2451,3,2451,defocus,16.0,,0.07540140301
fold1_1217,1,1217,defocus,16.0,,0.1335250735
fold1_2590,1,2590,defocus,16.0,,0.1326180845
fold3_1557,3,1557,defocus,16.0,,0.124244757
fold3_1564,3,1564,defocus,16.0,,0.2038576901
fold3_1100,3,1100,defocus,16.0,,0.0907881707
fold3_0829,3,829,defocus,16.0,,0.09833271056
fold3_0872,3,872,defocus,16.0,,0.1306513846
fold3_2612,3,2612,defocus,16.0,,0.1394301802
fold3_2076,3,2076,defocus,16.0,,0.2756738067
fold3_2231,3,2231,defocus,16.0,,0.1034253091
fold1_1609,1,1609,defocus,16.0,,0.09854210168
fold1_2183,1,2183,defocus,16.0,,0.1063869819
fold2_0888,2,888,defocus,16.0,,0.1197014675
fold1_1035,1,1035,defocus,16.0,,0.07083965838
fold2_0973,2,973,defocus,16.0,,0.1387399882
fold3_0990,3,990,defocus,16.0,,0.093229644
fold3_2226,3,2226,defocus,16.0,,0.1463990659
fold3_2480,3,2480,defocus,16.0,,0.1346768141
fold2_1474,2,1474,defocus,16.0,,0.1170180291
fold2_2237,2,2237,defocus,16.0,,0.1606428921
fold3_1313,3,1313,defocus,16.0,,0.1011293754
fold1_0446,1,446,defocus,16.0,,0.139901951
fold3_1920,3,1920,defocus,16.0,,0.1735445708
fold1_2171,1,2171,defocus,16.0,,0.1329616308
fold2_2231,2,2231,defocus,16.0,,0.1460589319
fold2_1436,2,1436,defocus,16.0,,0.111088343
fold2_2389,2,2389,defocus,16.0,,0.1625857055
fold2_2387,2,2387,defocus,16.0,,0.1537303329
fold3_2539,3,2539,defocus,16.0,,0.08468283713
fold1_1429,1,1429,defocus,16.0,,0.1639553756
fold3_2501,3,2501,defocus,16.0,,0.1400400996
fold3_1487,3,1487,defocus,16.0,,0.1222359985
fold3_1473,3,1473,defocus,16.0,,0.1235467568
fold3_0957,3,957,defocus,16.0,,0.08155126125
fold3_1343,3,1343,defocus,16.0,,0.1340236217
fold1_2568,1,2568,defocus,16.0,,0.1565307677
fold3_1165,3,1165,defocus,16.0,,0.1682098657
fold2_1488,2,1488,defocus,16.0,,0.1528714597
fold1_2114,1,2114,defocus,16.0,,0.1988833845
fold3_1518,3,1518,defocus,16.0,,0.4476487339
fold2_1495,2,1495,defocus,16.0,,0.1001019478
fold3_2293,3,2293,defocus,16.0,,0.1054634154
fold1_2471,1,2471,defocus,16.0,,0.1208169088
fold2_0864,2,864,defocus,16.0,,0.1211897135
fold2_0809,2,809,defocus,16.0,,0.1450453848
fold2_1014,2,1014,defocus,16.0,,0.1335160881
fold2_2371,2,2371,defocus,16.0,,0.1209760606
fold1_2342,1,2342,defocus,16.0,,0.1358052194
fold2_2173,2,2173,defocus,16.0,,0.09822534025
fold2_2029,2,2029,defocus,16.0,,0.09621348977
fold2_0839,2,839,defocus,16.0,,0.0638551265
fold3_1607,3,1607,defocus,16.0,,0.1284047961
fold1_2288,1,2288,defocus,16.0,,0.1312237829
fold1_1470,1,1470,defocus,16.0,,0.1355589032
fold1_2279,1,2279,defocus,16.0,,0.1242617443
fold2_2363,2,2363,defocus,16.0,,0.1613857299
fold2_2179,2,2179,defocus,16.0,,0.1858907342
fold3_1263,3,1263,defocus,16.0,,0.1205739304
fold3_1455,3,1455,defocus,16.0,,0.1258671731
fold3_2426,3,2426,defocus,16.0,,0.1098534539
fold1_1538,1,1538,defocus,16.0,,0.1262749881
fold2_2354,2,2354,defocus,16.0,,0.07583998889
fold3_2171,3,2171,defocus,16.0,,0.08855962753
fold2_1924,2,1924,defocus,16.0,,0.1613499969
fold3_1270,3,1270,defocus,16.0,,0.1068682224
fold1_1539,1,1539,defocus,16.0,,0.1370007992
fold1_2479,1,2479,defocus,16.0,,0.1105169058
fold3_0877,3,877,defocus,16.0,,0.1181607768
fold3_1558,3,1558,defocus,16.0,,0.1175001562
fold2_1458,2,1458,defocus,16.0,,0.1336270124
fold2_2053,2,2053,defocus,16.0,,0.08653303981
fold2_2213,2,2213,defocus,16.0,,0.1436835974
fold3_2370,3,2370,defocus,16.0,,0.1163540855
fold1_2202,1,2202,defocus,16.0,,0.140950188
fold2_0895,2,895,defocus,16.0,,0.07088439167
fold2_1222,2,1222,defocus,16.0,,0.1115684956
fold1_1443,1,1443,defocus,16.0,,0.1000346169
fold3_2238,3,2238,defocus,16.0,,0.1338370591
fold1_2462,1,2462,defocus,16.0,,0.1509316117
fold1_0906,1,906,defocus,16.0,,0.1119649634
fold3_1201,3,1201,defocus,16.0,,0.1052221656
fold1_0775,1,775,defocus,16.0,,0.1039831415
fold1_1330,1,1330,defocus,16.0,,0.1138440743
fold1_1203,1,1203,defocus,16.0,,0.1200312674
fold3_2340,3,2340,defocus,16.0,,0.1351044476
fold2_1437,2,1437,defocus,16.0,,0.1031114161
fold2_1463,2,1463,defocus,16.0,,0.1330628842
fold2_0969,2,969,defocus,16.0,,0.1030121297
fold3_0926,3,926,defocus,16.0,,0.1462606341
fold3_1944,3,1944,defocus,16.0,,0.2173532844
fold3_0988,3,988,defocus,16.0,,0.0997120142
fold1_0966,1,966,defocus,16.0,,0.1283257008
fold3_1594,3,1594,defocus,16.0,,0.1397624612
fold3_2616,3,2616,defocus,16.0,,0.1256538928
fold1_2523,1,2523,defocus,16.0,,0.1228426099
fold1_0912,1,912,defocus,16.0,,0.1207582206
fold1_1147,1,1147,defocus,16.0,,0.08484473825
fold1_2518,1,2518,defocus,16.0,,0.1633996665
fold1_1043,1,1043,defocus,16.0,,0.145591557
fold1_1236,1,1236,defocus,16.0,,0.1811605245
fold2_1258,2,1258,defocus,16.0,,0.1082549393
fold2_2491,2,2491,defocus,16.0,,0.1151779145
fold2_0875,2,875,defocus,16.0,,0.08073221147
fold1_1667,1,1667,defocus,16.0,,0.1399091482
fold2_0541,2,541,defocus,16.0,,0.1666108966
fold2_0827,2,827,defocus,16.0,,0.1672621965
fold1_2517,1,2517,defocus,16.0,,0.1620117724
fold1_2246,1,2246,defocus,16.0,,0.140102461
fold3_1689,3,1689,defocus,16.0,,0.1509722024
fold1_2245,1,2245,defocus,16.0,,0.126481846
fold2_2132,2,2132,defocus,16.0,,0.09245381504
fold2_0799,2,799,defocus,16.0,,0.1365981698
fold2_1828,2,1828,defocus,16.0,,0.1277366281
fold2_2236,2,2236,defocus,16.0,,0.1376250833
fold3_2211,3,2211,defocus,16.0,,0.109451741
fold2_2350,2,2350,defocus,16.0,,0.193430528
fold2_1146,2,1146,defocus,16.0,,0.1362965107
fold1_1119,1,1119,defocus,16.0,,0.2355203182
fold1_2298,1,2298,defocus,16.0,,0.1434314698
fold2_2323,2,2323,defocus,16.0,,0.1330387443
fold2_2149,2,2149,defocus,16.0,,0.09614656121
fold1_1434,1,1434,defocus,16.0,,0.1359780431
fold1_1449,1,1449,defocus,16.0,,0.1135886386
fold1_1438,1,1438,defocus,16.0,,0.1122833863
fold3_0883,3,883,defocus,16.0,,0.1016619205
fold3_2464,3,2464,defocus,16.0,,0.155838713
fold1_2528,1,2528,defocus,16.0,,0.1218603924
fold1_2494,1,2494,defocus,16.0,,0.120558165
fold1_1109,1,1109,defocus,16.0,,0.1310945898
fold1_2509,1,2509,defocus,16.0,,0.07350045443
fold1_1097,1,1097,defocus,16.0,,0.1422963142
fold3_0536,3,536,defocus,16.0,,0.1366125941
fold1_0875,1,875,defocus,16.0,,0.1304800212
fold1_1445,1,1445,defocus,16.0,,0.1399999857
fold3_0968,3,968,defocus,16.0,,0.09211775661
fold1_1629,1,1629,defocus,16.0,,0.2084119171
fold1_0923,1,923,defocus,16.0,,0.1634091586
fold2_2196,2,2196,defocus,16.0,,0.12246079
fold3_0199,3,199,defocus,16.0,,0.1573996693
fold3_1499,3,1499,defocus,16.0,,0.1291336566
fold1_0478,1,478,defocus,16.0,,0.1914481819
fold2_1242,2,1242,defocus,16.0,,0.1580231041
fold3_2669,3,2669,defocus,16.0,,0.1113869324
fold3_2150,3,2150,defocus,16.0,,0.08282540739
fold3_2429,3,2429,defocus,16.0,,0.1067904159
fold2_2211,2,2211,defocus,16.0,,0.1716853976
fold3_2441,3,2441,defocus,16.0,,0.1287040263
fold2_1665,2,1665,defocus,16.0,,0.3599641621
fold1_2287,1,2287,defocus,16.0,,0.1016543359
fold2_1573,2,1573,defocus,16.0,,0.144492805
fold1_2131,1,2131,defocus,16.0,,0.08883007616
fold2_2226,2,2226,defocus,16.0,,0.1454580873
fold3_0938,3,938,defocus,16.0,,0.0725190714
fold3_2197,3,2197,defocus,16.0,,0.102075167
fold1_1103,1,1103,defocus,16.0,,0.1241711229
fold1_1255,1,1255,defocus,16.0,,0.1566466987
fold2_0059,2,59,defocus,16.0,,0.1382153332
fold1_2585,1,2585,defocus,16.0,,0.1284287721
fold1_2253,1,2253,defocus,16.0,,0.1076843143
fold3_2412,3,2412,defocus,16.0,,0.2139271647
fold3_0898,3,898,defocus,16.0,,0.09364730865
fold2_1426,2,1426,defocus,16.0,,0.1081240475
fold3_1599,3,1599,defocus,16.0,,0.1149255931
fold3_2296,3,2296,defocus,16.0,,0.1246481761
fold2_1469,2,1469,defocus,16.0,,0.1903811842
fold3_0873,3,873,defocus,16.0,,0.1294976622
fold3_2568,3,2568,defocus,16.0,,0.111511983
fold3_2438,3,2438,defocus,16.0,,0.1548298895
fold2_1664,2,1664,defocus,16.0,,0.1703971326
fold1_2565,1,2565,defocus,16.0,,0.1251658797
fold2_0079,2,79,defocus,16.0,,0.1457586884
fold1_1611,1,1611,defocus,16.0,,0.1145898625
fold3_1225,3,1225,defocus,16.0,,0.1156833768
fold3_2462,3,2462,defocus,16.0,,0.1136802733
fold3_1595,3,1595,defocus,16.0,,0.1523941457
fold3_1019,3,1019,defocus,16.0,,0.08509215713
fold1_0913,1,913,defocus,16.0,,0.1392845213
fold1_0996,1,996,defocus,16.0,,0.1395781934
fold2_0674,2,674,defocus,16.0,,0.1860005558
fold2_2150,2,2150,defocus,16.0,,0.127230227
fold2_0468,2,468,defocus,16.0,,0.1706930399
fold2_1887,2,1887,defocus,16.0,,0.09354741871
fold1_2344,1,2344,defocus,16.0,,0.1278266907
fold3_2447,3,2447,defocus,16.0,,0.1613888294
fold1_2128,1,2128,defocus,16.0,,0.2664286494
fold1_2108,1,2108,defocus,16.0,,0.1853150129
fold2_2223,2,2223,defocus,16.0,,0.1124578118
fold1_2559,1,2559,defocus,16.0,,0.1730951667
fold2_1890,2,1890,defocus,16.0,,0.1655712873
fold3_2332,3,2332,defocus,16.0,,0.1924228966
fold3_1585,3,1585,defocus,16.0,,0.1156439409
fold2_2349,2,2349,defocus,16.0,,0.1633213311
fold3_2262,3,2262,defocus,16.0,,0.09782543778
fold3_2564,3,2564,defocus,16.0,,0.1902436763
fold3_2579,3,2579,defocus,16.0,,0.09308871627
fold1_0871,1,871,defocus,16.0,,0.2306794673
fold2_0967,2,967,defocus,16.0,,0.08629764616
fold2_2277,2,2277,defocus,16.0,,0.09780965745
fold1_1068,1,1068,defocus,16.0,,0.1825914234
fold2_1408,2,1408,defocus,16.0,,0.09989373386
fold2_2303,2,2303,defocus,16.0,,0.1172906309
fold2_1136,2,1136,defocus,16.0,,0.1861478239
fold1_0885,1,885,defocus,16.0,,0.1440112144
fold3_0519,3,519,defocus,16.0,,0.1555887312
fold2_2123,2,2123,defocus,16.0,,0.1359214634
fold1_2319,1,2319,defocus,16.0,,0.1270084828
fold2_2075,2,2075,defocus,16.0,,0.105222486
fold1_1210,1,1210,defocus,16.0,,0.09438739717
fold2_2184,2,2184,defocus,16.0,,0.1356477439
fold1_0990,1,990,defocus,16.0,,0.0898168534
fold1_2539,1,2539,defocus,16.0,,0.1671510041
fold3_2586,3,2586,defocus,16.0,,0.1073279455
fold2_2114,2,2114,defocus,16.0,,0.1045747623
fold1_2363,1,2363,defocus,16.0,,0.1214552969
fold2_0806,2,806,defocus,16.0,,0.1455973834
fold3_2354,3,2354,defocus,16.0,,0.1330483109
fold2_0063,2,63,defocus,16.0,,0.1271949261
fold1_1674,1,1674,defocus,16.0,,0.1356488913
fold3_1678,3,1678,defocus,16.0,,0.1507589072
fold2_0840,2,840,defocus,16.0,,0.07454206795
fold1_2324,1,2324,defocus,16.0,,0.1135199293
fold3_1305,3,1305,defocus,16.0,,0.07633318752
fold2_2143,2,2143,defocus,16.0,,0.100333631
fold3_0998,3,998,defocus,16.0,,0.09757404774
fold2_0947,2,947,defocus,16.0,,0.2547963262
fold3_0738,3,738,defocus,16.0,,0.1025333852
fold1_1442,1,1442,defocus,16.0,,0.1451196373
fold2_2112,2,2112,defocus,16.0,,0.1131108254
fold2_2316,2,2316,defocus,16.0,,0.1965537518
fold2_1407,2,1407,defocus,16.0,,0.1083505452
fold2_1716,2,1716,defocus,16.0,,0.2234670073
fold2_2110,2,2110,defocus,16.0,,0.1095696986
fold2_0816,2,816,defocus,16.0,,0.1497939974
fold3_2449,3,2449,defocus,16.0,,0.1682254672
fold1_2130,1,2130,defocus,16.0,,0.2331795096
fold3_1155,3,1155,defocus,16.0,,0.1436977088
fold3_1513,3,1513,defocus,16.0,,0.1114909351
fold1_2584,1,2584,defocus,16.0,,0.1121118516
fold2_2309,2,2309,defocus,16.0,,0.1446008682
fold3_2042,3,2042,defocus,16.0,,0.09084509313
fold3_2402,3,2402,defocus,16.0,,0.2124036551
fold3_0948,3,948,defocus,16.0,,0.1578600258
fold2_1255,2,1255,defocus,16.0,,0.1505602151
fold1_2393,1,2393,defocus,16.0,,0.1329611838
fold3_2444,3,2444,defocus,16.0,,0.1266352832
fold1_1816,1,1816,defocus,16.0,,0.12973243
fold3_1550,3,1550,defocus,16.0,,0.1163459197
fold2_0658,2,658,defocus,16.0,,0.1545543969
fold3_2295,3,2295,defocus,16.0,,0.1051434502
fold1_1660,1,1660,defocus,16.0,,0.1388386488
fold1_1402,1,1402,defocus,16.0,,0.1077749729
fold3_1159,3,1159,defocus,16.0,,0.1357320696
fold2_0845,2,845,defocus,16.0,,0.09087041765
fold3_2145,3,2145,defocus,16.0,,0.122625865
fold3_2411,3,2411,defocus,16.0,,0.1521050036
fold3_1304,3,1304,defocus,16.0,,0.102626957
fold2_2146,2,2146,defocus,16.0,,0.0982940793
fold3_1017,3,1017,defocus,16.0,,0.1476983875
fold1_1906,1,1906,defocus,16.0,,0.1719831973
fold3_1961,3,1961,defocus,16.0,,0.129098773
fold2_1947,2,1947,defocus,16.0,,0.1643389314
fold3_0319,3,319,defocus,16.0,,0.124105677
fold2_1979,2,1979,defocus,16.0,,0.1702674031
fold2_2352,2,2352,defocus,16.0,,0.06042206287
fold1_1065,1,1065,defocus,16.0,,0.1250519305
fold3_0870,3,870,defocus,16.0,,0.1268015057
fold2_1497,2,1497,defocus,16.0,,0.1254174709
fold2_1098,2,1098,defocus,16.0,,0.1861939728
fold2_1123,2,1123,defocus,16.0,,0.07695956528
fold1_0667,1,667,defocus,16.0,,0.2148000598
fold3_0324,3,324,defocus,16.0,,0.1504342258
fold1_0658,1,658,defocus,16.0,,0.1684427261
fold3_1606,3,1606,defocus,16.0,,0.1685037166
fold1_1167,1,1167,defocus,16.0,,0.08366460353
fold1_2249,1,2249,defocus,16.0,,0.1034343392
fold1_1020,1,1020,defocus,16.0,,0.07949434221
fold2_0838,2,838,defocus,16.0,,0.07230290025
fold1_1583,1,1583,defocus,16.0,,0.1044206619
fold1_0874,1,874,defocus,16.0,,0.1177050248
fold1_2297,1,2297,defocus,16.0,,0.1583884358
fold2_2252,2,2252,defocus,16.0,,0.1108160391
fold2_1237,2,1237,defocus,16.0,,0.1249298602
fold2_0981,2,981,defocus,16.0,,0.1412237138
fold1_2500,1,2500,defocus,16.0,,0.2017972469
fold1_2310,1,2310,defocus,16.0,,0.1352632344
fold1_1522,1,1522,defocus,16.0,,0.0847215876
fold3_2528,3,2528,defocus,16.0,,0.09791596979
fold2_2174,2,2174,defocus,16.0,,0.1244797632
fold2_1915,2,1915,defocus,16.0,,0.08823811263
fold1_1034,1,1034,defocus,16.0,,0.1114202589
fold3_1815,3,1815,defocus,16.0,,0.1588996351
fold2_0596,2,596,defocus,16.0,,0.1429797709
fold1_1451,1,1451,defocus,16.0,,0.1280947924
fold3_1235,3,1235,defocus,16.0,,0.1175189093
fold1_2290,1,2290,defocus,16.0,,0.09031490237
fold1_2473,1,2473,defocus,16.0,,0.1051922739
fold1_1092,1,1092,defocus,16.0,,0.1505536288
fold2_1559,2,1559,defocus,16.0,,0.1360473782
fold3_2342,3,2342,defocus,16.0,,0.1267235875
fold3_2032,3,2032,defocus,16.0,,0.0701687336
fold2_1143,2,1143,defocus,16.0,,0.1181713194
fold3_1041,3,1041,defocus,16.0,,0.1606173068
fold2_2464,2,2464,defocus,16.0,,0.1078314036
fold2_1186,2,1186,defocus,16.0,,0.1357492357
fold2_1044,2,1044,defocus,16.0,,0.1158543378
fold1_1158,1,1158,defocus,16.0,,0.07324222475
fold2_1216,2,1216,defocus,16.0,,0.09856422991
fold3_2365,3,2365,defocus,16.0,,0.1678794771
fold3_2154,3,2154,defocus,16.0,,0.08230914176
fold1_1038,1,1038,defocus,16.0,,0.07026264817
fold1_2553,1,2553,defocus,16.0,,0.1820479631
fold2_2074,2,2074,defocus,16.0,,0.1101933867
fold3_2628,3,2628,defocus,16.0,,0.1461661309
fold2_1741,2,1741,defocus,16.0,,0.4295877814
fold1_0323,1,323,defocus,16.0,,0.1317406595
fold2_0773,2,773,defocus,16.0,,0.1480545253
fold2_2025,2,2025,defocus,16.0,,0.1051788628
fold3_2401,3,2401,defocus,16.0,,0.171026364
fold3_0862,3,862,defocus,16.0,,0.1196450591
fold3_2496,3,2496,defocus,16.0,,0.1341549903
fold3_2516,3,2516,defocus,16.0,,0.1350112408
fold1_0193,1,193,defocus,16.0,,0.1767866015
fold2_0975,2,975,defocus,16.0,,0.1344740242
fold2_1502,2,1502,defocus,16.0,,0.1022392586
fold2_1977,2,1977,defocus,16.0,,0.1701819301
fold3_1749,3,1749,defocus,16.0,,0.1891631335
fold1_1142,1,1142,defocus,16.0,,0.1115138456
fold2_1723,2,1723,defocus,16.0,,0.1651762128
fold1_1157,1,1157,defocus,16.0,,0.07483942807
fold3_2198,3,2198,defocus,16.0,,0.1037037224
fold1_1044,1,1044,defocus,16.0,,0.1473130882
fold3_2531,3,2531,defocus,16.0,,0.1316566765
fold1_1411,1,1411,defocus,16.0,,0.1457113773
fold2_2295,2,2295,defocus,16.0,,0.170195803
fold1_0891,1,891,defocus,16.0,,0.1836390644
fold1_1763,1,1763,defocus,16.0,,0.0933059603
fold1_0061,1,61,defocus,16.0,,0.1235673353
fold2_2200,2,2200,defocus,16.0,,0.167630136
fold2_2315,2,2315,defocus,16.0,,0.1510534286
fold3_1567,3,1567,defocus,16.0,,0.10804867
fold1_2155,1,2155,defocus,16.0,,0.1564745456
fold1_0943,1,943,defocus,16.0,,0.1320362091
fold1_1324,1,1324,defocus,16.0,,0.1247257218
fold3_2259,3,2259,defocus,16.0,,0.1160810813
fold1_1894,1,1894,defocus,16.0,,0.1909135133
fold3_2387,3,2387,defocus,16.0,,0.07474172115
fold3_1603,3,1603,defocus,16.0,,0.131700471
fold1_2491,1,2491,defocus,16.0,,0.1467889249
fold2_1851,2,1851,defocus,16.0,,0.1927029639
fold2_2388,2,2388,defocus,16.0,,0.17134206
fold3_2463,3,2463,defocus,16.0,,0.1201533154
fold3_2187,3,2187,defocus,16.0,,0.05330430344
fold2_2089,2,2089,defocus,16.0,,0.09853757173
fold1_1297,1,1297,defocus,16.0,,0.1414908916
fold3_0885,3,885,defocus,16.0,,0.07116404921
fold2_1149,2,1149,defocus,16.0,,0.1232189089
fold2_1369,2,1369,defocus,16.0,,0.3360230029
fold3_2407,3,2407,defocus,16.0,,0.1161777154
fold1_2526,1,2526,defocus,16.0,,0.08879137039
fold3_2148,3,2148,defocus,16.0,,0.09727009386
fold3_0880,3,880,defocus,16.0,,0.113984257
fold2_1440,2,1440,defocus,16.0,,0.3808870018
fold1_0976,1,976,defocus,16.0,,0.1328738034
fold2_1492,2,1492,defocus,16.0,,0.1118517593
fold2_0426,2,426,defocus,16.0,,0.177109018
fold1_2587,1,2587,defocus,16.0,,0.1150134951
fold1_2283,1,2283,defocus,16.0,,0.09560450912
fold2_2168,2,2168,defocus,16.0,,0.1194718108
fold2_2097,2,2097,defocus,16.0,,0.1429019719
fold1_0944,1,944,defocus,16.0,,0.1000561938
fold2_1268,2,1268,defocus,16.0,,0.1500384063
fold3_1494,3,1494,defocus,16.0,,0.1278550625
fold1_2579,1,2579,defocus,16.0,,0.1335461289
fold3_2494,3,2494,defocus,16.0,,0.1939170063
fold2_0844,2,844,defocus,16.0,,0.07416372001
fold3_1686,3,1686,defocus,16.0,,0.1769519299
fold1_2540,1,2540,defocus,16.0,,0.3012524247
fold2_2381,2,2381,defocus,16.0,,0.119953312
fold3_1637,3,1637,defocus,16.0,,0.1217153445
fold2_2219,2,2219,defocus,16.0,,0.129969433
fold3_0308,3,308,defocus,16.0,,0.1633166224
fold2_1806,2,1806,defocus,16.0,,0.1920196265
fold1_2465,1,2465,defocus,16.0,,0.1345520914
