learning_rate,weight_decay,best_epoch,val_macro_f1,epochs_run,seed,cache_sha256,standardized_tensor_sha256
0.001,0.0,13,0.23809474937428554,21,20260903,52b9b2c329cca4edc746556d1a7812b7c886dcf528c35831cbf0bcd971759dbe,ab6227e644b428f2ba55fd862e3c5cefd46051006eeee06907af7abf7a92c8d2
0.001,0.0001,13,0.23809474937428554,21,20260903,52b9b2c329cca4edc746556d1a7812b7c886dcf528c35831cbf0bcd971759dbe,ab6227e644b428f2ba55fd862e3c5cefd46051006eeee06907af7abf7a92c8d2
0.003,0.0,12,0.23603184883787376,20,20260903,52b9b2c329cca4edc746556d1a7812b7c886dcf528c35831cbf0bcd971759dbe,ab6227e644b428f2ba55fd862e3c5cefd46051006eeee06907af7abf7a92c8d2
0.003,0.0001,12,0.23603184883787376,20,20260903,52b9b2c329cca4edc746556d1a7812b7c886dcf528c35831cbf0bcd971759dbe,ab6227e644b428f2ba55fd862e3c5cefd46051006eeee06907af7abf7a92c8d2
0.01,0.0,19,0.2685041201494595,27,20260903,52b9b2c329cca4edc746556d1a7812b7c886dcf528c35831cbf0bcd971759dbe,ab6227e644b428f2ba55fd862e3c5cefd46051006eeee06907af7abf7a92c8d2
0.01,0.0001,19,0.2685041201494595,27,20260903,52b9b2c329cca4edc746556d1a7812b7c886dcf528c35831cbf0bcd971759dbe,ab6227e644b428f2ba55fd862e3c5cefd46051006eeee06907af7abf7a92c8d2
