epoch,samples,seconds,samples_per_second,learning_rate,weight_decay,peak_gpu_memory_gib,loss,gradient_norm,context_tokens,target_tokens_per_block,ema_momentum
1,7901,7.805795902968384,1012.1965906122925,4.953995157384988e-05,0.04214878683664375,3.8304576873779297,0.2882102791598561,0.27801295078196053,12.74370332869257,10.506644728515377,0.9961969330104923
2,7901,6.5654437899938785,1203.422076667778,7.956416464891042e-05,0.048683339517163415,3.7696943283081055,0.1246870798055861,0.12786567611828467,12.458043285660043,10.833565371471966,0.9963970944309928
3,7901,6.614259289985057,1194.5404093793622,9.991621478792549e-05,0.05944307499669321,3.8304576873779297,0.07079557129973446,0.09900135704308065,12.481584609543097,10.798253385647387,0.9965972558514932
4,7901,5.246731592982542,1505.8898782944261,9.857638932723424e-05,0.07416262591900591,3.8336315155029297,0.0540132622134684,0.09643835249433426,12.927857233261612,10.444753828629288,0.9967974172719936
5,7901,6.62283981096698,1192.992768285966,9.564427017260782e-05,0.09247896399957373,3.8325328826904297,0.049312057573083774,0.12415953415803495,12.481584609543097,10.701050499936716,0.996997578692494
6,7901,6.681765226996504,1182.4719563742515,9.121606878557278e-05,0.11394035339215297,3.7694501876831055,0.047036869493602515,0.10981914358242541,12.678901404885458,10.701050499936716,0.9971977401129943
7,7901,6.668803719978314,1184.7702124340965,8.543708749011829e-05,0.13801749184996365,3.8325328826904297,0.04623475274333485,0.09517223034806077,12.988229338058474,10.396152385773952,0.9973979015334947
8,7901,6.654231610998977,1187.3647419996928,7.84969516756808e-05,0.16411656490700705,3.918076515197754,0.04611650760568572,0.10591961068113369,12.539045690418934,10.687761042905962,0.9975980629539951
9,7901,6.684219815011602,1182.0377274630796,7.062338762986563e-05,0.19159389112424535,3.8336315155029297,0.045823140180408166,0.11157604152662756,12.587647133274269,10.78496392861663,0.9977982243744956
10,7901,6.6382765550515614,1190.218565688942,6.207475016853192e-05,0.21977179720493875,3.7696943283081055,0.04524682823098501,0.10466916764190629,12.421212504746235,10.833565371471966,0.997998385794996
11,7901,5.152105574961752,1533.547767032832,5.313154525369609e-05,0.2479553314511688,3.8331432342529297,0.04636235285911993,0.10967817756872723,12.798253385647387,10.78496392861663,0.9981985472154964
12,7901,6.625447536003776,1192.523215535956,4.40872257671177e-05,0.27544940335757034,3.8325328826904297,0.045737441521198775,0.11263748776997935,12.603847614226048,10.736362485761296,0.9983987086359968
13,7901,6.672779142041691,1184.0643653586453,3.5238562457333195e-05,0.3015759266284715,3.8297252655029297,0.04461753781549675,0.08710173446646885,12.967599038096443,10.312238957094038,0.9985988700564972
14,7901,6.737982198013924,1172.6062443930002,2.6875906017712968e-05,0.32569054282021,3.8297252655029297,0.04454785920967182,0.07879818741214711,12.991140361979497,10.458043285660043,0.9987990314769976
15,7901,6.615227711969055,1194.3655372141723,1.927365982542894e-05,0.3471985131534347,3.7694501876831055,0.04497082749283354,0.08575125969545613,12.516896595367674,10.701050499936716,0.998999192897498
16,7901,6.672226726950612,1184.162397852294,1.268127595881503e-05,0.3655693865556262,3.823979377746582,0.044604957521003255,0.0696810142484485,12.571446652322491,10.78496392861663,0.9991993543179983
17,7901,6.605828737025149,1196.0649169899787,7.315069940298039e-06,0.38035008217590316,3.8331432342529297,0.044675520492168094,0.0626285452399921,12.74370332869257,10.555246171370712,0.9993995157384988
18,7901,4.9713396320003085,1589.310042134637,3.351122787281131e-06,0.3911760637180513,3.8336315155029297,0.04472969857054773,0.0611508360469459,12.39324136185293,10.78496392861663,0.9995996771589992
19,7901,6.628469238989055,1191.9795830877274,9.195032755860113e-07,0.3977803299992005,3.8331432342529297,0.04404053679628397,0.05816543545093495,12.631818757119351,10.78496392861663,0.9997998385794996
20,7901,6.59229525300907,1198.5203478854453,1.0000000000000001e-07,0.4,3.7696943283081055,0.0439513959806262,0.05552382364495693,12.814453866599164,10.347550942918618,1.0
