step,loss,batch_fetch_seconds,wall_seconds,gpu_milliseconds,source_images,source_images_per_second,invariance_loss,sigreg_loss,num_views
16,2.2196695804595947,0.0005686270305886865,0.268189404043369,267.4996032714844,128,477.27463527716804,0.7587320804595947,73.0,8.0
17,2.09624981880188,0.00028220401145517826,0.2751728660077788,274.3895263671875,128,465.16214282690794,0.6899998188018799,70.5,8.0
18,2.1726179122924805,0.0004937750054523349,0.2687377230031416,268.0790710449219,128,476.3008280698414,0.75074303150177,71.0,8.0
19,2.125401496887207,0.00026188697665929794,0.2623240519897081,261.74346923828125,128,487.9461072255086,0.687901496887207,72.0,8.0
20,2.152833938598633,0.00043384195305407047,0.2700473539880477,269.4233703613281,128,473.99094310572394,0.7465838193893433,70.5,8.0
21,2.0995469093322754,0.20970503595890477,0.5024988770019263,292.16204833984375,128,254.72693742857723,0.7167342901229858,69.0,8.0
22,2.1066694259643555,0.0357056800276041,0.33401800598949194,297.99603271484375,128,383.2128738713171,0.755107045173645,67.5,8.0
23,2.096472978591919,0.0004532290040515363,0.28026912099448964,278.82806396484375,128,456.70389783152956,0.752722978591919,67.0,8.0
24,2.086364269256592,0.0005532880313694477,0.26974285702453926,269.0259704589844,128,474.52600380945574,0.7426142692565918,67.0,8.0
25,2.041788101196289,0.00025356002151966095,0.2626035100547597,262.07916259765625,128,487.42684350757025,0.7449130415916443,65.0,8.0
26,2.0492472648620605,0.0004832049598917365,0.26517596299527213,264.5967712402344,128,482.6983507637234,0.7601847648620605,64.5,8.0
27,2.0397183895111084,0.0002504350268281996,0.2655925630242564,264.69537353515625,128,481.94120551602134,0.7506558895111084,64.5,8.0
28,1.9608932733535767,0.0001372499973513186,0.2692875430220738,268.98687744140625,128,475.3283370018631,0.7577682733535767,60.0,8.0
29,2.0289840698242188,0.27357146999565884,0.5492399919894524,274.802001953125,128,233.04930789245608,0.7477339506149292,64.0,8.0
30,1.9660961627960205,0.2531058540334925,0.579586107051,325.7667236328125,128,220.84725365705978,0.7473462224006653,60.75,8.0
31,1.9927219152450562,0.00012518803123384714,0.2902862069895491,289.9007873535156,128,440.94413347241215,0.7583469152450562,61.75,8.0
32,2.0356459617614746,9.750499157235026e-05,0.2630514570046216,262.7318420410156,128,486.59681059189546,0.7543959021568298,64.0,8.0
33,1.9643328189849854,0.00013484497321769595,0.26258534396765754,262.16021728515625,128,487.46056450037696,0.7533953189849854,60.5,8.0
34,2.0361204147338867,0.00012774195056408644,0.26353534299414605,263.0212097167969,128,485.70335403871536,0.7548704147338867,64.0,8.0
35,1.9787817001342773,9.828602196648717e-05,0.26557471603155136,265.20867919921875,128,481.9735926397191,0.7678442001342773,60.5,8.0
36,1.9615199565887451,0.0002013910561800003,0.26410138502251357,263.4185791015625,128,484.6623579391245,0.7583948969841003,60.0,8.0
37,2.0617151260375977,0.00021393503993749619,0.2618973290082067,261.3814697265625,128,488.7411432744663,0.7726526856422424,64.5,8.0
38,1.9477407932281494,0.1106072900001891,0.3723360000294633,261.0680847167969,128,343.7755145617701,0.7602407932281494,59.5,8.0
39,1.870796799659729,8.191500091925263e-05,0.25694991496857256,256.6363830566406,128,498.1515561725546,0.753609299659729,55.75,8.0
40,1.964085340499878,6.70870067551732e-05,0.25766122300410643,257.4113464355469,128,496.77634262397345,0.7453353404998779,60.75,8.0
41,1.9186415672302246,6.12559961155057e-05,0.2579237410100177,257.6758728027344,128,496.27071745608913,0.7467665672302246,58.75,8.0
42,1.9443970918655396,2.9551266509806737,3.22452185198199,268.8759765625,128,39.695807898254216,0.7178345918655396,61.25,8.0
43,1.8457505702972412,0.17431148403557017,0.4449339510174468,270.28057861328125,128,287.6831487174618,0.7598130702972412,54.25,8.0
44,1.904242992401123,0.0003120119799859822,0.2674357899813913,266.7633361816406,128,478.61955951709564,0.7323679327964783,58.5,8.0
45,1.8687500953674316,0.0005326690152287483,0.26890454202657565,268.1273498535156,128,476.00534760528456,0.7359375953674316,56.5,8.0
46,1.8141858577728271,0.0002971729845739901,0.26787635299842805,266.8382263183594,128,477.83239754929446,0.7282483577728271,54.25,8.0
47,1.8735873699188232,0.0007355730049312115,0.26905324298422784,268.149658203125,128,475.74226788823165,0.7563998699188232,56.0,8.0
48,1.8308641910552979,0.0002248160308226943,0.26868954399833456,268.1271057128906,128,476.38623407241107,0.7683641910552979,53.25,8.0
49,1.8659743070602417,0.000736435002181679,0.3013068810105324,300.382080078125,128,424.816053223576,0.7800368070602417,54.25,8.0
50,1.7866562604904175,0.6501673070015386,0.9300674800178967,279.1277160644531,128,137.62442268977836,0.7475937604904175,52.0,8.0
51,1.8726041316986084,0.0006698690121993423,0.2670928080333397,266.2325744628906,128,479.2341693604213,0.8101041913032532,53.25,8.0
52,1.7903435230255127,0.0004010489792563021,0.2560051800101064,255.13558959960938,128,499.98988299747253,0.7434685826301575,52.5,8.0
53,1.847962737083435,0.0009696969646029174,0.27234720200067386,271.0473937988281,128,469.988305588259,0.7698377370834351,54.0,8.0
54,1.7612937688827515,0.0002354860189370811,0.2684833309613168,267.84967041015625,128,476.75213035271184,0.7144187688827515,52.25,8.0
55,1.7807374000549316,0.000587422982789576,0.2663877710001543,265.5125427246094,128,480.50253778325975,0.7729249596595764,50.25,8.0
56,1.7835676670074463,0.00023839197820052505,0.2701020290260203,269.5162048339844,128,473.8949961300331,0.7835676670074463,50.0,8.0
57,1.827571988105774,0.0009090420207940042,0.2789272280060686,277.79974365234375,128,458.9010578673772,0.7806969881057739,52.5,8.0
58,1.7741138935089111,0.6281432160176337,0.9229550490272231,293.6963806152344,128,138.68497727479743,0.7350513935089111,52.0,8.0
59,1.774571418762207,0.0011434369953349233,0.2698725420050323,268.57318115234375,128,474.29797432898226,0.743321418762207,51.5,8.0
60,1.7111268043518066,0.00021027802722528577,0.2668989980011247,266.39715576171875,128,479.5821676312948,0.7462830543518066,48.25,8.0
61,1.7957452535629272,0.000692793051712215,0.2688661650172435,267.9952392578125,128,476.073290931906,0.7566827535629272,52.0,8.0
62,1.7577934265136719,0.0003164500230923295,0.2657962189987302,264.7704772949219,128,481.5719368852704,0.7499809265136719,50.25,8.0
63,1.7668812274932861,0.0003855710383504629,0.26817162899533287,267.5969543457031,128,477.30627016561715,0.7668812274932861,50.0,8.0
64,1.7672030925750732,0.0003646709956228733,0.2733719419920817,272.5468444824219,128,468.22654536985203,0.7906405925750732,48.75,8.0
65,1.7957546710968018,0.0006000669673085213,0.2661927899462171,265.4494323730469,128,480.8544965694291,0.8113796710968018,49.25,8.0
66,1.7892041206359863,0.5458186890464276,0.839486011012923,292.59173583984375,128,152.47425010162507,0.7931103110313416,49.75,8.0
67,1.7802749872207642,0.000878644990734756,0.28220173896988854,281.148193359375,128,453.576226947552,0.7724624872207642,50.5,8.0
68,1.7721176147460938,0.0004937759949825704,0.26490847498644143,263.53961181640625,128,483.18574936702686,0.764305055141449,50.5,8.0
69,1.7675946950912476,0.0005741679924540222,0.2703010920085944,269.6255798339844,128,473.5459966100697,0.7715009450912476,49.75,8.0
70,1.7611372470855713,0.00027581199537962675,0.26755050098290667,266.9916076660156,128,478.41435366319007,0.7962934970855713,48.25,8.0
71,1.7270534038543701,0.000572764954995364,0.2683711949503049,267.6436462402344,128,476.95133609142414,0.7661159038543701,48.0,8.0
72,1.7321306467056274,0.0002717049792408943,0.2677553480025381,267.0718078613281,128,478.048341349233,0.7438493967056274,49.5,8.0
73,1.7083027362823486,0.0004193249624222517,0.2711980509920977,270.5816650390625,128,471.97979311337207,0.7434589862823486,48.25,8.0
74,1.7619175910949707,0.5301358620054089,0.8393600860144943,308.82611083984375,128,152.49712505127349,0.7775425910949707,49.25,8.0
75,1.7101913690567017,0.0009872500086203218,0.2945613529882394,293.4055480957031,128,434.54444617896127,0.7805038690567017,46.5,8.0
76,1.743293046951294,0.0002590700169093907,0.2694491859874688,268.8889465332031,128,475.043186829122,0.8175117373466492,46.25,8.0
77,1.7217847108840942,0.00032744096824899316,0.2648960099904798,264.4391784667969,128,483.20848624560347,0.7608472108840942,48.0,8.0
78,1.673924207687378,0.00040273298509418964,0.26902044395683333,267.3357238769531,128,475.8002704825612,0.7403305172920227,46.75,8.0
79,1.7906038761138916,0.0007174190250225365,0.2711092110257596,270.1740417480469,128,472.13445650077165,0.7827913761138916,50.25,8.0
80,1.7557061910629272,0.0004002390196546912,0.2755838290322572,274.58123779296875,128,464.4684720779373,0.7713311910629272,49.25,8.0
81,1.7052303552627563,0.0004314779653213918,0.268118845007848,267.5452880859375,128,477.40023643714176,0.7794491052627563,46.25,8.0
82,1.7097309827804565,0.5553691650275141,0.8309732710476965,274.1924743652344,128,154.03624215086577,0.7566059827804565,47.75,8.0
83,1.7516719102859497,0.08845766104059294,0.39572793105617166,307.029052734375,128,323.45455034820634,0.7985469102859497,47.75,8.0
84,1.6969788074493408,0.00010422797640785575,0.26471972500439733,264.31005859375,128,483.53026960070224,0.7829163670539856,45.75,8.0
85,1.7695423364639282,0.00038742402102798223,0.2698900200193748,269.395263671875,128,474.2672589035014,0.8281360864639282,47.0,8.0
86,1.6876609325408936,0.0003267789725214243,0.26581591001013294,264.8776550292969,128,481.53626317973453,0.7775047421455383,45.5,8.0
87,1.7799774408340454,0.0007847070228308439,0.2731003810185939,272.2146911621094,128,468.69213262388377,0.7838836908340454,49.75,8.0
88,1.7505003213882446,0.00011083000572398305,0.2712768969940953,270.8228454589844,128,471.8426132793243,0.7973753213882446,47.75,8.0
89,1.7971022129058838,0.0002566860057413578,0.2704332169960253,269.60125732421875,128,473.3146372395566,0.801008403301239,49.75,8.0
90,1.7562131881713867,0.31907124700956047,0.6002196759800427,280.4877624511719,128,213.25525490479924,0.7874631881713867,48.5,8.0
91,1.7496200799942017,0.13833218096988276,0.41352062701480463,274.34808349609375,128,309.53715882090063,0.8043075799942017,47.25,8.0
92,1.7704288959503174,0.00012886396143585443,0.2596118649817072,259.209716796875,128,493.0437212837678,0.8055850863456726,48.25,8.0
93,1.663392186164856,0.00010749301873147488,0.26117575803073123,260.7028503417969,128,490.091427187277,0.772767186164856,44.5,8.0
94,1.7108601331710815,0.0001058010384440422,0.2578602370340377,257.48876953125,128,496.39293546101845,0.7850788831710815,46.25,8.0
95,1.7374141216278076,8.015101775527e-05,0.2619555240380578,261.5692138671875,128,488.63256642529797,0.7881953716278076,47.5,8.0
96,1.6515815258026123,7.950002327561378e-05,0.26008122303755954,259.74310302734375,128,492.1539452370036,0.7726752758026123,44.0,8.0
97,1.7792924642562866,8.870899910107255e-05,0.2633362709893845,263.00592041015625,128,486.0705269315516,0.7988237142562866,49.0,8.0
98,1.688483715057373,0.046916457009501755,0.310730864002835,263.2532043457031,128,411.93204418480997,0.7431711554527283,47.25,8.0
99,1.7359983921051025,8.056301157921553e-05,0.2571806980413385,256.9114685058594,128,497.7045360512462,0.7945921421051025,47.0,8.0
100,1.7658534049987793,2.391502493992448e-05,0.25583453703438863,255.6997833251953,128,500.32337886731284,0.7814784049987793,49.25,8.0
