epoch,train_loss,train_accuracy,train_macro_f1,val_loss,val_accuracy,val_macro_f1
1,2.2720466357225564,0.33723196881091616,0.32832592833533036,1.621155858039856,0.46153846153846156,0.44878586365518874
2,1.4066584250847964,0.584307992202729,0.5745312624485823,1.306122064590454,0.5748987854251012,0.5663756146675308
3,1.1163641105153639,0.6832358674463938,0.6809410747058674,1.1576648950576782,0.6477732793522267,0.6487151650547307
4,0.9657478075743187,0.7397660818713451,0.7384844259604236,1.110630750656128,0.6437246963562753,0.63853562797251
5,0.8461319621775815,0.7709551656920078,0.7698549625896219,0.978129506111145,0.6963562753036437,0.6962088846056433
6,0.7730153562032689,0.7982456140350878,0.797901120372748,0.9591771960258484,0.6882591093117408,0.6857469357273743
7,0.7165771614157433,0.8148148148148148,0.8143163225505257,0.8998696208000183,0.7246963562753036,0.7231508053105148
8,0.6821978462834573,0.8192007797270955,0.8185361682388068,0.8710027933120728,0.7530364372469636,0.7498981464861684
9,0.6082916191504945,0.8460038986354775,0.8453678543106421,0.8383520245552063,0.7489878542510121,0.7473281947163428
10,0.5426317690699188,0.8645224171539961,0.8647728391152636,0.7957062125205994,0.7530364372469636,0.7511107183378942
11,0.4977613200685899,0.881578947368421,0.8812892527496722,0.7437807321548462,0.7773279352226721,0.7739174657315587
12,0.4777437199858429,0.8854775828460039,0.8867035481296653,0.7513723969459534,0.7530364372469636,0.7515899331357392
13,0.49414839289109375,0.8640350877192983,0.8665765254786246,0.8094502687454224,0.7530364372469636,0.7498323325740757
14,0.49656753430821976,0.8732943469785575,0.8734466364091633,0.8067290782928467,0.7611336032388664,0.7623557377687696
15,0.48142680183023967,0.8771929824561403,0.8774592261612396,0.7177465558052063,0.7894736842105263,0.7901961861884996
16,0.4555299613791832,0.8786549707602339,0.8795898735628455,0.7811654210090637,0.757085020242915,0.7592368012104854
17,0.4220936417753933,0.8869395711500975,0.88794460993868,0.694258451461792,0.7854251012145749,0.7872465479909281
18,0.38806678043936194,0.9044834307992202,0.9049221673018039,0.6615789532661438,0.7935222672064778,0.7936227125700811
19,0.34966210994804114,0.9181286549707602,0.9180250007130026,0.6875085830688477,0.7935222672064778,0.7939089095642399
20,0.33938946384667884,0.9200779727095516,0.9204820282586905,0.6758623719215393,0.7813765182186235,0.7772739930634668
21,0.3567839652938917,0.9147173489278753,0.9151818844345483,0.7308740615844727,0.7611336032388664,0.7591838443199604
22,0.3548783716286367,0.9127680311890838,0.9130009755428659,0.6532498598098755,0.7935222672064778,0.7930926356916652
23,0.3167955276445571,0.9264132553606238,0.9259318845290366,0.6523587107658386,0.8016194331983806,0.8001828647926652
24,0.307612130284077,0.9278752436647173,0.9273503376739561,0.6737044453620911,0.7854251012145749,0.7831916559118155
25,0.3128446790209988,0.9293372319688109,0.9293970066041722,0.8014116883277893,0.7489878542510121,0.7458881122267851
26,0.3099591263785929,0.9303118908382066,0.9313456514161245,0.6987418532371521,0.7894736842105263,0.7868915443838509
27,0.28295165794169924,0.9366471734892787,0.9368384743159328,0.633910059928894,0.8097165991902834,0.8078282791641903
28,0.27635997289802594,0.935672514619883,0.9363043594214062,0.6181221604347229,0.7935222672064778,0.7921922017218597
29,0.2591796413964463,0.9454191033138402,0.9454016951975385,0.6561811566352844,0.7894736842105263,0.7879115477284814
30,0.27578240644629703,0.9351851851851852,0.9357589645474907,0.7017675042152405,0.7854251012145749,0.7863906316174919
31,0.30609570010828463,0.919103313840156,0.9205109356050604,0.7213095426559448,0.7692307692307693,0.7674863894645645
32,0.2793366195049435,0.9239766081871345,0.9237282330590851,0.6603589057922363,0.8016194331983806,0.8006489956775998
33,0.231920140833534,0.949317738791423,0.949248418147491,0.6453834176063538,0.8137651821862348,0.8143742163129839
34,0.21536801309555362,0.9556530214424951,0.9558583249564873,0.5991963148117065,0.8137651821862348,0.8139490006940493
35,0.18828124179709957,0.9707602339181286,0.9707519126001287,0.564588189125061,0.8421052631578947,0.8412586875381795
36,0.1898956134421551,0.9644249512670565,0.9648970863098885,0.563705325126648,0.8340080971659919,0.8313352208286321
37,0.184282515916908,0.9673489278752436,0.9678360056793167,0.5405625700950623,0.8340080971659919,0.831545530492899
38,0.1651052246505638,0.9761208576998051,0.9762522328650948,0.5463889241218567,0.8299595141700404,0.8293243276183385
39,0.15340160025868266,0.9824561403508771,0.9824366736806861,0.5288394093513489,0.8299595141700404,0.8291892345068389
40,0.14298092117841713,0.9868421052631579,0.986833134204661,0.5117715001106262,0.8380566801619433,0.8358474393675215
41,0.13702052753222616,0.9887914230019493,0.9887751992997027,0.4995022714138031,0.8421052631578947,0.8411565459478346
42,0.12918222482092898,0.9883040935672515,0.9882860287640448,0.49673226475715637,0.8299595141700404,0.8287273961502638
43,0.12495098168622217,0.9897660818713451,0.9897528259100137,0.5001737475395203,0.8340080971659919,0.8327999485894223
