learning_rate,weight_decay,best_epoch,val_macro_f1
0.001,0.0,44,0.8111084694024803
0.001,0.0001,44,0.8111084694024803
0.003,0.0,35,0.8412586875381795
0.003,0.0001,35,0.8412586875381795
0.01,0.0,20,0.8250680150510372
0.01,0.0001,20,0.8250680150510372
