epoch,samples,seconds,samples_per_second,learning_rate,weight_decay,peak_gpu_memory_gib,loss,gradient_norm,invariance_loss,sigreg_loss,logical_views
1,7901,111.24818168301135,71.0213855226234,4.923325262308313e-05,0.05,12.240990161895752,3.65415833778222,10.909683016791643,0.4040406722838992,162.49170991013796,8.0
2,7901,98.03074600099353,80.59716285255979,9.927360774818402e-05,0.05,12.240990161895752,1.8172787974686762,4.113596060565417,0.671844279686117,57.268700164536135,8.0
3,7901,98.7973762259935,79.97175939092655,9.926177735298084e-05,0.05,12.240990161895752,1.5219973177264694,3.027661694784494,0.7064394552395956,40.781815592962914,8.0
4,7901,95.04864238301525,83.12585852790541,9.70260318109101e-05,0.05,12.240990161895752,1.3563254484872609,2.428407909749143,0.6837345648530072,33.62917668649538,8.0
5,7901,98.74487884301925,80.01427610803697,9.336064422284333e-05,0.05,12.240990161895752,1.2419202462010346,2.1657770610039724,0.6730956442219413,28.447823060372105,8.0
6,7901,90.74214908998692,87.07089350688354,8.837716492644771e-05,0.05,12.240990161895752,1.1716036117011996,2.0190202693157056,0.6663926432380464,25.261865586634602,8.0
7,7901,69.47605881898198,113.72262811547564,8.2227258318711e-05,0.05,12.240990161895752,1.1085819430312633,1.9586683870674522,0.6495901549364883,22.949088722946463,8.0
8,7901,71.20183624798665,110.96623930430465,7.509808718725984e-05,0.05,12.240990161895752,1.0585506709070691,1.8484260034537017,0.6305503090066769,21.40102518668523,8.0
9,7901,69.14373066200642,114.26921753213263,6.72066167036875e-05,0.05,12.240990161895752,1.014494289017798,1.8092017005688177,0.6059851355906333,20.42697126945956,8.0
10,7901,67.55907272995682,116.94950331218155,5.8793011427943665e-05,0.05,12.240990161895752,0.9854116127198594,1.8317020437624194,0.5938677713548424,19.56633653967852,8.0
11,7901,70.22997501998907,112.50181988176976,5.01133262756295e-05,0.05,12.240990161895752,0.9514658766718639,1.7003517166419415,0.5753141731691427,18.806757056068854,8.0
12,7901,70.43137603905052,112.18011693565816,4.143171388717454e-05,0.05,12.240990161895752,0.9298602297115652,1.7345238647918402,0.5647138578124384,18.261288128085052,8.0
13,7901,83.35267358401325,94.790000851459,3.3012385555425655e-05,0.05,12.240990161895752,0.9088502661244294,1.7188387785119628,0.5551925012845357,17.68415390456904,8.0
14,7901,70.68316290900111,111.78051002290181,2.5111570368241187e-05,0.05,12.240990161895752,0.8949091604594535,1.7284184505088225,0.5459659887090421,17.45127199088723,8.0
15,7901,70.51946550403954,112.03998702382975,1.7969717277007873e-05,0.05,12.240990161895752,0.8829175447334354,1.6899352673261532,0.5419423616078817,17.047913238830528,8.0
16,7901,67.61112130398396,116.85947293310807,1.1804177408927185e-05,0.05,12.240990161895752,0.8726086466844407,1.649626037920899,0.5380510155301564,16.721506771294774,8.0
17,7901,66.76234125997871,118.34516062330376,6.802589325450065e-06,0.05,12.240990161895752,0.865856731674246,1.6778448328551212,0.5336262386986733,16.60856220731553,8.0
18,7901,64.69676768098725,122.12356634196897,3.1171685361724294e-06,0.05,12.240990161895752,0.8594783350434911,1.60650184457475,0.5298365175520343,16.481268193899506,8.0
19,7901,65.10351906495634,121.36056719325512,8.600750579034376e-07,0.05,12.240990161895752,0.8532819287216583,1.629423085986293,0.5243132360719938,16.441502657891405,8.0
20,7901,57.16049853601726,138.2248266260575,1.0000000000000001e-07,0.05,12.240990161895752,0.8508482095018669,1.5793278718534836,0.5240367052223452,16.337773699531706,8.0
