epoch,samples,seconds,samples_per_second,learning_rate,weight_decay,peak_gpu_memory_gib,loss,gradient_norm,invariance_loss,sigreg_loss,logical_views
1,7901,23.00888377800584,343.38910467062965,1.6398731114576054e-05,0.05,12.240955829620361,4.44128407346887,13.849006241536596,0.29195468169030564,207.44253891912416,8.0
2,7901,22.51314634201117,350.9505015412332,3.30662938867681e-05,0.05,12.240955829620361,2.1495840265213455,5.873203627566207,0.6008149825188347,77.43776104290596,8.0
3,7901,22.788865396985784,346.70440420632093,4.973385665896016e-05,0.05,12.240955829620361,1.753336601899464,4.351917361899307,0.6825188249670211,53.535217061131505,8.0
4,7901,22.875104630133137,345.39732725821483,6.640141943115221e-05,0.05,12.240955829620361,1.5320480463399477,3.3503550571243217,0.6938461997873827,41.912542716111886,8.0
5,7901,22.713672465877607,347.85215873256726,8.306898220334426e-05,0.05,12.240955829620361,1.4009453232809497,2.8978276289560996,0.6895220852202968,35.56787115554993,8.0
6,7901,23.054158970015123,342.71473577831483,9.973654497553632e-05,0.05,12.240955829620361,1.3089969844972615,2.6280749172157103,0.6806867356587627,31.4132230097456,8.0
7,7901,22.76933451392688,347.00179731504,0.00011640410774772836,0.05,12.240955829620361,1.2227509758349024,2.3075273135178844,0.6690164297958701,27.684011517529427,8.0
8,7901,22.747009282000363,347.3423649698001,0.00013307167051992042,0.05,12.240955829620361,1.1457667172581256,2.069249902189781,0.6575989242053276,24.407480065814454,8.0
9,7901,22.169420941034332,356.3918074817958,0.00014973923329211249,0.05,12.240955829620361,1.0828859149662848,1.9709685397984,0.6360907148988982,22.343769775977723,8.0
10,7901,22.714768500998616,347.83537413787184,0.00016640679606430453,0.05,12.240955829620361,1.0351059533586806,1.8854979928151487,0.616255437123777,20.948163207188962,8.0
11,7901,22.585116837872192,349.8321508238155,0.00018307435883649657,0.05,12.240955829620361,0.9949898824799198,1.7767882041426615,0.59921744364362,19.790572395899254,8.0
12,7901,22.550895402906463,350.36302811203154,0.00019974192160868864,0.05,12.240955829620361,0.9598691557845108,1.7534359497988379,0.5800930099643615,18.99159125427161,8.0
13,7901,22.705268539022654,347.9809096475059,0.00021640948438088068,0.05,12.240955829620361,0.9326170650996252,1.6520840619398272,0.5676780937668825,18.24157543348943,8.0
14,7901,23.181197493104264,340.8365768140459,0.00023307704715307272,0.05,12.240955829620361,0.9113384211475284,1.6391550737941527,0.5555695706855616,17.78852360460701,8.0
15,7901,23.033531905151904,343.0216448148269,0.0002497446099252648,0.05,12.240955829620361,0.9019563621002697,1.6201837837145368,0.5516412318952324,17.518644791798508,8.0
16,7901,22.877810346195474,345.3564777589791,0.0002664121726974568,0.05,12.240955829620361,0.8923080868395714,1.6365219686562738,0.5456950196645303,17.33436432097203,8.0
17,7901,22.86570088402368,345.5393753322666,0.0002830797354696489,0.05,12.240955829620361,0.88380126675659,1.6222717363522665,0.5433296294638423,17.020843880521454,8.0
18,7901,22.798819174990058,346.55303589877457,0.00029974729824184095,0.05,12.240955829620361,0.8753870192275381,1.6008388725296936,0.5417153518753042,16.684320022781925,8.0
19,7901,22.684444351121783,348.3003540974669,0.000316414861014033,0.05,12.240955829620361,0.8660110229858038,1.6399985271501414,0.5345656368086993,16.570370839134288,8.0
20,7901,22.55367642501369,350.31982596137664,0.000333082423786225,0.05,12.240955829620361,0.8688502091423588,1.7069305007238356,0.5346606580226757,16.71387324389318,8.0
21,7901,22.96713581494987,344.0132920212474,0.0003497499865584171,0.05,12.240955829620361,0.8654221066748428,1.7269346223060367,0.5320551124966125,16.665461650423996,8.0
22,7901,22.841187567915767,345.91021051367153,0.00036641754933060917,0.05,12.240955829620361,0.8505302555514896,1.67423273676363,0.5265778632514644,16.200536324515884,8.0
23,7901,22.605433059856296,349.5177455383917,0.00038308511210280124,0.05,12.240955829620361,0.8559463400053776,1.7508357156456127,0.5243139467561053,16.580037337045944,8.0
24,7901,23.141167517984286,341.4261615737276,0.0003997526748749933,0.05,12.240955829620361,0.8569548329874287,1.8096572302546838,0.5208781590613817,16.800405012023795,8.0
25,7901,22.887461407110095,345.21084970767083,0.00041642023764718527,0.05,12.240955829620361,0.8569590551025459,1.8138254257323334,0.5196656636641971,16.86842646500443,8.0
26,7901,22.933277716161683,344.52118435874337,0.00043308780041937734,0.05,12.240955829620361,0.8678414222183537,1.8928368394396875,0.5246683863684612,17.165192697126948,8.0
27,7901,22.662435033824295,348.6386166450139,0.00044975536319156946,0.05,12.240955829620361,0.8588102381903225,1.8500242887486569,0.5138511848350127,17.245720478420452,8.0
28,7901,22.839204600080848,345.94024346942587,0.00046642292596376153,0.05,12.240955829620361,0.8689782072691778,1.9216822850041835,0.5159821960838848,17.64769491203645,8.0
29,7901,23.12049219198525,341.7314793470916,0.00048309048873595355,0.05,12.240955829620361,0.855949900539868,1.7930043906957918,0.5190334896425132,16.849916149854447,8.0
30,7901,23.018103019101545,343.2515700118018,0.0004997580515081456,0.05,12.240955829620361,0.8445007427857354,1.7420432587814185,0.5075267367673183,16.84145203138843,8.0
31,7901,22.82885122601874,346.0971347955953,0.0004999835794121614,0.05,12.240955829620361,0.834930647839294,1.6923375572981434,0.5026655488339515,16.615286039741804,8.0
