epoch,total,prediction,regularizer,variance,covariance,embedding_std,zero_prediction,residual_cosine,learning_rate,weight_decay,ema_momentum,seconds,samples_per_second,peak_gpu_memory_gib,target_delta_rms,residual_skill,prediction_defocus_100_to_075,zero_prediction_defocus_100_to_075,residual_skill_defocus_100_to_075,prediction_defocus_075_to_050,zero_prediction_defocus_075_to_050,residual_skill_defocus_075_to_050,prediction_defocus_050_to_025,zero_prediction_defocus_050_to_025,residual_skill_defocus_050_to_025,prediction_defocus_025_to_000,zero_prediction_defocus_025_to_000,residual_skill_defocus_025_to_000,prediction_resolution_100_to_075,zero_prediction_resolution_100_to_075,residual_skill_resolution_100_to_075,prediction_resolution_075_to_050,zero_prediction_resolution_075_to_050,residual_skill_resolution_075_to_050,prediction_resolution_050_to_025,zero_prediction_resolution_050_to_025,residual_skill_resolution_050_to_025,prediction_resolution_025_to_000,zero_prediction_resolution_025_to_000,residual_skill_resolution_025_to_000
11,0.04502851306852729,0.004888710089595091,0.40139802334173136,0.23317585163758595,4.2055544081314835,0.7667622837653991,0.0033432850542286954,0.03973497889974633,3.6666666666666666e-05,0.04118953812748827,0.9960132170903054,15.735401460988214,502.1162008219777,6.109834671020508,0.08177146602448429,-0.4622474632881488,0.00407961508204449,0.0026186429418948044,-0.5579119309379963,0.004456183678096431,0.0030042534737855704,-0.48329151217767485,0.004182666935026645,0.0026482853442430497,-0.579386807437158,0.003697253008237564,0.002057789374139041,-0.796711099154382,0.004958959404617695,0.0033847660266707095,-0.46508188912997883,0.005287629385877933,0.0037328460797046623,-0.4165141752365753,0.005064390300784582,0.0034816217869366884,-0.45460667778061437,0.007275112307606599,0.005714050712728877,-0.27319701440525046
12,0.04351462224452892,0.00612319105966876,0.3739143040923737,0.19526479685099846,4.466237771935047,0.8046866355553682,0.005007110231512031,0.05343626046720871,4e-05,0.04141569788752825,0.9960157299765281,15.88622898000176,497.348993895663,6.109834671020508,0.10007120127851549,-0.22289919265861613,0.0051086471863771065,0.0040768904339439005,-0.2530744372826095,0.005654975427390356,0.004627283636056553,-0.2220939696295814,0.004785494638045587,0.00369093551983177,-0.29655330263361157,0.004022355562196018,0.0028201881423398946,-0.42627206384134775,0.006295805906340705,0.005113145174232848,-0.23129809379709187,0.006897801614971275,0.005779851053607654,-0.19342203648410994,0.006775013194495615,0.005601597032758571,-0.20947886020269135,0.009227942101953105,0.008128143962389733,-0.13530741392528478
13,0.04395308853970451,0.008274542640929071,0.35678545357969466,0.17163079211325935,4.628866674085008,0.8283651729819594,0.007459371176841455,0.06722941426985808,4.3333333333333334e-05,0.04166144353469042,0.9960184604837188,16.47377432200301,479.61079504695647,6.109834671020508,0.12214265474488153,-0.10928152585011697,0.006850126746272993,0.006130448913944508,-0.1173939857310422,0.007510192940131792,0.0068169413509988975,-0.10169540171140112,0.0061919822979675295,0.005417896556923288,-0.14287569592946037,0.004719864569506263,0.003800768895865453,-0.24181835276557329,0.008847206519588174,0.007956858580052913,-0.11189691642469035,0.010349296486352725,0.009513317168040096,-0.08787463968100351,0.009619988728223778,0.008719104243730142,-0.10332305467519287,0.012382678872106983,0.01158990407260702,-0.06840218819185084
14,0.04570032980723512,0.011302404972273042,0.3439792340849792,0.15434887241810247,4.740759187130336,0.8457010634532987,0.010721948807367175,0.0756542766234525,4.6666666666666665e-05,0.04192674811729752,0.9960214083124144,15.44210552200093,511.65302482509,6.109834671020508,0.14643950467431274,-0.05413718861509853,0.010010830712682868,0.009558931323727208,-0.04727509526446272,0.010277620539256703,0.009856712743856322,-0.04270265415442198,0.007952665545397404,0.007401558011770249,-0.07445831441849982,0.005733126983737823,0.005007203827736918,-0.14497575512698813,0.011773879026111803,0.011087254034845452,-0.06192921972459531,0.014641587440607815,0.014056033026831154,-0.04165858266403566,0.013836649364942452,0.013154575481844094,-0.05185069514708052,0.01603200306353404,0.015475809680347287,-0.035939533677068924
15,0.048016177300576425,0.014663254776152684,0.33352921784882184,0.14027434682155046,4.831371851984933,0.8599053989134473,0.014239806990701327,0.07730373378464457,5e-05,0.04221158253858376,0.9960245731393176,15.644919417012716,505.02017871745863,6.109834671020508,0.16876691813222558,-0.029736904842029954,0.012820273154653918,0.012564430905934404,-0.020362422352028453,0.013000054941360948,0.01273229042286934,-0.0210303495756472,0.009772400112723458,0.009381646521874433,-0.04165085413716407,0.006986620352464787,0.0064147524535655975,-0.08914886475179884,0.014976391423664581,0.01444104486398534,-0.03707117904012236,0.019005299517122768,0.018568857886712687,-0.023503956628500244,0.01853337514533306,0.0179744911974187,-0.03109317208348128,0.021852584705958442,0.0214756793763128,-0.01755033324167421
16,0.05010754886885909,0.017678657111212838,0.3242889129350554,0.12872343380162118,4.889137088339655,0.8716146540542205,0.01735886442949464,0.07667521117171401,5.333333333333334e-05,0.04251591555988615,0.9960279546173321,15.668457660998683,504.2615023728125,6.109834671020508,0.18634422479284918,-0.018422442494270275,0.016738204572063226,0.01660078805437696,-0.008277710506040536,0.01524053785934227,0.01509350886419101,-0.009741207062863966,0.011258613843148605,0.010962176999209343,-0.027041785948233032,0.00813140705944541,0.007646437976994591,-0.06342418311767117,0.01834800951855849,0.017941684670960106,-0.022646972959905476,0.023583508812966038,0.023259769491295317,-0.013918423473279873,0.02272823805675105,0.022279941928063856,-0.020121063606656886,0.025493949726598346,0.025184563850637658,-0.012284742264967008
17,0.052360337237012854,0.020316179866746113,0.3204415654015079,0.12421082077226583,4.905768719281959,0.8762186762125126,0.020063235871083614,0.0730995291200654,5.666666666666667e-05,0.042839713804070534,0.9960315523756008,15.822149829997215,499.36323981842804,6.109834671020508,0.20034642573446654,-0.012607337983154387,0.01976778492551719,0.01969785433391045,-0.003550162896999165,0.016869518172729026,0.01677629388831593,-0.005556905776312293,0.012887524438888185,0.012660594583196528,-0.017924107292152325,0.007912567984803937,0.007485450440016528,-0.05705969843899816,0.02130109947999646,0.020968635529126246,-0.015855297327687756,0.029196867993749195,0.028966515026767035,-0.007952388016621903,0.026232659727779786,0.025841328694452693,-0.015143611149186054,0.02774896429767334,0.027491000331478353,-0.009383578737933496
18,0.05392323343071239,0.02236050989494386,0.3156272328559273,0.11905731029366258,4.914248149163541,0.8815245935998677,0.022158240414981434,0.07090906872958748,6e-05,0.043182941759192184,0.9960353660195466,16.093386474007275,490.9470118524184,6.109834671020508,0.21055937745029824,-0.009128408942872035,0.021616703811003335,0.021599209083983648,-0.0008099707240047938,0.0185442315974259,0.018485103408104095,-0.0031986939978860818,0.012700403198078353,0.012485409789537954,-0.017219571657195454,0.00891543156206304,0.008549350595802342,-0.04281973959992236,0.02411149875492069,0.023830233706046262,-0.011802865735347945,0.032790418080112134,0.03263276706807596,-0.004831064791633866,0.029785699139563655,0.029465539223056728,-0.010865571272369756,0.02989593448947711,0.029689646269901688,-0.0069481534976909565
19,0.0552391471291038,0.0241349583043526,0.31104188725972776,0.11371436846201939,4.933188021869512,0.8870577458987703,0.023964285141394842,0.0676738615655217,6.333333333333333e-05,0.04354556178239066,0.9960393951309154,16.192270920000738,487.94885158700396,6.109834671020508,0.21899227624452625,-0.007121980144650486,0.02370928982677667,0.023724768796692722,0.0006524392312817762,0.019584382977428948,0.019557879748500373,-0.0013551176952402155,0.013873226050785196,0.013712526679883602,-0.011719165596034253,0.009013290528625373,0.008674819517061423,-0.039017643064302776,0.02636060231409526,0.026137523779466706,-0.008534799872809806,0.03491272798693571,0.03477759784484496,-0.0038855513452544788,0.03309611604358283,0.03280935357982074,-0.008740265578973672,0.031950608117814805,0.031751435527498456,-0.006272868832776224
20,0.05685710013968901,0.0262267938532749,0.3063030554409073,0.10718166230487124,4.97803493391606,0.8938175855430074,0.026080308813276873,0.06395949835777887,6.666666666666667e-05,0.04392753410401784,0.9960436392678225,15.378053865992115,513.7841282681882,6.109834671020508,0.2284858004497206,-0.005616691161396625,0.02580901482166388,0.025830507828639104,0.0008320783748352323,0.021581520334132447,0.021578687666492027,-0.00013127154367298388,0.015241318837840958,0.015107539937932893,-0.008855108141873291,0.009749039629271612,0.009444795020040453,-0.03221293935819647,0.02739206813348432,0.027186384326533267,-0.007565691872836178,0.038438821802948116,0.038320025462194304,-0.003100111216549406,0.03635433546549552,0.03609123311287635,-0.007289924170679196,0.03496919065500791,0.034803960674020924,-0.004747447640645275
21,0.0587511928505708,0.02821069758811181,0.3054049508305475,0.10961985899544022,4.894627362772598,0.8913155786750618,0.028061540137965562,0.05948839476102214,7.000000000000001e-05,0.044328816831999796,0.9960480979648,15.406816211005207,512.8249660274557,6.109834671020508,0.23705110507160373,-0.005315369342270948,0.02953567349077358,0.02956335460946432,0.0009363321265942748,0.02254348372419675,0.022525685290113475,-0.0007901395164695568,0.014981635987758637,0.014824535019695759,-0.010597362268304211,0.009986606813867272,0.00968717463829692,-0.030910165941118395,0.029596050854386956,0.029389442657602245,-0.007030014117374472,0.04256594861074099,0.04246022439901791,-0.002489958854893226,0.038350580221831555,0.03808929234620475,-0.006859877396825365,0.03723710407989735,0.037067817248536285,-0.00456694901202348
22,0.05986541210134004,0.029649081970582112,0.3021632966444834,0.10286647547401818,4.982420674488071,0.8983710604730308,0.02953078791757518,0.05745321279114642,7.333333333333333e-05,0.044749365956431364,0.9960527707328493,16.194880174996797,487.8702351992896,6.109834671020508,0.24317986564337732,-0.004005787225762836,0.031783705611257956,0.031842913652409405,0.0018593788808948242,0.02492365760471278,0.024920385754932235,-0.00013129210007911674,0.015405050485673612,0.015275701771687418,-0.008467611892367222,0.01054088652652849,0.01027756708474702,-0.025620795233948224,0.030577261847528545,0.030421224366309063,-0.005129230807432217,0.0433678138719137,0.04328956597473517,-0.0018075463548006265,0.0416132692357316,0.041400098578035505,-0.005149037442369719,0.03822823718464271,0.0380601534423385,-0.004416265492961369
23,0.06101388250849033,0.030905978088174618,0.30107904099886995,0.10294766018562959,4.953284599708313,0.8983201669403427,0.03078236209940358,0.05319246607873277,7.666666666666667e-05,0.045189135354402554,0.9960576570594933,15.761570347007364,501.2825388620085,6.109834671020508,0.24830316056891125,-0.0040158058167159005,0.03293914921238331,0.032977865191404235,0.0011739989473610324,0.025643056949540492,0.02563491660440641,-0.00031754911707726485,0.0165697603583566,0.016437536342839017,-0.008044028786295954,0.009744182610252105,0.009476831709360279,-0.028211000162402744,0.03361494477674988,0.033464071962690016,-0.004508501363135853,0.04688659810170188,0.046784457795524995,-0.002183210215308984,0.04407279238831706,0.043866223708643175,-0.004709060005846366,0.039235777099558194,0.03907305042195,-0.0041646781055204585
24,0.0621596811568642,0.03235351730648694,0.29806163334089086,0.09975600043454814,4.957640943489804,0.9017030534269297,0.032237761775959356,0.05052872413835138,8e-05,0.045648076795057335,0.996062756408834,15.563493483001366,507.6623708314311,6.109834671020508,0.2541258813332067,-0.003590681367150683,0.03488423920712292,0.03490578290626142,0.0006171957006768647,0.02704308013948328,0.027035630943699013,-0.0002755325296377453,0.016794324170856575,0.016668155602135585,-0.007569437898985232,0.01016596919405706,0.00990584561812509,-0.02625960326456278,0.03361175574754414,0.033482067412451695,-0.0038733670025470346,0.04908234060280892,0.04900087319182221,-0.0016625705968094096,0.046359333083685395,0.04615146852461271,-0.004503964136305383,0.03986309835964211,0.039714648257447846,-0.003737918090875203
25,0.06344393454987163,0.03387401481000491,0.29569919251019616,0.09733071807833688,4.959212040753323,0.9042374010690178,0.03375753148147357,0.04743161863532946,8.333333333333333e-05,0.04612613994488268,0.9960680682216098,16.0098991739942,493.5071679173376,6.109834671020508,0.26007005011170625,-0.003450587866451915,0.036710462943398844,0.03675203205000424,0.0011310696113030483,0.028047031646655084,0.028034520672904538,-0.00044627029284782793,0.017494880831276878,0.017361995369137156,-0.00765381278559385,0.010740612938683084,0.010497393245075612,-0.02316953246669784,0.03565403720485236,0.035515202879269576,-0.003909151977949721,0.04964717839400142,0.049556956091038606,-0.0018205779789435272,0.04819435852483787,0.04799347944357048,-0.004185549445390402,0.043474378154402776,0.04331915098572931,-0.0035833382035719286
26,0.0638888699005275,0.03466941524613373,0.29219453549961427,0.09421971918789439,4.9493705600202125,0.9076037830513439,0.03455324861584185,0.0465169266769666,8.666666666666667e-05,0.04662327237322972,0.9960735919152581,15.883002371003386,497.4500296256561,6.109834671020508,0.26312785587182635,-0.003361959727242958,0.037087415303537236,0.037124616655743556,0.0010020669722003994,0.029908362445952016,0.02989992131538029,-0.00028231280218737886,0.017930228874970686,0.01779378476336352,-0.00766807699551908,0.011220413325485103,0.010972566059034669,-0.022587903788135355,0.03689771318980409,0.0367679093013281,-0.0035303581558632224,0.05244300504822043,0.05236786888606513,-0.0014347760134896248,0.04827160554879169,0.048074154222501796,-0.004107224130788234,0.04394635237641071,0.04378121066932103,-0.003771976712498626
27,0.06506003175577232,0.03603244362166299,0.2902758710483345,0.09345141942535619,4.920611382496386,0.9083798077269123,0.0359061387441925,0.04353620571179445,9e-05,0.047139419558062945,0.9960793268839785,15.534474487008993,508.6107036712034,6.109834671020508,0.26827595198374704,-0.00351764021106038,0.03968748726281039,0.03972533248328223,0.000952672214581507,0.030530528201685322,0.03051129553641949,-0.0006303457433616266,0.01767046482872222,0.01751090820962593,-0.009111841441129753,0.010169773900968309,0.009911954002435986,-0.026011006353435562,0.03798635686094557,0.03786677379932266,-0.0031579944533073334,0.055748391303660126,0.055659514249893446,-0.0015967989473937294,0.04997452251353667,0.04975548908485109,-0.0044021962745064425,0.044725854915601236,0.04453315729957549,-0.004327059380260456
28,0.06584267713833936,0.036974294196709154,0.28868381815791927,0.09209214337240848,4.914791994465407,0.9098870157969178,0.03685360768975646,0.042362261808245955,9.333333333333333e-05,0.04767452489194052,0.9960852724987993,15.330960406005033,515.3623641807353,6.109834671020508,0.2717986138430385,-0.0032747542104607508,0.040666490224138575,0.04070470395998739,0.0009388039251281288,0.030555398615416635,0.030532308194437637,-0.0007562618859979775,0.018221810065043947,0.018079123245443543,-0.007892352834995231,0.01079251439852695,0.010540473374569452,-0.02391173669349489,0.04052003333392235,0.040397494276485424,-0.0030333331220560034,0.056720992719240027,0.0566427422104504,-0.0013814745850209142,0.05195177329382892,0.051747608220470274,-0.003945401157263273,0.045323485919988776,0.04513891029310035,-0.004089058102863419
29,0.06669941814134218,0.03809569951030382,0.28603718000082345,0.08967808699957888,4.9089774133102635,0.9125243856429812,0.03796492496814445,0.04007244719657516,9.666666666666668e-05,0.04822852968822233,0.996091428107647,15.87299361899204,497.7636978664473,6.109834671020508,0.2758934186248676,-0.0034446147929725335,0.042694091861662654,0.04273009693816952,0.0008426163076337145,0.030838818436098998,0.0307958234467048,-0.0013961305327199192,0.01831626706579436,0.018164402605430317,-0.008360553532250181,0.011135206615776442,0.010878398280235247,-0.023607182686791628,0.041483549616154136,0.04134433076985245,-0.003367301966421099,0.0580760375520245,0.05799597770464225,-0.0013804379295054847,0.05475005465994772,0.054519074663490236,-0.00423668225998286,0.04690969887059163,0.046739545574017764,-0.0036404568012842198
30,0.0675929085036921,0.03917753102403776,0.2841537682455773,0.08660560048746016,4.938704337670583,0.9158113237468974,0.03904700203796472,0.038687698147958055,0.0001,0.048801373187506436,0.9960977930354168,15.877915897988714,497.6093871992882,6.109834671020508,0.2798291701749057,-0.003342868319215153,0.04435904751985501,0.04438663852520478,0.0006216061018926577,0.03246413149740085,0.032421104548391234,-0.0013271277955813066,0.02031203377069813,0.020155578600888204,-0.007762375514391406,0.011556234751186223,0.01129474570405298,-0.023151388617754565,0.04175724806608977,0.04163286964214801,-0.0029875054256611744,0.06040895038837277,0.06033505004127115,-0.0012248327804662562,0.054092820069107275,0.05386191589518207,-0.004286965476210547,0.047963546598529916,0.04777859673436743,-0.0038709773162812766
31,0.06877016934518225,0.0403325779094996,0.28437590639042926,0.09021746402578314,4.853961213844182,0.9119347642153339,0.040193918279086076,0.03685266107656491,9.999675607461392e-05,0.04939299256429247,0.9961043665840477,15.846487512986641,498.5962973513789,6.109834671020508,0.2839304975552661,-0.003449766441050661,0.046668217144717805,0.04669326157313833,0.0005363606562650558,0.033344106287018865,0.03328167623243271,-0.0018758086026122722,0.01959042552113533,0.019423108100891113,-0.008614348402691707,0.011593807892349114,0.011342911505293181,-0.02211922282377432,0.04361616913320983,0.04347300006838268,-0.0032932869735684545,0.06266503763340768,0.06257393465392173,-0.0014559253783514858,0.055138491155434045,0.05491636463521439,-0.004044814723173085,0.048855893475534415,0.04866028798990231,-0.004019817672938908
32,0.06949685608838242,0.04124642591774954,0.2825042987990841,0.08635025373000522,4.903851210112935,0.9161578947163099,0.04111085458882714,0.03611371770959431,9.998681115190574e-05,0.050003322933872385,0.9961111480325986,16.189555566001218,488.0306916264242,6.109834671020508,0.2871524013438841,-0.0032977015505593066,0.04881855050521255,0.048851942073017296,0.0006835259027131446,0.035041031223244784,0.034997717454666046,-0.0012376169570156303,0.020212338104983938,0.020035278996038984,-0.008837366775873656,0.012041531855592856,0.011778906603458022,-0.022296233510989305,0.04477834952712962,0.04464589674590212,-0.0029667403027280326,0.06268338022004086,0.06260530991976955,-0.0012470236210211372,0.05692854166160883,0.05670450824427631,-0.0039508925175297804,0.0482879371922337,0.048079497729935694,-0.004335308647956726
33,0.07001961005735874,0.041854438252549975,0.2816517087435846,0.08574085209154204,4.897771502850765,0.9168348240257894,0.04171292707295738,0.03476215540465034,9.997016570662151e-05,0.050632297359445966,0.9961181366373272,16.03401607500564,492.7648795560548,6.109834671020508,0.2892709871912329,-0.00339250178595929,0.04893662704375082,0.04895681345868923,0.0004123310630795851,0.03536748549630565,0.035313257797350804,-0.001535618697828589,0.021162282761804846,0.020984456834875938,-0.008474173447909461,0.011514338342946592,0.011246419484371351,-0.023822591621053713,0.04720111375068913,0.047078229054033936,-0.00261022343287709,0.0628751087738533,0.06279223769965661,-0.0013197662200392646,0.059849068492166396,0.05961807181195515,-0.003874608372774091,0.0498464516257354,0.0496309123725714,-0.004342842854589968
34,0.07116145499445731,0.043187494546367375,0.27973959472658905,0.08398676980954004,4.893820773316492,0.9187026671964358,0.043060321865798765,0.03498908061495975,9.994682199255739e-05,0.05127984685946252,0.9961253316317717,15.893054269006825,497.1354068429631,6.109834671020508,0.29398401169698624,-0.002953361123610554,0.051751659643015216,0.05177981643046618,0.0005437792057215729,0.036957925050325566,0.03691811041702721,-0.001078458048058506,0.02096680682054989,0.020804527448734064,-0.007800195040032154,0.011463263292902523,0.011218622130985113,-0.021806703092505986,0.045904981682175085,0.045802396065310426,-0.0022397434561802765,0.06679258979048719,0.06670695061279237,-0.0012838119102747125,0.06158024763891195,0.06136639599640032,-0.003484833010629629,0.04842892729216341,0.048219736597202946,-0.004338279503845355
35,0.07138043476360355,0.04349376106913626,0.27886672859447786,0.08265334489586655,4.905334688895655,0.9201730173036368,0.043360389134443615,0.03378444529080629,9.991678317045618e-05,0.051945900415185986,0.9961327322268354,16.14610077800171,489.34415241385926,6.109834671020508,0.29501237372953576,-0.00307589339844494,0.05286709229030628,0.05289857525835163,0.0005951572020906903,0.03688196109760431,0.03682498920705217,-0.001547098635435118,0.02133503091876088,0.02116635914972783,-0.007968860768160058,0.0118622158911634,0.01161355254973503,-0.021411479421431956,0.04635323531599666,0.04622539979671084,-0.002765482177504497,0.06503667480507262,0.06495387970957822,-0.0012746751366445874,0.06061961784778974,0.06040466014389208,-0.0035586278175492314,0.05181344274070955,0.05161873073948006,-0.0037721191211035343
