learning_rate,weight_decay,best_epoch,val_macro_f1
0.001,0.0,5,0.055418378068583435
0.001,0.0001,5,0.04382111319875348
0.003,0.0,3,0.0405095212706972
0.003,0.0001,3,0.06439260897818155
0.01,0.0,5,0.048793616282301826
0.01,0.0001,3,0.032841719683824946
