step,loss,batch_fetch_seconds,wall_seconds,gpu_milliseconds,source_images,source_images_per_second,invariance_loss,sigreg_loss,num_views
19,1.5738685131072998,0.00039542000740766525,0.23937343002762645,238.45266723632812,128,534.7293556566714,0.6637122631072998,45.5,6.0
20,1.6808818578720093,0.0007983620162121952,0.23871692502871156,237.71189880371094,128,536.1999363246023,0.6652568578720093,50.75,6.0
21,1.6003084182739258,0.6103436519624665,0.8652391919749789,252.99363708496094,128,147.9359709860456,0.6198396682739258,49.0,6.0
22,1.6014392375946045,0.0012018170091323555,0.24152941396459937,240.098876953125,128,529.9561568876277,0.6912829279899597,45.5,6.0
23,1.6219898462295532,0.0003917329595424235,0.2458686669706367,244.92979431152344,128,520.6031397863585,0.7001148462295532,46.0,6.0
24,1.6025166511535645,0.00046011200174689293,0.24222888000076637,241.61920166015625,128,528.4258425320509,0.6806416511535645,46.0,6.0
25,1.5748085975646973,0.0002659540041349828,0.23932172096101567,238.7096710205078,128,534.84489199729,0.7115272879600525,43.25,6.0
26,1.560399055480957,0.0008551609935238957,0.23933910398045555,238.3745574951172,128,534.8060466143154,0.720555305480957,42.0,6.0
27,1.5606571435928345,0.00010047998512163758,0.2361394100007601,235.69215393066406,128,542.0526798114215,0.7012821435928345,43.0,6.0
28,1.6205294132232666,0.000260733999311924,0.2450841490062885,244.18048095703125,128,522.2695980910447,0.7259981632232666,44.75,6.0
29,1.494391679763794,0.4954517480218783,0.7403107500285842,243.6715545654297,128,172.9003664948237,0.6740791201591492,41.0,6.0
30,1.5302214622497559,0.0696812630048953,0.3093848759890534,238.3067169189453,128,413.7241666736446,0.6708464622497559,43.0,6.0
31,1.5541419982910156,0.00010740401921793818,0.23616508801933378,235.75856018066406,128,541.9937429088639,0.6986732482910156,42.75,6.0
32,1.541002631187439,0.00020109099568799138,0.23565272701671347,234.60537719726562,128,543.1721568446849,0.685533881187439,42.75,6.0
33,1.538935661315918,8.859799709171057e-05,0.2348339359741658,234.41888427734375,128,545.0660249295543,0.683466911315918,42.75,6.0
34,1.493906021118164,9.426800534129143e-05,0.2607913290266879,260.3620910644531,128,490.8138643938626,0.6345310211181641,43.0,6.0
35,1.4939546585083008,0.0001040669740177691,0.24202850699657574,241.63113403320312,128,528.8633210542052,0.669735848903656,41.25,6.0
36,1.464861273765564,0.00016907003009691834,0.23616288299672306,235.54873657226562,128,541.9988034350686,0.667986273765564,39.75,6.0
37,1.4764965772628784,9.291601600125432e-05,0.23062350699910894,230.28860473632812,128,555.0171431591948,0.6796215772628784,39.75,6.0
38,1.4843674898147583,0.14670201198896393,0.37563959398539737,228.3606414794922,128,340.75215192830785,0.6757737398147583,40.5,6.0
39,1.5252681970596313,7.079500937834382e-05,0.23171334201470017,231.43711853027344,128,552.4066887433678,0.7010494470596313,41.25,6.0
40,1.4663429260253906,8.805596735328436e-05,0.23141888296231627,231.0946807861328,128,553.1095749902277,0.6421241164207458,41.25,6.0
41,1.4571268558502197,8.246599463745952e-05,0.23054034798406065,230.12815856933594,128,555.2173453336238,0.668064296245575,39.5,6.0
42,1.5165067911148071,2.7071505839703605,2.971961034985725,264.3910827636719,128,43.06920531366079,0.6805692911148071,41.75,6.0
43,1.5620691776275635,0.0007664129952900112,0.27984033001121134,278.8726501464844,128,457.4036915796658,0.7456628680229187,40.75,6.0
44,1.4985966682434082,0.00040210201404988766,0.2655490899924189,264.30767822265625,128,482.02010409319894,0.6978153586387634,40.0,6.0
45,1.5200737714767456,0.000714382971636951,0.24560608196770772,244.70169067382812,128,521.1597325868723,0.6919487714767456,41.5,6.0
46,1.4876502752304077,0.0002855209750123322,0.24062994396081194,239.912353515625,128,531.9371225920478,0.7064002752304077,39.0,6.0
47,1.4702996015548706,0.00042671896517276764,0.23743175395065919,236.838623046875,128,539.1022804245457,0.7202996015548706,37.5,6.0
48,1.5013679265975952,0.0003682979731820524,0.2386414450011216,237.79798889160156,128,536.3695312832119,0.7044929265975952,39.75,6.0
49,1.4562872648239136,0.000769989041145891,0.23909964301856235,238.17552185058594,128,535.3416608408019,0.6750372648239136,39.0,6.0
50,1.4345390796661377,0.5150766809820198,0.75770990899764,241.2123260498047,128,168.93008588119002,0.6689140200614929,38.25,6.0
51,1.4404240846633911,0.23866893601370975,0.4835607029963285,244.26797485351562,128,264.70306459326133,0.6865178346633911,37.75,6.0
52,1.4399852752685547,0.00026153598446398973,0.24551287398207933,244.78582763671875,128,521.3575888054778,0.6548289656639099,39.25,6.0
53,1.4066481590270996,0.0010886130039580166,0.2391175960074179,237.7244873046875,128,535.3014672999188,0.6605544686317444,37.25,6.0
54,1.3994625806808472,0.0002993970410898328,0.24013239901978523,239.48342895507812,128,533.0392755100644,0.6455563306808472,37.75,6.0
55,1.4737969636917114,0.0008187720086425543,0.23810626997146755,237.0470733642578,128,537.5750920601055,0.7003594636917114,38.75,6.0
56,1.4054465293884277,0.00034021504689008,0.26418586500221863,263.1214904785156,128,484.50737513502116,0.6906027793884277,35.75,6.0
57,1.4537334442138672,0.0007572149625048041,0.2397935059852898,238.84127807617188,128,533.7926040743247,0.6998271942138672,37.75,6.0
58,1.3929375410079956,0.42533103900495917,0.6719922280171886,245.0933074951172,128,190.47839344464256,0.7171562910079956,33.75,6.0
59,1.4270520210266113,0.08181887899991125,0.3599891100311652,277.66339111328125,128,355.5663114056942,0.7083020210266113,36.0,6.0
60,1.3703114986419678,0.0004499419592320919,0.2398842569673434,238.60067749023438,128,533.5906641736196,0.690623939037323,34.0,6.0
61,1.4289888143539429,0.0006946059875190258,0.24531434598611668,244.38893127441406,128,521.7795130792882,0.6985200643539429,36.5,6.0
62,1.3648958206176758,0.00045287900138646364,0.23930497001856565,237.78585815429688,128,534.882330233549,0.6852083206176758,34.0,6.0
63,1.3791239261627197,0.001054677995853126,0.2458175589563325,244.43081665039062,128,520.7113785664845,0.6603739857673645,36.0,6.0
64,1.4222755432128906,0.0004889760166406631,0.2406303599709645,239.0913543701172,128,531.9362029606116,0.7230567932128906,35.0,6.0
65,1.381387710571289,0.000514223997015506,0.23697483399882913,236.29434204101562,128,540.1417434926126,0.7095127105712891,33.5,6.0
66,1.371598243713379,0.7203148619737476,0.9864006139687262,264.4544677734375,128,129.7647205276965,0.6762857437133789,34.75,6.0
67,1.392708659172058,0.1704886769875884,0.43254929198883474,261.46875,128,295.92003124421717,0.6778649091720581,35.75,6.0
68,1.359050989151001,0.0004925940302200615,0.24413831601850688,243.074951171875,128,524.2929585468959,0.663738489151001,34.75,6.0
69,1.4137892723083496,0.0008024810231290758,0.23923883301904425,238.21119689941406,128,535.0301971662383,0.7184767723083496,34.75,6.0
70,1.352874517440796,0.00023066700669005513,0.23550916503882036,234.78378295898438,128,543.5032644224314,0.6927182078361511,33.0,6.0
71,1.4072812795639038,0.00046243699034675956,0.23984402901260182,239.23670959472656,128,533.6801609235586,0.7275937795639038,34.0,6.0
72,1.3642935752868652,0.0003464259789325297,0.23675624700263143,234.98019409179688,128,540.6404334436731,0.6885122656822205,33.75,6.0
73,1.373334527015686,0.0005375679465942085,0.2544573869672604,253.71974182128906,128,503.0311814703538,0.717084527015686,32.75,6.0
74,1.3613332509994507,0.2103703130269423,0.4568763540009968,246.1820831298828,128,280.1633283908599,0.7128957509994507,32.5,6.0
75,1.3385474681854248,0.06896247697295621,0.30724756099516526,238.05052185058594,128,416.6021679241716,0.69010990858078,32.5,6.0
76,1.34220290184021,0.0003476280253380537,0.2439165139803663,242.60301208496094,128,524.7697169462793,0.6859528422355652,32.75,6.0
77,1.3717268705368042,0.00042587699135765433,0.2359671219601296,235.24073791503906,128,542.4484518721538,0.6725081205368042,35.0,6.0
78,1.336729645729065,9.409798076376319e-05,0.23827872099354863,237.9338836669922,128,537.1860293117218,0.6609483957290649,33.75,6.0
79,1.3611348867416382,0.0008306840318255126,0.23999673599610105,238.6018524169922,128,533.3405867739779,0.7126973867416382,32.5,6.0
80,1.3952767848968506,0.0005432399921119213,0.24956253200070933,248.4537353515625,128,512.8975049813815,0.6921517252922058,35.25,6.0
81,1.3230699300765991,0.0004952679737471044,0.2527865099837072,252.15647888183594,128,506.3561343057822,0.7136949300765991,30.5,6.0
82,1.3703851699829102,0.5468286179821007,0.803558568994049,255.56031799316406,128,159.29143803449122,0.7141351699829102,32.75,6.0
83,1.3498926162719727,0.0005038850358687341,0.255875130998902,255.245849609375,128,500.2440037853826,0.7248926162719727,31.25,6.0
84,1.3247089385986328,0.00033081701258197427,0.2373391499859281,236.08706665039062,128,539.3126250245236,0.695802628993988,31.5,6.0
85,1.3376561403274536,0.0010161649552173913,0.24089942499995232,239.67599487304688,128,531.3420735646229,0.7126561403274536,31.25,6.0
86,1.3450713157653809,0.00028309604385867715,0.2419119030237198,241.0182342529297,128,529.1182384996138,0.6692900657653809,33.75,6.0
87,1.3314802646636963,0.0007690770435146987,0.23805193998850882,237.1631622314453,128,537.6977814429018,0.6947615146636963,31.75,6.0
88,1.3090752363204956,0.00013978499919176102,0.11491325299721211,114.07952117919922,128,1113.8837049814035,0.7192314863204956,29.5,6.0
89,1.3681515455245972,0.00021822401322424412,0.11670625896658748,115.82886505126953,128,1096.7706542341132,0.6884640455245972,34.0,6.0
90,1.3730788230895996,0.6585215349914506,0.7727162050432526,113.1421127319336,128,165.64943140131925,0.7090162634849548,33.25,6.0
91,1.3123472929000854,0.04125045897671953,0.15432934497948736,112.28988647460938,128,829.3950837218488,0.6990660429000854,30.75,6.0
92,1.3266628980636597,9.848701301962137e-05,0.11318903503706679,112.75199890136719,128,1130.851587859928,0.6977566480636597,31.5,6.0
93,1.3295873403549194,0.00011552899377420545,0.11202374700224027,111.4513931274414,128,1142.6148778744227,0.6694310903549194,33.0,6.0
94,1.3113622665405273,7.17060174793005e-05,0.11188029596814886,111.50953674316406,128,1144.0799194564183,0.6746435165405273,31.875,6.0
95,1.3547098636627197,6.590504199266434e-05,0.11357144900830463,113.24569702148438,128,1127.043822348699,0.694553554058075,33.0,6.0
96,1.3419005870819092,0.0001994080375880003,0.11385266203433275,113.16464233398438,128,1124.2600542919326,0.7286192774772644,30.75,6.0
97,1.3342137336730957,0.0001659950357861817,0.11729942401871085,116.55270385742188,128,1091.2244546024563,0.7248387336730957,30.375,6.0
98,1.309356451034546,1.3481846280046739,1.57694163400447,228.04425048828125,128,81.16977650907603,0.6999814510345459,30.5,6.0
99,1.3639731407165527,0.00010377599392086267,0.2320908919791691,231.7039337158203,128,551.5080704308225,0.7272543907165527,31.75,6.0
100,1.3111485242843628,0.00010310503421351314,0.23098403500625864,230.63221740722656,128,554.1508528783462,0.7095860242843628,30.0,6.0
