epoch,samples,seconds,samples_per_second,learning_rate,weight_decay,peak_gpu_memory_gib,loss,gradient_norm,dino_global_loss,dino_local_loss,ibot_loss,koleo_loss,teacher_temperature,masked_patch_fraction,logical_views,ema_momentum
1,7901,33.97844666894525,232.52975855488864,0.00024616626311541566,0.04214878683664375,17.2076358795166,16.77966683666218,1.7320783546854763,11.096385848384887,11.094360392239407,5.53499584960841,0.7504264433113718,0.042450757911233844,0.14763855042638332,10.0,0.9920477508185921
2,7901,33.25572429294698,237.5831580271935,0.00049636803874092,0.048683339517163415,17.428192138671875,16.586966448321462,0.5531128235382907,11.084312761241824,11.081077229507422,5.512524588321405,-0.03497564544626134,0.04745479342374394,0.14763855042638332,10.0,0.9921929631003814
3,7901,35.434732010937296,222.97332452129947,0.0004963125815729473,0.05944307499669321,17.428192138671875,16.546035775050772,0.3350883878955146,11.081685306784202,11.078954738659913,5.497757298148835,-0.15489804278505165,0.052458828936254025,0.14763855042638332,10.0,0.9924320683332598
4,7901,33.07596603606362,238.8743534016611,0.0004851450437802216,0.07416262591900591,17.428192138671875,16.536243540835432,0.25831276581206214,11.079847500695713,11.077964642457971,5.4965090120974835,-0.19219703421443643,0.05746286444876412,0.14763855042638332,10.0,0.9927591694648668
5,7901,32.991066187038086,239.4890772916044,0.0004668364511231113,0.09247896399957373,17.428192138671875,16.548441506566736,0.21954002111316587,11.080184104155625,11.078361763137607,5.510593921560952,-0.2035846650758856,0.0624668999612742,0.14763855042638332,10.0,0.9931661991999905
6,7901,33.42446218896657,236.3837585577704,0.00044194399697995403,0.11394035339215297,17.428192138671875,16.55890114430219,0.16963091161851263,11.081217802381111,11.079934642460056,5.5226789747758875,-0.21927646185729854,0.0674709354737843,0.14763855042638332,10.0,0.99364311896427
7,7901,32.32521095802076,244.4222254345272,0.0004112252442546225,0.13801749184996365,17.428192138671875,16.564353944078125,0.18249007268519873,11.082900971766438,11.081767835883818,5.525169020226569,-0.2135445304010325,0.06999999999999997,0.14763855042638332,10.0,0.9941781664855548
8,7901,33.83572881296277,233.51056049879014,0.0003756150701345612,0.16411656490700705,17.428192138671875,16.560696522324406,0.16246956278290753,11.083010993989385,11.082171859325992,5.524161602361129,-0.22865115797319016,0.06999999999999997,0.14763855042638332,10.0,0.9947581458868223
9,7901,33.37620122404769,236.72556223406565,0.0003361972145659665,0.19159389112424535,17.428192138671875,16.559540099576218,0.14759867470968435,11.083382850447089,11.082564372169022,5.523819777048505,-0.23467566591209285,0.06999999999999997,0.14763855042638332,10.0,0.9953687531360943
10,7901,33.52082556404639,235.70421870738224,0.00029417129832376264,0.21977179720493875,17.428192138671875,16.55737290999781,0.14407423132017524,11.083560378713527,11.082946024519208,5.5217372776963805,-0.23689351402578618,0.06999999999999997,0.14763855042638332,10.0,0.9959949288267764
11,7901,35.657604924053885,221.57966068747788,0.000250816314429821,0.2479553314511688,17.428192138671875,16.558274443278417,0.18587567811977287,11.083881709624237,11.083185842649467,5.521750987141876,-0.23370120146956236,0.06999999999999997,0.14763855042638332,10.0,0.9966212295878037
12,7901,32.64106183394324,242.05707645772108,0.0002074517040010019,0.27544940335757034,17.428192138671875,16.561411850483506,0.19969344538361977,11.084865653112017,11.083725718633538,5.522956973735991,-0.22698794958440885,0.06999999999999997,0.14763855042638332,10.0,0.9972322089635015
13,7901,33.54662340297364,235.52295875177828,0.0001653972011226967,0.3015759266284715,17.428192138671875,16.55420478170936,0.15091967924254376,11.084172551925537,11.083623302026634,5.519820835300374,-0.24650274707673245,0.06999999999999997,0.14763855042638332,10.0,0.9978127983695216
14,7901,33.8427006630227,233.46245557266687,0.00012593266880632994,0.32569054282021,17.428192138671875,16.55149420296568,0.15473693058341684,11.084384557069548,11.083783014652594,5.517773582307376,-0.2506473778380788,0.06999999999999997,0.14763855042638332,10.0,0.998348678729338
15,7901,30.75182504404802,256.92784049996504,9.025914836062991e-05,0.3471985131534347,17.428192138671875,16.548650452614194,0.16000187962798434,11.084189292223087,11.083774432428667,5.5148032514555005,-0.2498683328606512,0.06999999999999997,0.14763855042638332,10.0,0.9988266336256318
16,7901,33.358301433036104,236.85258722961575,5.946230757812477e-05,0.3655693865556262,17.428192138671875,16.54441288908348,0.14332170834452002,11.083557259024072,11.083424280058235,5.512758562857856,-0.2589248050965624,0.06999999999999997,0.14763855042638332,10.0,0.9992348752567917
17,7901,33.23057734593749,237.7629469915278,3.447940013412995e-05,0.38035008217590316,17.428192138671875,16.54274249562673,0.1409424328039061,11.083649084305797,11.083415100113106,5.511296322067815,-0.2599754819155886,0.06999999999999997,0.14763855042638332,10.0,0.9995633351594645
18,7901,33.30321203893982,237.24438323732096,1.607074173723766e-05,0.3911760637180513,17.428192138671875,16.540446884585943,0.1272494734133245,11.083601819429347,11.083350462938258,5.510178085339701,-0.2655485109609375,0.06999999999999997,0.14763855042638332,10.0,0.9998039125270678
19,7901,31.57851808902342,250.20173453757982,4.796571110048202e-06,0.3977803299992005,17.428192138671875,16.540019365944843,0.11442100378233125,11.083530280336882,11.083409729192203,5.509585416765096,-0.2649462507761154,0.06999999999999997,0.14763855042638332,10.0,0.9999506739999823
20,7901,33.73713271005545,234.19299049219688,1e-06,0.4,17.428192138671875,16.53909759511828,0.13068656293976352,11.083303436088103,11.083264351856737,5.509220547139561,-0.2669592221210824,0.06999999999999997,0.14763855042638332,10.0,1.0
