learning_rate,weight_decay,best_epoch,val_macro_f1
0.001,0.0,46,0.8442668986662122
0.001,0.0001,46,0.8442668986662122
0.003,0.0,41,0.8809786954732902
0.003,0.0001,41,0.8809786954732902
0.01,0.0,21,0.8720826588884665
0.01,0.0001,21,0.8720826588884665
