epoch,knn_val_accuracy,knn_val_balanced_accuracy,knn_val_macro_f1,linear_val_accuracy,linear_val_balanced_accuracy,linear_val_macro_f1,feature_embedding_std,feature_effective_rank,feature_effective_rank_fraction,feature_mean_pairwise_cosine,feature_near_constant_fraction
0.0,0.3157894736842105,0.31578947368421056,0.31294360163950097,0.27125506072874495,0.27125506072874495,0.26338302158313204,0.3735973834991455,2.61398983001709,0.0034036326687783003,0.7439497709274292,0.0
10.0,0.38461538461538464,0.38461538461538464,0.37752900937111467,0.3360323886639676,0.3360323886639676,0.3302503885148712,0.48041266202926636,34.32063674926758,0.044688329100608826,0.48313429951667786,0.0
20.0,0.3603238866396761,0.36032388663967607,0.36756678549403005,0.3319838056680162,0.33198380566801616,0.32241380700734507,0.6053683161735535,75.08717346191406,0.09776975959539413,0.3228065073490143,0.0
30.0,0.3360323886639676,0.3360323886639677,0.3286322429397736,0.3117408906882591,0.3117408906882591,0.3058532673550822,0.6433197259902954,106.54386138916016,0.13872899115085602,0.1880897581577301,0.0
40.0,0.3481781376518219,0.3481781376518218,0.3394514242599626,0.30364372469635625,0.3036437246963563,0.3045827920684168,0.648666262626648,133.76522827148438,0.1741734743118286,0.1326334923505783,0.0
50.0,0.3117408906882591,0.3117408906882591,0.3107208757334246,0.26720647773279355,0.26720647773279355,0.2588291704224024,0.6475358009338379,155.5332794189453,0.2025173008441925,0.10322830826044083,0.0
60.0,0.2793522267206478,0.2793522267206478,0.27769170715989216,0.2874493927125506,0.2874493927125506,0.27692323592525314,0.6407357454299927,174.687255859375,0.22745737433433533,0.09950277954339981,0.0
70.0,0.2631578947368421,0.2631578947368421,0.25899474902797576,0.25101214574898784,0.25101214574898784,0.2415407772774257,0.6355722546577454,191.6922607421875,0.24959930777549744,0.08979951590299606,0.0
80.0,0.24696356275303644,0.24696356275303644,0.24154418036711325,0.22267206477732793,0.22267206477732793,0.21966197753065736,0.6224119663238525,206.8338623046875,0.2693149447441101,0.09069584310054779,0.0
90.0,0.21862348178137653,0.21862348178137653,0.219770546495118,0.20242914979757085,0.20242914979757085,0.1933747246092835,0.6066529750823975,218.77606201171875,0.2848646640777588,0.08711011707782745,0.0
100.0,0.20242914979757085,0.20242914979757085,0.19791572367668178,0.19838056680161945,0.19838056680161945,0.19982965417016385,0.5960660576820374,229.75885009765625,0.29916518926620483,0.09775090962648392,0.0
110.0,0.2388663967611336,0.2388663967611336,0.24446161605315234,0.1700404858299595,0.17004048582995954,0.1676916676135967,0.5860382914543152,236.6698760986328,0.30816391110420227,0.09703315794467926,0.0
120.0,0.22672064777327935,0.22672064777327935,0.22580391164249536,0.1862348178137652,0.1862348178137652,0.1797326423284582,0.5856870412826538,245.88461303710938,0.32016226649284363,0.10023952275514603,0.0
130.0,0.19433198380566802,0.19433198380566802,0.18351635138657546,0.20242914979757085,0.20242914979757085,0.19986402274731793,0.5811783075332642,248.60086059570312,0.32369905710220337,0.11462473124265671,0.0
140.0,0.19433198380566802,0.19433198380566802,0.20292469429878435,0.1862348178137652,0.1862348178137652,0.18932403400189243,0.5882954001426697,250.0968475341797,0.32564693689346313,0.1095016822218895,0.0
150.0,0.1902834008097166,0.1902834008097166,0.1864674395966175,0.1214574898785425,0.12145748987854252,0.1207556148153806,0.588089108467102,254.43109130859375,0.33129048347473145,0.10734888911247253,0.0
160.0,0.1659919028340081,0.1659919028340081,0.16671446212915986,0.10121457489878542,0.10121457489878544,0.09832271751486292,0.5926942825317383,258.0149841308594,0.33595702052116394,0.10045148432254791,0.0
170.0,0.1700404858299595,0.17004048582995954,0.17022794710136635,0.12550607287449392,0.12550607287449395,0.12409612996265977,0.5946465730667114,262.77349853515625,0.34215301275253296,0.09998156875371933,0.0
180.0,0.1417004048582996,0.1417004048582996,0.13809282429047787,0.1214574898785425,0.1214574898785425,0.12199826466887982,0.596509575843811,264.75653076171875,0.3447350859642029,0.09535972028970718,0.0
190.0,0.1417004048582996,0.14170040485829957,0.1417729685954672,0.11740890688259109,0.11740890688259109,0.11738932920294715,0.5983610153198242,266.2207336425781,0.3466416001319885,0.09492535144090652,0.0
200.0,0.145748987854251,0.145748987854251,0.13809097024756142,0.12955465587044535,0.12955465587044535,0.127780743824301,0.5971372127532959,267.9083251953125,0.3488389849662781,0.09583119302988052,0.0
