epoch,samples,seconds,samples_per_second,learning_rate,weight_decay,peak_gpu_memory_gib,loss,gradient_norm,dino_global_loss,dino_local_loss,ibot_loss,koleo_loss,teacher_temperature,masked_patch_fraction,logical_views,ema_momentum
1,7901,37.22386694489978,212.25629276225837,4.923325262308313e-05,0.04214878683664375,17.21845054626465,16.834165577948237,2.9922919796925678,11.103718333599794,11.101550064091743,5.543464078916475,0.9445522484553341,0.042450757911233844,0.14763855042638332,10.0,0.9920477508185921
2,7901,34.18375784798991,231.13316081674148,9.927360774818402e-05,0.048683339517163415,17.43855571746826,16.6306263716398,2.2567501479561547,11.09142479017224,11.085555846201379,5.525531954440026,0.09443141594142525,0.04745479342374394,0.14763855042638332,10.0,0.9921929631003814
3,7901,33.68667701398954,234.54376330199744,9.926842800745848e-05,0.05944307499669321,17.43855571746826,16.57110554881374,1.0190037859721872,11.084969828964985,11.082701594931251,5.512188535508529,-0.12018446409088225,0.052458828936254025,0.14763855042638332,10.0,0.9924320683332598
4,7901,33.8112051920034,233.67992815200344,9.705282431711812e-05,0.07416262591900591,17.43855571746826,16.548587661953672,0.7479213442006997,11.082906789046996,11.081829808419482,5.502921416629434,-0.18141729272161763,0.05746286444876412,0.14763855042638332,10.0,0.9927591694648668
5,7901,34.48712746205274,229.09997385817988,9.342045823885375e-05,0.09247896399957373,17.43855571746826,16.54281753329533,0.6520865751722013,11.082985502604426,11.082184208448801,5.500712871551514,-0.20084327179832467,0.0624668999612742,0.14763855042638332,10.0,0.9931661991999905
6,7901,35.5321871569613,222.36176920654526,8.848187515233558e-05,0.11394035339215297,17.43855571746826,16.539795936504326,0.571122462825524,11.083448253603105,11.08300482099712,5.50006210488649,-0.2166018857637277,0.0674709354737843,0.14763855042638332,10.0,0.99364311896427
7,7901,33.99638163391501,232.40708629173383,8.238737310863253e-05,0.13801749184996365,17.43855571746826,16.537826419797007,0.5461844523116586,11.083723227565251,11.083557518414796,5.498854985555174,-0.22302336820906105,0.06999999999999997,0.14763855042638332,10.0,0.9941781664855548
8,7901,37.61037352704443,210.07502077368736,7.532242874413138e-05,0.16411656490700705,17.43855571746826,16.53181797974382,0.48250176159811387,11.083819257897707,11.08354933921815,5.49478477901212,-0.23273080373893673,0.06999999999999997,0.14763855042638332,10.0,0.9947581458868223
9,7901,34.14253216795623,231.412244444345,6.750205258923985e-05,0.19159389112424535,17.43855571746826,16.527735437717396,0.47466708689366033,11.083790734091554,11.083592548353463,5.4915806891389805,-0.23729972001374966,0.06999999999999997,0.14763855042638332,10.0,0.9953687531360943
10,7901,33.57657554303296,235.31285940324057,5.916424555922345e-05,0.21977179720493875,17.43855571746826,16.524768989639274,0.4479428193430677,11.083621613271115,11.083488303579088,5.488845741246384,-0.2379003508251508,0.06999999999999997,0.14763855042638332,10.0,0.9959949288267764
11,7901,33.33309351000935,237.03170537194416,5.0562755768641844e-05,0.2479553314511688,17.43855571746826,16.52046096308324,0.4127372275453748,11.083551994442502,11.08340553017662,5.48634024116604,-0.24650610108086465,0.06999999999999997,0.14763855042638332,10.0,0.9966212295878037
12,7901,33.451014895923436,236.19612213807207,4.1959356104407195e-05,0.27544940335757034,17.43855571746826,16.517735441550922,0.39722210893056437,11.08344339784256,11.083274803287152,5.484618462636311,-0.25088403830270556,0.06999999999999997,0.14763855042638332,10.0,0.9972322089635015
13,7901,33.50418690801598,235.82127277679618,3.361587757744884e-05,0.3015759266284715,17.43855571746826,16.515417639024196,0.39356798432232715,11.083302545179341,11.083300172037873,5.482835844247767,-0.25359352368099025,0.06999999999999997,0.14763855042638332,10.0,0.9978127983695216
14,7901,33.282656661001965,237.39090543387357,2.578624090546426e-05,0.32569054282021,17.43855571746826,16.51280333515723,0.40719042038513187,11.083182873355936,11.083113925273834,5.481504641760906,-0.25911538875294615,0.06999999999999997,0.14763855042638332,10.0,0.998348678729338
15,7901,34.10443918593228,231.67072054534998,1.8708728833070865e-05,0.3471985131534347,17.43855571746826,16.511214309999453,0.3823046881161888,11.082919248733743,11.082953758925338,5.48003347637291,-0.2588460972725236,0.06999999999999997,0.14763855042638332,10.0,0.9988266336256318
16,7901,34.530363149009645,228.81311632619207,1.259873436920712e-05,0.3655693865556262,17.43855571746826,16.50837860039828,0.3388983004607063,11.08261971786918,11.082774170500283,5.478544611460709,-0.26461549420293984,0.06999999999999997,0.14763855042638332,10.0,0.9992348752567917
17,7901,34.69097606698051,227.75375315888886,7.642205637833399e-06,0.38035008217590316,17.43855571746826,16.507814513567265,0.3833311650137738,11.08299061063422,11.082857532450525,5.478129778583055,-0.26593896297394,0.06999999999999997,0.14763855042638332,10.0,0.9995633351594645
18,7901,34.14708382997196,231.38139816979177,3.989986837648354e-06,0.3911760637180513,17.43855571746826,16.507387028723002,0.305572477055115,11.08265141592254,11.082739254263831,5.478400447190283,-0.2687153866767521,0.06999999999999997,0.14763855042638332,10.0,0.9998039125270678
19,7901,33.55959455994889,235.43192650573047,1.7532275348592626e-06,0.3977803299992005,17.43855571746826,16.507863337684924,0.3102234186454447,11.082496487238847,11.08267465933503,5.4787261513513394,-0.26758895832712837,0.06999999999999997,0.14763855042638332,10.0,0.9999506739999823
20,7901,34.54306497599464,228.7289794779566,1e-06,0.4,17.43855571746826,16.506524132952,0.31057365517603597,11.08269363843162,11.08273876553743,5.477672698452207,-0.269412511391755,0.06999999999999997,0.14763855042638332,10.0,1.0
