learning_rate,weight_decay,best_epoch,val_macro_f1
0.001,0.0,5,0.07669924131133256
0.001,0.0001,5,0.06337925232662074
0.003,0.0,5,0.05866659867293982
0.003,0.0001,5,0.08219776703110342
0.01,0.0,3,0.07286374172774734
0.01,0.0001,1,0.05323498964803313
