learning_rate,weight_decay,best_epoch,val_macro_f1
0.001,0.0,2,0.10919343814080658
0.001,0.0001,4,0.09386725579928541
0.003,0.0,5,0.06603500194523326
0.003,0.0001,3,0.0892363071676806
0.01,0.0,4,0.06176302751951129
0.01,0.0001,4,0.06473603725384697
